Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Yersinia infection	7/137	4.451562699847701E-5	3.156562641710188E-4	0	0	8.173431952662721	81.89509307402115	NFKBIA;CXCL8;IL1B;CCL2;FOS;TICAM1;TNF
Fluid shear stress and atherosclerosis	7/139	4.882479465171233E-5	3.311594767681358E-4	0	0	8.048776223776224	79.90239315065865	IL1A;SDC4;IL1B;CCL2;FOS;TNF;ICAM1
Hematopoietic cell lineage	6/99	6.152201283743198E-5	3.9989308344330783E-4	0	0	9.736518098990397	94.4064042005144	IL1A;CSF3;CSF2;CSF1;IL1B;TNF
Cytosolic DNA-sensing pathway	5/63	7.161384043691474E-5	4.4687036432634804E-4	0	0	12.934299895506792	123.44783221044729	NFKBIA;CXCL10;IL1B;CCL5;CCL4
C-type lectin receptor signaling pathway	6/104	8.101555250207631E-5	4.860933150124579E-4	0	0	9.237420158903255	87.02452905335831	NFKBIA;CCL22;IL23A;IL1B;IRF1;TNF
Necroptosis	7/159	1.1393194144207148E-4	6.582734394430797E-4	0	0	6.982641700404859	63.40175326339575	STAT5A;IL1A;IL1B;TNFAIP3;TICAM1;TNF;BIRC3
Toxoplasmosis	6/112	1.2215352967166689E-4	6.805696653135726E-4	0	0	8.5367996543281	76.91854426603344	NFKBIA;HSPA6;TNF;HSPA1B;BIRC3;HSPA1A
Human cytomegalovirus infection	8/225	1.632418761790553E-4	8.781287132390562E-4	0	0	5.614546493766299	48.96040376612269	NFKBIA;CXCL8;IL1B;CCL5;CCL4;CCL2;TNF;CX3CL1
Leishmaniasis	5/77	1.8645692709896958E-4	9.695760209146419E-4	0	0	10.411931818181818	89.41048933941563	NFKBIA;IL1A;IL1B;FOS;TNF
MAPK signaling pathway	9/294	1.9667004575855246E-4	9.896944238172317E-4	0	0	4.830098684210526	41.219980677903315	IL1A;DUSP2;CSF1;IL1B;HSPA6;FOS;TNF;HSPA1B;HSPA1A
Osteoclast differentiation	6/127	2.4275428251164155E-4	0.0011834271272442526	0	0	7.472840830231531	62.19989778452347	NFKBIA;IL1A;CSF1;IL1B;FOS;TNF
Transcriptional misregulation in cancer	7/192	3.6231663345959945E-4	0.0017127695399908338	0	0	5.727484407484408	45.378813429181555	CSF2;NR4A3;CXCL8;PLAU;NFKBIZ;H3C4;BIRC3
Human T-cell leukemia virus 1 infection	7/219	7.923877027211418E-4	0.0036356612242499442	0	0	4.991182873730043	35.6393404760986	STAT5A;NFKBIA;CSF2;FOS;ETS1;TNF;ICAM1
Th17 cell differentiation	5/107	8.517538379079429E-4	0.003796388534675403	0	0	7.338458110516934	51.86978498386728	STAT5A;NFKBIA;IL23A;IL1B;FOS
Hepatitis B	6/162	8.835113509866526E-4	0.003828549187608828	0	0	5.785965942454492	40.6846352584029	STAT5A;NFKBIA;CXCL8;FOS;TICAM1;TNF
Inflammatory bowel disease	4/65	0.0010322054249555725	0.004352001251164035	0	0	9.763096265253298	67.13161204520495	IL1A;IL23A;IL1B;TNF
RIG-I-like receptor signaling pathway	4/70	0.0013615272880318104	0.005589427814025327	0	0	9.02118933697881	59.532165405906404	NFKBIA;CXCL10;CXCL8;TNF
Shigellosis	7/246	0.0015524901649857624	0.0062099606599430495	0	0	4.4212423559703895	28.596131677819873	NFKBIA;CSF2;CXCL8;IL1B;CCL5;TNF;H3C4
Antigen processing and presentation	4/78	0.002030802874782301	0.007839622507466634	0	0	8.04267425320057	49.8591439989869	HSPA6;TNF;HSPA1B;HSPA1A
African trypanosomiasis	3/37	0.0020604136077316156	0.007839622507466634	0	0	13.05684811237928	80.754627931084	IL1B;TNF;ICAM1
Complement and coagulation cascades	4/85	0.002778564766349544	0.01011906344487945	0	0	7.345029239766082	43.23152555057019	PLAU;BDKRB2;MASP2;CFB
Prion disease	7/273	0.002789229026473182	0.01011906344487945	0	0	3.967004048582996	23.333878365614027	IL1A;IL1B;CCL5;HSPA6;TNF;HSPA1B;HSPA1A
Graft-versus-host disease	3/42	0.0029693104605084627	0.010527555269075459	0	0	11.380022962112514	66.22519605871695	IL1A;IL1B;TNF
Type I diabetes mellitus	3/43	0.0031761585884371897	0.011010683106582257	0	0	11.094962686567165	63.819144074398444	IL1A;IL1B;TNF
TGF-beta signaling pathway	4/94	0.003991743332824473	0.01353721652001343	0	0	6.607518796992482	36.49680991853288	ID1;TNF;THBS1;INHBC
Staphylococcus aureus infection	4/95	0.004145420471592461	0.013639260137574747	0	0	6.534578203751136	35.84706927433179	PTAFR;MASP2;CFB;ICAM1
Oxytocin signaling pathway	5/154	0.004196695426946076	0.013639260137574747	0	0	5.011694122432377	27.43129661888379	RCAN1;OXTR;RGS2;FOS;CAMK1G
Non-alcoholic fatty liver disease	5/155	0.004313195712420226	0.01373180675790929	0	0	4.9780303030303035	27.110732281625765	IL1A;CXCL8;IL1B;FOS;TNF
JAK-STAT signaling pathway	5/162	0.005194201472369406	0.016205908593792544	0	0	4.754391044199961	25.009106616038196	STAT5A;CSF3;CSF2;IL23A;LIF
Longevity regulating pathway	4/102	0.005334369200439281	0.016316894024873095	0	0	6.065674390056775	31.745220314113233	HSPA6;SOD2;HSPA1B;HSPA1A
T cell receptor signaling pathway	4/104	0.005711816697118179	0.01713545009135454	0	0	5.9437593984962405	30.700813896412754	NFKBIA;CSF2;FOS;TNF
Protein processing in endoplasmic reticulum	5/171	0.006505212818016466	0.019147418860576765	0	0	4.494569185834246	22.63083655985634	DNAJB1;HSPH1;HSPA6;HSPA1B;HSPA1A
Salmonella infection	6/249	0.007441693239722016	0.02149822491475249	0	0	3.6980491942324005	18.122870189485884	NFKBIA;CXCL8;IL1B;FOS;TNF;BIRC3
Pathogenic Escherichia coli infection	5/197	0.011567334596130187	0.032809167218114714	0	0	3.8808001893939394	17.30670062957459	NFKBIA;CXCL8;IL1B;FOS;TNF
Prolactin signaling pathway	3/70	0.01232388691546625	0.0343308278359417	0	0	6.614836266429049	29.080248200040216	STAT5A;IRF1;FOS
Epstein-Barr virus infection	5/202	0.01278063787237476	0.034978587861236185	0	0	3.7813413321027536	16.485982387540524	NFKBIA;CXCL10;TNFAIP3;TNF;ICAM1
Estrogen signaling pathway	4/137	0.014688920584254458	0.039508131226615444	0	0	4.461529764260275	18.830608116748817	HSPA6;FOS;HSPA1B;HSPA1A
Apoptosis	4/142	0.01654527115442627	0.04374681864560167	0	0	4.298790454396862	17.63215514129564	NFKBIA;FOS;TNF;BIRC3
Herpes simplex virus 1 infection	8/498	0.021483100717729908	0.05585606186609776	0	0	2.451890523651321	9.41645776647253	NFKBIA;TNFSF14;IL1B;CCL5;CCL2;TICAM1;TNF;BIRC3
Hepatitis C	4/157	0.02297069494587853	0.05859164405141044	0	0	3.874391862007961	14.620157201312086	NFKBIA;CXCL10;TICAM1;TNF
PD-L1 expression and PD-1 checkpoint pathway in cancer	3/89	0.02328642263581697	0.05859164405141044	0	0	5.148472752516487	19.357664485303136	NFKBIA;FOS;TICAM1
Th1 and Th2 cell differentiation	3/92	0.025374593566132694	0.06283232692566192	0	0	4.97417407345296	18.275149662963504	STAT5A;NFKBIA;FOS
Pathways in cancer	8/531	0.02994300910929155	0.07298608470389815	0	0	2.2932693020291404	8.045842240326632	STAT5A;NFKBIA;CXCL8;IL23A;BDKRB2;FOS;ETS1;BIRC3
Bladder cancer	2/41	0.03209313151224259	0.07702351562938221	0	0	7.53048433048433	25.898188389601827	CXCL8;THBS1
Tryptophan metabolism	2/42	0.033549325462673474	0.0792984056390464	0	0	7.341851851851852	24.923667298432637	CYP1A1;CYP1B1
Tuberculosis	4/180	0.035427195555516766	0.08248720159194949	0	0	3.364149008885851	11.237184572454812	IL1A;IL23A;IL1B;TNF
Ovarian steroidogenesis	2/51	0.04775084997182041	0.10954606758241152	0	0	5.990627362055934	18.222041170234398	CYP1A1;CYP1B1
Proteoglycans in cancer	4/205	0.05265317023929997	0.1190419501062434	0	0	2.9419818202221975	8.66127929237174	SDC4;PLAU;TNF;THBS1
Natural killer cell mediated cytotoxicity	3/131	0.061201116232082825	0.13639105903149887	0	0	3.451784048507463	9.642868884179663	CSF2;TNF;ICAM1
Steroid hormone biosynthesis	2/61	0.06559997399271239	0.14413515412483288	0	0	4.972755806654112	13.546681811353558	CYP1A1;CYP1B1
Signaling pathways regulating pluripotency of stem cells	3/143	0.07528137905654436	0.16310965462251278	0	0	3.153997867803838	8.157886339142358	ID1;LIF;INHBC
Acute myeloid leukemia	2/67	0.07721169783815038	0.16500034058563642	0	0	4.512364672364672	11.557087833747978	STAT5A;CSF2
Fc epsilon RI signaling pathway	2/68	0.07920615196997925	0.16697513117995624	0	0	4.443771043771044	11.26807604276484	CSF2;TNF
Adipocytokine signaling pathway	2/69	0.0812166640320031	0.16819670737450504	0	0	4.37722498618021	10.989613512555014	NFKBIA;TNF
Chemical carcinogenesis	4/239	0.08217765039815612	0.16819670737450504	0	0	2.511982082866741	6.277121457401489	STAT5A;CYP1A1;CYP1B1;FOS
Calcium signaling pathway	4/240	0.08314864944579968	0.16819670737450504	0	0	2.5012106537530268	6.220824337244785	OXTR;PTAFR;BDKRB2;CAMK1G
Spliceosome	3/150	0.08409835368725252	0.16819670737450504	0	0	3.002741395065489	7.43409192252291	HSPA6;HSPA1B;HSPA1A
Neuroactive ligand-receptor interaction	5/341	0.08558572043099527	0.16900471376247167	0	0	2.201366341991342	5.411479811920426	OXTR;PTAFR;BDKRB2;SCTR;ADM
Cellular senescence	3/156	0.09199103460474382	0.17938251747925046	0	0	2.884108867427568	6.881668792387918	IL1A;CXCL8;ETS1
Chronic myeloid leukemia	2/76	0.09571428355567489	0.1820905882278693	0	0	3.9617617617617618	9.295829219487588	STAT5A;NFKBIA
Metabolism of xenobiotics by cytochrome P450	2/76	0.09571428355567489	0.1820905882278693	0	0	3.9617617617617618	9.295829219487588	CYP1A1;CYP1B1
B cell receptor signaling pathway	2/81	0.10648596701875793	0.20014229945694262	0	0	3.7100796999531176	8.309621578120886	NFKBIA;FOS
Pathways of neurodegeneration	6/475	0.10843933559471965	0.20138733753305077	0	0	1.893976138934553	4.207589929307251	IL1A;CSF1;IL1B;HAP1;TNF;DKK1
Alzheimer disease	5/369	0.10998118815464561	0.20184782767205547	0	0	2.0291167166167168	4.47916546719678	IL1A;CSF1;IL1B;TNF;DKK1
ECM-receptor interaction	2/88	0.12207540086239185	0.2214390992387573	0	0	3.4068906115417743	7.165087468062284	SDC4;THBS1
Small cell lung cancer	2/92	0.13121988305093643	0.23529082478098948	0	0	3.254814814814815	6.610141130789733	NFKBIA;BIRC3
Prostate cancer	2/97	0.14286280257367737	0.2532567863806099	0	0	3.082729044834308	5.998591605942089	NFKBIA;PLAU
Inflammatory mediator regulation of TRP channels	2/98	0.14521737323047415	0.2545383171230783	0	0	3.050462962962963	5.885940074806264	IL1B;BDKRB2
Parathyroid hormone synthesis, secretion and action	2/106	0.16432877560455972	0.28483654438123684	0	0	2.8146723646723646	5.0829777800563765	MAFB;FOS
Insulin resistance	2/108	0.16917526840701474	0.29001474584059667	0	0	2.7612858141160026	4.906307888681078	NFKBIA;TNF
Rap1 signaling pathway	3/210	0.17466245295144964	0.29616676804811026	0	0	2.125892277741726	3.7094694523195457	CSF1;ID1;THBS1
Human immunodeficiency virus 1 infection	3/212	0.17805081032761477	0.29866587538825706	0	0	2.105334571163322	3.633147064573757	NFKBIA;FOS;TNF
cAMP signaling pathway	3/216	0.18488172205253428	0.30682498553399307	0	0	2.0653773386588186	3.4864374945334706	NFKBIA;OXTR;FOS
Asthma	1/31	0.19203831602803864	0.3123555016862968	0	0	4.861029411764706	8.020991961652324	TNF
Human papillomavirus infection	4/331	0.19228503863576618	0.3123555016862968	0	0	1.796785541836242	2.962497654055627	IRF1;TICAM1;TNF;THBS1
Sphingolipid signaling pathway	2/119	0.1962233279824172	0.3123555016862968	0	0	2.5002849002849	4.071718560452774	BDKRB2;TNF
Growth hormone synthesis, secretion and action	2/119	0.1962233279824172	0.3123555016862968	0	0	2.5002849002849	4.071718560452774	STAT5A;FOS
SNARE interactions in vesicular transport	1/33	0.20308680529440165	0.3200155719790571	0	0	4.556755514705882	7.264023207811308	STX11
Relaxin signaling pathway	2/129	0.22124455392819692	0.3451415041279872	0	0	2.3022455526392536	3.472906590034246	NFKBIA;FOS
FoxO signaling pathway	2/131	0.2262829421905873	0.34950632655179825	0	0	2.266322136089578	3.3676846788322536	PLK2;SOD2
Allograft rejection	1/38	0.2300562149832744	0.35185068173912554	0	0	3.9399841017488075	5.789537091199061	TNF
Systemic lupus erythematosus	2/135	0.23638413503753408	0.3580186899597604	0	0	2.1977165135059873	3.1697601680568446	TNF;H3C4
Endocytosis	3/252	0.24897794055642802	0.373466910834642	0	0	1.763531738895882	2.4519986202088075	HSPA6;HSPA1B;HSPA1A
Cell adhesion molecules	2/148	0.2693409628138483	0.39932298320424375	0	0	2.000710299340436	2.624486118969795	SDC4;ICAM1
Type II diabetes mellitus	1/46	0.27133484756185794	0.39932298320424375	0	0	3.238235294117647	4.22395936672437	TNF
Endocrine and other factor-regulated calcium reabsorption	1/53	0.3056467657251325	0.43985378856828067	0	0	2.801329185520362	3.320486088836687	BDKRB2
Glycosaminoglycan biosynthesis	1/53	0.3056467657251325	0.43985378856828067	0	0	2.801329185520362	3.320486088836687	HS3ST3B1
Hippo signaling pathway	2/163	0.30733373688424737	0.43985378856828067	0	0	1.8129284564067172	2.1389311206071255	ID1;BIRC3
cGMP-PKG signaling pathway	2/167	0.3174145044032609	0.4501514789718973	0	0	1.7686195286195285	2.0295736351748017	RGS2;BDKRB2
Glutathione metabolism	1/57	0.32452834409284537	0.45609388899535025	0	0	2.6007090336134455	2.926792173115241	CHAC1
Viral myocarditis	1/60	0.33835421663245324	0.4712790874523456	0	0	2.4680957128614156	2.6745814229630755	ICAM1
MicroRNAs in cancer	3/310	0.3570653810938343	0.49293981814724025	0	0	1.4261266955126648	1.4686771444747522	PLAU;CYP1B1;THBS1
Glycolysis / Gluconeogenesis	1/67	0.3695317008446938	0.4999516654910426	0	0	2.205548128342246	2.1956645122139125	GAPDHS
Mitophagy	1/68	0.37386491738573735	0.4999516654910426	0	0	2.1725197541703247	2.137456871865443	CITED2
Retinol metabolism	1/68	0.37386491738573735	0.4999516654910426	0	0	2.1725197541703247	2.137456871865443	CYP1A1
Amphetamine addiction	1/69	0.37816856748681427	0.4999516654910426	0	0	2.140462802768166	2.0814186437173	FOS
Renal cell carcinoma	1/69	0.37816856748681427	0.4999516654910426	0	0	2.140462802768166	2.0814186437173	ETS1
Non-small cell lung cancer	1/72	0.3909041152642434	0.5124457309346384	0	0	2.0497100248550124	1.9252782344583481	STAT5A
p53 signaling pathway	1/73	0.395091488951388	0.5136189356368044	0	0	2.021139705882353	1.876906979173357	THBS1
Focal adhesion	2/201	0.4012489287185173	0.5149818283623032	0	0	1.4639121533593895	1.3368054545198842	THBS1;BIRC3
Glioma	1/75	0.4033806945750766	0.5149818283623032	0	0	1.9663155802861685	1.7851677966847128	CAMK1G
Viral carcinogenesis	2/203	0.4060433646702775	0.5149818283623032	0	0	1.4491984521835268	1.3061557762574003	STAT5A;NFKBIA
Synaptic vesicle cycle	1/78	0.41560353342423734	0.5228560581788793	0	0	1.8894194041252865	1.658954671828482	UNC13A
Peroxisome	1/82	0.4315147845641838	0.5385304511361014	0	0	1.7957516339869282	1.5092457564398556	SOD2
PI3K-Akt signaling pathway	3/354	0.43813465234512855	0.5424524267130163	0	0	1.2445464982778416	1.027035850286787	CSF3;CSF1;THBS1
ErbB signaling pathway	1/85	0.44316530874453697	0.5443605367255729	0	0	1.7313550420168067	1.4089982385378543	STAT5A
Colorectal cancer	1/86	0.44699589850685556	0.5447762513052302	0	0	1.7108996539792387	1.3776264272740881	FOS
GABAergic synapse	1/89	0.4583314130780541	0.5502375080091604	0	0	1.6523228609625669	1.2890807424802198	HAP1
Bile secretion	1/90	0.4620584201871795	0.5502375080091604	0	0	1.6336748182419034	1.2613014254650008	SCTR
Hypertrophic cardiomyopathy	1/90	0.4620584201871795	0.5502375080091604	0	0	1.6336748182419034	1.2613014254650008	TNF
Ras signaling pathway	2/232	0.47333512057850957	0.559396051592784	0	0	1.2646054750402576	0.9458637405167218	CSF1;ETS1
Dilated cardiomyopathy	1/96	0.48389184150633274	0.5631741503477707	0	0	1.530030959752322	1.110640087250758	TNF
Circadian entrainment	1/97	0.48744422583266184	0.5631741503477707	0	0	1.514016544117647	1.087941105369789	FOS
Aldosterone synthesis and secretion	1/98	0.4909723362006207	0.5631741503477707	0	0	1.4983323226197696	1.0658649103080529	CAMK1G
Choline metabolism in cancer	1/98	0.4909723362006207	0.5631741503477707	0	0	1.4983323226197696	1.0658649103080529	FOS
Pancreatic secretion	1/102	0.5048453145340125	0.5748603581555178	0	0	1.4387012230634828	0.9833568962561355	SCTR
Cholinergic synapse	1/113	0.5410904890151278	0.6108150512966476	0	0	1.2966780462184875	0.796379136895972	FOS
Leukocyte transendothelial migration	1/114	0.5442518726297053	0.6108150512966476	0	0	1.2851379489849037	0.7818048528033618	ICAM1
Neurotrophin signaling pathway	1/119	0.5597374017306376	0.6237073904998534	0	0	1.2303713858424725	0.7139691733515462	NFKBIA
Thyroid hormone signaling pathway	1/121	0.5657843304955164	0.6259741528886564	0	0	1.2097426470588235	0.6889996276646372	RCAN1
Dopaminergic synapse	1/132	0.5975981191383021	0.6549522291676709	0	0	1.107543780871127	0.570204287727377	FOS
Vascular smooth muscle contraction	1/133	0.6003728767370318	0.6549522291676709	0	0	1.0990975935828877	0.5607643794366315	ADM
Ubiquitin mediated proteolysis	1/140	0.6192714963196077	0.6697469784509119	0	0	1.043377063055438	0.49999828509417255	BIRC3
Huntington disease	2/306	0.6225212299703989	0.6697469784509119	0	0	0.9531676413255361	0.4517800603767547	HAP1;SOD2
Breast cancer	1/147	0.6372826004355368	0.6789561497745672	0	0	0.9929995970991137	0.4473881029573368	FOS
Phospholipase D signaling pathway	1/148	0.6397856026721883	0.6789561497745672	0	0	0.9861944777911165	0.4404563025027721	CXCL8
Phagosome	1/152	0.6496273005956926	0.6847422898170813	0	0	0.9598753408648227	0.41404843314535317	THBS1
mTOR signaling pathway	1/154	0.6544475763026085	0.6851934355919929	0	0	0.9472318339100346	0.4015920022558705	TNF
Wnt signaling pathway	1/166	0.6820174574215845	0.7092981557184479	0	0	0.877807486631016	0.3359369462659658	DKK1
Amyotrophic lateral sclerosis	2/364	0.7152170276957247	0.7342352358043672	0	0	0.7980765295682423	0.267490709549039	HAP1;TNF
Axon guidance	1/182	0.7154086912965629	0.7342352358043672	0	0	0.7995612609684758	0.2677741084209478	RND1
Alcoholism	1/186	0.7231974237232127	0.7373777653648443	0	0	0.782114467408585	0.2534622070119853	H3C4
Neutrophil extracellular trap formation	1/189	0.7288997621664047	0.7383659928438904	0	0	0.7695165832290363	0.2433358082061613	H3C4
Regulation of actin cytoskeleton	1/218	0.778348742586289	0.7833703473771683	0	0	0.6656953103822174	0.1668103302846531	BDKRB2
Olfactory transduction	1/440	0.9530248954147741	0.9530248954147741	0	0	0.32533833578989685	0.01565341082431857	RGS2
