Gene,Disease,Log2FoldChange,FoldChange,Regulation
TNFSF14,"Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes",2.95100104834556,7.73285439565647,UpRegulated
CXCL5,"Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes",2.91962297098245,7.56648351631896,UpRegulated
CSF1,Obesity,2.82996705515294,7.11057907294105,UpRegulated
CXCL11,Inflammatory Bowel Diseases,2.82128417103167,7.06791245807213,UpRegulated
CXCL1,"Infection caused by Helicobacter pylori, Necrotizing enterocolitis in fetus OR newborn",2.80678584844439,6.99723938210739,UpRegulated
CYP1B1,"Obesity, Diabetes Mellitus",2.60648585086941,6.09018414597829,UpRegulated
CCL2,"Infection caused by Helicobacter pylori, Respiratory Distress Syndrome, Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes, Celiac Disease, Gestational Diabetes, Non-alcoholic Fatty Liver Disease",2.54628042579618,5.84126333572391,UpRegulated
BIRC3,"Infection caused by Helicobacter pylori, Obesity",2.51056629770384,5.69843713762084,UpRegulated
CCL22,"Infection caused by Helicobacter pylori, Obesity",2.50832489515489,5.6895907948465,UpRegulated
TNFAIP3,"Diabetes Mellitus, Diabetes, Celiac Disease, Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome ORPHA:529977",2.31160510592693,4.96435093940054,UpRegulated
NFKBIZ,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome ORPHA:529977,2.28377693282185,4.86951110049655,UpRegulated
RGS2,"Obesity, Diabetes Mellitus, Social Anxiety, Anxiety Disorders, Anxiety",-2.11944264440574,4.3452604236889,DownRegulated
RCAN1,"Anxiety Disorders, Anxiety",2.10011035709735,4.2874217984055,UpRegulated
FOS,"Infection caused by Helicobacter pylori, Obesity, Diabetes Mellitus, Non-alcoholic Fatty Liver Disease, Anxiety neurosis (finding), Anxiety Disorders",-1.84272770160375,3.58687557757967,DownRegulated
STAT5A,"Respiratory Distress Syndrome, Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes",1.82304952145319,3.53828319313219,UpRegulated
THBS1,"Infection caused by Helicobacter pylori, Obesity, Diabetes Mellitus, Diabetes",1.7764927668638,3.42592309653274,UpRegulated
MIR17HG,Diabetes Mellitus,-1.75178624941775,3.36775280914603,DownRegulated
IL1B,"Infection caused by Helicobacter pylori, Respiratory Distress Syndrome, Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes, Streptozotocin Diabetes, Alloxan Diabetes, Stress, Celiac Disease, Post-Traumatic Stress Disorder, Necrotizing enterocolitis in fetus OR newborn, Irritable Bowel Syndrome, Necrotizing Enterocolitis, Gestational Diabetes, Non-alcoholic Fatty Liver Disease, Anxiety Disorders, Anxiety",1.74670715733247,3.35591728489506,UpRegulated
IRF1,"Inflammatory Bowel Diseases, Celiac Disease, Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome ORPHA:529977",1.7410915722007,3.34288001161916,UpRegulated
CCL20,"Infection caused by Helicobacter pylori, Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes, Streptozotocin Diabetes, Alloxan Diabetes, Irritable Bowel Syndrome, Inflammatory Bowel Disease",1.73411669246489,3.32675746757163,UpRegulated
STX11,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome ORPHA:529977,1.69722295900474,3.24276158823784,UpRegulated
HLA-L,Diabetes Mellitus,1.69713702566069,3.24256844066309,UpRegulated
ID1,"Diabetes Mellitus, Streptozotocin Diabetes, Alloxan Diabetes",-1.69131120700481,3.22950086581108,DownRegulated
IL1A,"Infection caused by Helicobacter pylori, Respiratory Distress Syndrome, Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes, Stress, Celiac Disease, Necrotizing enterocolitis in fetus OR newborn, Irritable Bowel Syndrome, Non-alcoholic Fatty Liver Disease, Anxiety neurosis (finding), Anxiety state",1.6784696096585,3.20088225851045,UpRegulated
ICAM1,"Infection caused by Helicobacter pylori, Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes, Streptozotocin Diabetes, Alloxan Diabetes, Celiac Disease, Post-Traumatic Stress Disorder, Inflammatory Bowel Disease, Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome ORPHA:529977",1.66923465166507,3.18045825734968,UpRegulated
ETS1,"Inflammatory Bowel Diseases, Diabetes Mellitus, Diabetes, Celiac Disease, Inflammatory Bowel Disease",1.50201262659304,2.83237566551989,UpRegulated
ADM,"Obesity, Diabetes Mellitus, Diabetes",-1.50043028357346,2.82927082851096,DownRegulated
SERPINA3,"Diabetes Mellitus, Diabetes",1.47104432115442,2.77222493574562,UpRegulated
SOD2,"Respiratory Distress Syndrome, Obesity, Diabetes Mellitus, Diabetes, Streptozotocin Diabetes, Alloxan Diabetes, Necrotizing Enterocolitis, Gestational Diabetes, Non-alcoholic Fatty Liver Disease",1.41248730567937,2.66195707169751,UpRegulated
DKK1,Diabetes Mellitus,-1.39555452271792,2.63089655290664,DownRegulated
CYP1A1,"Infection caused by Helicobacter pylori, Respiratory Distress Syndrome, Obesity, Diabetes Mellitus, Diabetes, Streptozotocin Diabetes, Alloxan Diabetes, Anxiety",1.3635432835192,2.57316377471471,UpRegulated
DNAJB1,Obesity,-1.3473069409665,2.54436728344308,DownRegulated
BDKRB2,"Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes",1.28447768542196,2.43593845839139,UpRegulated
DUSP2,"Stress, Post-Traumatic Stress Disorder",-1.28342949247757,2.43416926525455,DownRegulated
NR4A3,"Obesity, Diabetes Mellitus, Diabetes",1.27072646315457,2.41283032032081,UpRegulated
CD83,Obesity,1.223622827613,2.33532417165544,UpRegulated
PLK2,Irritable Bowel Syndrome,-1.21779078014174,2.3259027558588,DownRegulated
NFKBIA,"Respiratory Distress Syndrome, Inflammatory Bowel Diseases, Diabetes Mellitus, Stress, Irritable Bowel Syndrome",1.19305978331471,2.28637141297789,UpRegulated
HSPA1A,"Respiratory Distress Syndrome, Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes, Prediabetes syndrome",-1.18157099573581,2.26823637978504,DownRegulated
CFB,"Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes",1.17808937867985,2.26276910573341,UpRegulated
HSPA1B,"Respiratory Distress Syndrome, Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes, Anxiety Disorders, Prediabetes syndrome",-1.16389266336956,2.24061172048945,DownRegulated
POTEF,"Infection caused by Helicobacter pylori, Obesity, Diabetes Mellitus, Diabetes, Post-Traumatic Stress Disorder",1.15913675461693,2.23323760493036,UpRegulated
HAP1,Respiratory Distress Syndrome,1.13344525231078,2.19382014128947,UpRegulated
MAFB,Diabetes Mellitus,-1.12565448885744,2.18200512296082,DownRegulated
TICAM1,Celiac Disease,1.12153591819263,2.17578487081678,UpRegulated
IL23A,"Infection caused by Helicobacter pylori, Inflammatory Bowel Diseases, Obesity, Diabetes Mellitus, Diabetes, Celiac Disease",1.11927796209597,2.17238222226156,UpRegulated
LIF,"Diabetes Mellitus, Diabetes, Non-alcoholic Fatty Liver Disease",1.11082896010896,2.1596970598353,UpRegulated
OXTR,"Obesity, Stress, Post-Traumatic Stress Disorder, psychosocial stressor, Social Anxiety, Anxiety Disorders, Anxiety",1.07849535280287,2.11183241353212,UpRegulated
PTAFR,Necrotizing Enterocolitis,1.07278441451032,2.10348920532435,UpRegulated
FSCN2,Obesity,1.03414169823614,2.04789493057671,UpRegulated
UNC13A,"Diabetes Mellitus, Diabetes, Anxiety",1.01168954759921,2.01627098335012,UpRegulated
