Id,Type
Pelizaeus-Merzbacher Disease,Disease
Cholangiocarcinoma,Disease
Mycoplasma-Induced Stevens-Johnson Syndrome,Disease
Multi-infarct dementia,Disease
Adult T-Cell Lymphoma/Leukemia,Disease
Hereditary gingival fibromatosis,Disease
SVEINSSON CHORIORETINAL ATROPHY,Disease
Drug-induced tardive dyskinesia,Disease
OVERLAP CONNECTIVE TISSUE DISEASE,Disease
Lymphoma Small Noncleaved-Cell,Disease
Mycoplasma Infections,Disease
FOXJ1,Gene
Bone Marrow Diseases,Disease
Glioblastoma,Disease
Tropical Spastic Paraparesis,Disease
Hypercalcemia,Disease
Other ureteric obstruction,Disease
Malignant Head and Neck Neoplasm,Disease
cardiac event,Disease
Hodgkin Lymphoma Lymphocyte Depletion,Disease
Adrenoleukodystrophy,Disease
Pain Postoperative,Disease
Wheezing,Disease
Superficial ulcer,Disease
Angina Unstable,Disease
Severe Combined Immunodeficiency,Disease
Refractory anemia without ringed sideroblasts without excess blasts,Disease
Variola virus hypothetical protein (gene: G4R),Pathogen
Bipolar Disorder,Disease
Rickettsia Infections,Disease
Intestinal Graft Versus Host Disease,Disease
HSPA6,Gene
Angioedemas Hereditary,Disease
Keratoconjunctivitis Sicca,Disease
Meniere Disease,Disease
Hyperalgesia Secondary,Disease
Periodontitis Juvenile,Disease
Polyp of large intestine,Disease
Systemic candidiasis,Disease
Periapical Granuloma,Disease
Corneal infection,Disease
Enterovirus 71 infection,Disease
21-hydroxylase deficiency,Disease
Behcet Syndrome,Disease
Hairy Cell Leukemia,Disease
Chronic skin ulcer,Disease
Pain Migratory,Disease
Adult Hodgkin Lymphoma,Disease
Down Syndrome Partial Trisomy 21,Disease
M5b Acute differentiated monocytic leukemia,Disease
Pustulosis of Palms and Soles,Disease
Japanese Encephalitis,Disease
Chronic multifocal osteomyelitis,Disease
Hepatic Veno-Occlusive Disease,Disease
NFKBIA,Gene
Arthritis Infectious,Disease
Anemia,Disease
Pneumocystis jiroveci pneumonia,Disease
Adenocarcinoma of large intestine,Disease
TICAM1,Gene
Cowpox,Disease
Malnutrition,Disease
Injuries Acute Brain,Disease
Inflammatory disorder,Disease
Secondary Trigeminal Neuralgia,Disease
Pneumonia Interstitial,Disease
Conventional (Clear Cell) Renal Cell Carcinoma,Disease
Lymphocytic Choriomeningitis,Disease
Borna Disease,Disease
Autoimmune thyroid disease,Disease
Sacroiliitis,Disease
Fibroid Tumor,Disease
Mitochondrial Myopathies,Disease
Intracranial Hemorrhages,Disease
alpha-1-Antitrypsin Deficiency Autosomal Recessive,Disease
Middle Cerebral Artery Syndrome,Disease
Osteoarthritis Knee,Disease
Thyroid associated opthalmopathies,Disease
Ileitis,Disease
NANOS3,Gene
HAP1,Gene
Thromboangiitis Obliterans,Disease
Multiple Sclerosis,Disease
Systemic lupus erythematosus ORPHA:536,Disease
Lymphocytic infiltration,Disease
Monkeypox virus TNF-alpha-receptor-like protein,Pathogen
Febrile Convulsions,Disease
Nephrosis,Disease
GTP cyclohydrolase I deficiency ORPHA:2102,Disease
Metastatic Neoplasm,Disease
Postherpetic neuralgia,Disease
Hemorrhagic Fevers Viral,Disease
Choriocarcinoma,Disease
Hemangioendothelioma,Disease
Neutropenia,Disease
Thyroiditis,Disease
Latent Tuberculosis,Disease
Diabetes Autoimmune,Disease
Chronic colitis,Disease
MILES-CARPENTER X-LINKED MENTAL RETARDATION SYNDROME,Disease
Pseudomonas aeruginosa infection,Disease
Drug toxicity,Disease
Enthesitis-Related Arthritis,Disease
Miscarriage,Disease
Pigmented villonodular synovitis,Disease
Malignant Fibrous Histiocytoma,Disease
Autosomal dominant hyper-IgE syndrome ORPHA:2314,Disease
Epithelial basement membrane dystrophy ORPHA:98956,Disease
SMITH-MCCORT DYSPLASIA 1,Disease
IL1B,Gene
Complicated pneumoconiosis,Disease
Pulmonary Edema,Disease
psychosocial stressor,Disease
Experimental Lung Inflammation,Disease
Severe Bronchopulmonary Dysplasia,Disease
LIF,Gene
Myocardial Ischemia,Disease
Apraxia Developmental Verbal,Disease
Recurrent respiratory papillomatosis,Disease
Leptospirosis,Disease
Diabetes Mellitus,Disease
Traumatic injury,Disease
Glioblastoma Multiforme,Disease
Cervical Intraepithelial Neoplasia,Disease
Escherichia coli Infections,Disease
Contact Dermatitis,Disease
Peptic Ulcer,Disease
Primary immune deficiency disorder,Disease
Non-alcoholic Fatty Liver Disease,Disease
Oligoarticular Juvenile Idiopathic Arthritis,Disease
Monkeypox virus Zaire-96-I-16 J2L (gene: J2L),Pathogen
Rett Syndrome,Disease
CCL5,Gene
Hereditary Diffuse Gastric Cancer,Disease
Meningococcal Infections,Disease
Tumor Progression,Disease
Acute periodontitis,Disease
Gestational Diabetes,Disease
Acute Cerebrovascular Accidents,Disease
Barrett Esophagus,Disease
Colorectal Neoplasms,Disease
Malignant Pleural Mesothelioma,Disease
Coughing,Disease
Boutonneuse Fever,Disease
Candidiasis,Disease
Cutaneous Melanoma,Disease
Carcinoma Lewis Lung,Disease
Diffuse Large B-Cell Lymphoma,Disease
Childhood Acute Lymphoblastic Leukemia,Disease
Lesion of brain,Disease
CXCL2,Gene
Fulminant hepatitis,Disease
Marginal Zone B-Cell Lymphoma,Disease
Senile Plaques,Disease
Malignant neoplasm of mouth,Disease
Crohn Disease,Disease
Pouchitis,Disease
Immune reconstitution inflammatory syndrome [IRIS],Disease
Brain Ischemia,Disease
Hemolytic-Uremic Syndrome,Disease
Primary malignant neoplasm of lung,Disease
Acquired aplastic anemia,Disease
Leprosy Lepromatous,Disease
Respiratory Distress Syndrome Adult,Disease
Peritonitis,Disease
Diabetic macular edema,Disease
Gastritis,Disease
Pneumoconiosis,Disease
Disorder characterized by fever,Disease
Diabetic Retinopathy,Disease
Amebic colitis,Disease
Reactive Hypoglycemia,Disease
Horsepox virus HSPV177 (Immunoglobulin like),Pathogen
Convulsions,Disease
Juvenile Myelomonocytic Leukemia,Disease
Asthma attack,Disease
Cercopithecine betaherpesvirus 5 chemokine vCXCL2 (gene: UL147),Pathogen
Colon Carcinoma,Disease
Lung Neoplasms,Disease
Diffuse cutaneous leishmaniasis,Disease
Liver Cirrhosis,Disease
Atrial Fibrillation,Disease
Lymphoma Undifferentiated,Disease
Cervical Squamous Intraepithelial Neoplasia,Disease
Cytotoxic Cerebral Edema,Disease
Premature Birth,Disease
Infection,Disease
Pregnancy in Diabetics,Disease
Cervical Intraepithelial Neoplasia Grade 2/3,Disease
PLK2,Gene
Graft-vs-Host Disease,Disease
Cytomegalovirus Infections,Disease
Cowpox virus CPXV014 protein (gene: CPXV014 CDS),Pathogen
Candidiasis of vagina,Disease
TNFAIP2,Gene
Osteoporosis Postmenopausal,Disease
Hypergammaglobulinemia,Disease
Mycoses,Disease
Anaplastic thyroid carcinoma,Disease
Meningitis,Disease
Transient Ischemic Attack,Disease
Keratoconjunctivitis Vernal,Disease
Diabetic Neuropathies,Disease
Hypotension,Disease
Hypertension Portal,Disease
Tactile Allodynia,Disease
Diffuse Mixed-Cell Lymphoma,Disease
Sleep Apnea Obstructive,Disease
Spondylarthropathies,Disease
Ache,Disease
Vaccinia virus hemagglutinin (gene: A56R),Pathogen
Adenomatous Polyposis Coli,Disease
Niemann-Pick disease type C severe early infantile neurologic onset ORPHA:216975,Disease
Birdshot chorioretinopathy ORPHA:179,Disease
Streptococcal pneumonia,Disease
Non-arthropod borne lymphocytic choriomeningitis,Disease
Social Anxiety,Disease
Cardiomyopathy Familial Idiopathic,Disease
Inclusion Body Myopathy Sporadic,Disease
CITED2,Gene
Severe Sepsis,Disease
Thyroid Diseases,Disease
Central Nervous System Infection,Disease
Rheumatoid Arthritis,Disease
Lateral Sclerosis,Disease
Cervical lymphadenitis,Disease
RND1,Gene
Immunologic Deficiency Syndromes,Disease
Hyperemia,Disease
Middle Cerebral Artery Thrombosis,Disease
Osteoporosis,Disease
Acute myocardial infarction,Disease
Influenza,Disease
Alveolitis,Disease
Horsepox virus HSPV003 (Tumor necrosis factor receptor superfamily members),Pathogen
Chronic graft-versus-host disease,Disease
Malignant neoplasm of larynx,Disease
Anti-Basement Membrane Glomerulonephritis,Disease
Periapical Periodontitis,Disease
Hepatic Form of Wilson Disease,Disease
Vaccinia virus Ankara viral chemokine binding protein,Pathogen
Pleural Mesothelioma,Disease
Anterior uveitis,Disease
Gingivitis,Disease
Auricular swelling,Disease
Schizophrenia,Disease
Dermatitis Atopic,Disease
Small cell carcinoma of lung,Disease
Glossitis Benign Migratory,Disease
Meningoencephalitis,Disease
Mucocutaneous Lymph Node Syndrome,Disease
Simple Partial Status Epilepticus,Disease
Retinoic acid syndrome,Disease
Necrotizing Enterocolitis,Disease
Liver Failure Acute,Disease
Uveal melanoma,Disease
Chondrosarcoma,Disease
Joint swelling,Disease
Polymyositis Idiopathic,Disease
Inflammatory dermatosis,Disease
Papillary thyroid carcinoma,Disease
Skin Erosion,Disease
Obstructive nephropathy,Disease
Dental caries,Disease
Refractory anemia with excess blasts in transformation (clinical),Disease
Stress Psychological,Disease
Staphylococcal Infections,Disease
Chronic liver disease,Disease
Adenoviral infections,Disease
Kearns Sayre Syndrome,Disease
Cholestasis,Disease
Carotid Artery Plaque,Disease
GAPDHS,Gene
Infection caused by Helicobacter pylori,Disease
Middle Cerebral Artery Embolus,Disease
Nonalcoholic Steatohepatitis,Disease
Pemphigus,Disease
Anxiety,Disease
Mechanical Allodynia,Disease
IGA Glomerulonephritis,Disease
Juvenile rheumatoid arthritis,Disease
CCL20,Gene
Polymyalgia Rheumatica,Disease
Hematological Disease,Disease
Acute lymphocytic leukemia,Disease
TNF,Gene
Icterus,Disease
Herpes encephalitis,Disease
Histiocytic sarcoma,Disease
Heart Failure Right-Sided,Disease
Lattice corneal dystrophy type I ORPHA:98964,Disease
Cervix carcinoma,Disease
Spinal Cord Myelodysplasia,Disease
Lipomatosis Multiple,Disease
Rhinovirus infection,Disease
Complex Partial Status Epilepticus,Disease
Toxic Shock Syndrome,Disease
Hyperhomocysteinemia,Disease
Neurodegenerative Disorders,Disease
Monkeypox virus chemokine-binding protein,Pathogen
Collagen-vascular disease,Disease
Collagen Diseases,Disease
HSPA1B,Gene
difficile (disorder),Disease
Acne Vulgaris,Disease
Hyperinsulinism,Disease
Enterocolitis,Disease
Vaccinia virus Ankara Haemagglutinin,Pathogen
Malignant neoplasm of thyroid,Disease
Fasting Hypoglycemia,Disease
Heart failure,Disease
Measles,Disease
Situs Inversus,Disease
Thrombotic Infarction Middle Cerebral Artery,Disease
Reticulosarcoma,Disease
Hepatitis,Disease
Low Back Pain,Disease
Liver neoplasms,Disease
Appendicitis,Disease
Lymphocyte Rich Classical Hodgkin Lymphoma,Disease
Myocardial Diseases Secondary,Disease
THBS1,Gene
Opportunistic Infections,Disease
Benign Neoplasm,Disease
Nervous System Organic Arsenic Poisoning,Disease
Malignant tumor of colon,Disease
Fever,Disease
Pneumococcal Infections,Disease
Cercopithecine betaherpesvirus 5 chemokine vCXCL9 (gene: UL146F),Pathogen
Ventricular Dysfunction Left,Disease
ETS1,Gene
Prostatic Neoplasms,Disease
Stomatitis,Disease
Squamous cell carcinoma of the head and neck,Disease
Systemic Scleroderma,Disease
Osteopenia,Disease
Precancerous Conditions,Disease
Squamous cell carcinoma of esophagus,Disease
Primary infection NOS,Disease
Myelomonocytic leukemia,Disease
Ovarian Carcinoma,Disease
Pyelonephritis,Disease
Carcinoma of larynx,Disease
Hemolytic Uremic Syndrome,Disease
Hodgkin Lymphoma,Disease
Nephropathia Epidemica,Disease
Pancreatic carcinoma,Disease
Head and Neck Carcinoma,Disease
Pain Splitting,Disease
Congestive Heart Failure,Disease
West Nile viral infection,Disease
Hypoxia-Ischemia Brain,Disease
Mitral Valve Stenosis,Disease
Carcinoma breast stage IV,Disease
Cardiovascular Diseases,Disease
Lichen Sclerosus et Atrophicus,Disease
Giant Cell Glioblastoma,Disease
CONSTRICTING BANDS CONGENITAL,Disease
Hepatitis Chronic,Disease
Benign Prostatic Hyperplasia,Disease
Ichthyosis X-Linked,Disease
Reactive systemic amyloidosis,Disease
androgen independent prostate cancer,Disease
Bullous pemphigoid,Disease
Hematopoietic Neoplasms,Disease
Neoplastic Cell Transformation,Disease
Hemorrhagic Fever with Renal Syndrome,Disease
Leukocytosis,Disease
Vitamin D-Resistant Rickets X-Linked,Disease
Familial Hypophosphatemic Rickets,Disease
Vascular lesions,Disease
Fatty Liver Alcoholic,Disease
Dyslipidemias,Disease
Breast Carcinoma,Disease
Nephrotic Syndrome,Disease
Community acquired pneumonia,Disease
Uterine Neoplasms,Disease
Ear Inflammation,Disease
Herpes simplex virus encephalitis ORPHA:1930,Disease
NONAKA MYOPATHY,Disease
Parasitic Diseases,Disease
Uterine Fibroids,Disease
Mild cognitive disorder,Disease
Megaconial Myopathies,Disease
Neoplasm Invasiveness,Disease
Infant Premature,Disease
Hypocholesterolemia,Disease
Acrania,Disease
Trisomy 21 Meiotic Nondisjunction,Disease
Precursor B-cell lymphoblastic leukemia,Disease
Malaria,Disease
Anasarca,Disease
IL23A,Gene
Radiating pain,Disease
Arteriovenous hemangioma,Disease
Silicosis,Disease
Systemic-onset juvenile idiopathic arthritis ORPHA:85414,Disease
Invasive Pulmonary Aspergillosis,Disease
Tumor Promotion,Disease
Dejerine-Sottas Disease (disorder),Disease
CXCL11,Gene
Giant Cell Arteritis,Disease
Kidney Diseases,Disease
Neoplasms Experimental,Disease
Singleton-Merten dysplasia ORPHA:85191,Disease
Ischemia of kidney,Disease
Rift Valley Fever,Disease
Oral Ulcer,Disease
Autoimmune thrombocytopenia,Disease
Mumps,Disease
Intrauterine infection,Disease
Major Depressive Disorder,Disease
Takayasu arteritis ORPHA:3287,Disease
Viral myocarditis,Disease
Hashimoto Disease,Disease
PLAU,Gene
PARKINSON DISEASE 2 AUTOSOMAL RECESSIVE JUVENILE,Disease
Cholestasis Extrahepatic,Disease
Adenocarcinoma Basal Cell,Disease
STAT3-related early-onset multisystem autoimmune disease ORPHA:438159,Disease
Hepatitis B,Disease
Familial lichen amyloidosis,Disease
Tumor Angiogenesis,Disease
Leg Ulcer,Disease
Asymptomatic bacteriuria,Disease
Regurgitation,Disease
Primary Sj??gren's syndrome,Disease
FOS,Gene
Thyroid carcinoma,Disease
Metaphyseal anadysplasia ORPHA:1040,Disease
Provisional),Pathogen
Aortic Rupture,Disease
Non-Small Cell Lung Carcinoma,Disease
Sudden infant death syndrome,Disease
Proliferative vitreoretinopathy,Disease
Nodular Lymphocyte Predominant Hodgkin Lymphoma,Disease
Compression of spinal cord,Disease
Arteriovenous Malformations Cerebral,Disease
Malignant neoplasm of urinary bladder,Disease
Kidney Neoplasm,Disease
Lipoatrophy,Disease
Vitiligo,Disease
Colitis Collagenous,Disease
Lupus Erythematosus Systemic,Disease
Myelodysplasia,Disease
Fibromyalgia,Disease
Urinary Bladder Cancer,Disease
Trophoblastic Neoplasms,Disease
Anhydrotic Ectodermal Dysplasias,Disease
GPM6B,Gene
Malignant mesothelioma,Disease
Severe Acute Respiratory Syndrome,Disease
Bacterial sepsis,Disease
Cutaneous hypersensitivity,Disease
Familial cold urticaria,Disease
Periodontal Diseases,Disease
Arsenic Poisoning Inorganic,Disease
Aphthous Stomatitis,Disease
Vasogenic Brain Edema,Disease
MIR22HG,Gene
Cryptosporidiosis,Disease
Impulsive character (finding),Disease
INHBC,Gene
Pancreatic Ductal Adenocarcinoma,Disease
Adenocarcinoma of colon,Disease
FANCONI ANEMIA COMPLEMENTATION GROUP A (disorder),Disease
TARSAL-CARPAL COALITION SYNDROME,Disease
FRIEDREICH ATAXIA 1,Disease
Diabetes,Disease
Chronic lymphoproliferative disorder of natural killer cells ORPHA:512017,Disease
Refractory anemias,Disease
Cerebral Infraction,Disease
Corneal Ulcer,Disease
Psoriasiform eczema,Disease
Pheochromocytoma,Disease
Chronic granulomatous disease,Disease
Leishmaniasis Cutaneous,Disease
Cowpox virus CrmD or CPXV221 protein (gene: CrmD),Pathogen
Neoplasms,Disease
Anemia Diamond-Blackfan,Disease
Leukomalacia Periventricular,Disease
HSPA1A,Gene
Hamman-Rich syndrome,Disease
Alzheimer's Disease Focal Onset,Disease
Encephalomyelitis,Disease
Agenesis,Disease
Hepatopulmonary Syndrome,Disease
Hypohidrotic ectodermal dysplasia with immunodeficiency ORPHA:98813,Disease
Paraparesis Spastic,Disease
Malignant lymphoma lymphocytic intermediate differentiation diffuse,Disease
MIR616,Gene
Uremia,Disease
Cutaneous Mastocytosis,Disease
Hyperalgesia Thermal,Disease
Bronchiolitis Obliterans,Disease
Cardiac Arrest,Disease
Alloxan Diabetes,Disease
Chronic Periodontitis,Disease
Fibrosarcoma,Disease
Orchitis,Disease
Breast Cancer,Disease
Esophagitis,Disease
Aplastic Anemia,Disease
Arthritis by pattern of joint involvement,Disease
Muckle-Wells Syndrome,Disease
Steroid Sulfatase Deficiency Disease,Disease
TNFSF14,Gene
CX3CL1,Gene
Coprophilia (disorder),Disease
pathologic fistula,Disease
Non-Convulsive Status Epilepticus,Disease
Granular corneal dystrophy type I ORPHA:98962,Disease
gastritis h pylori,Disease
Neoplasm Metastasis,Disease
Gastric Ulcer,Disease
Delirium,Disease
Chronic sinusitis,Disease
Chronic ulcer,Disease
Erythema Chronicum Migrans,Disease
Acne,Disease
Somnolence,Disease
Bronchiolitis,Disease
Complement hyperactivation-angiopathic thrombosis-protein-losing enteropathy syndrome ORPHA:566175,Disease
Left ventricular systolic dysfunction,Disease
Polymyositis Ossificans,Disease
Immunosuppression,Disease
NCOA7,Gene
Otitis Media,Disease
Venous retinal branch occlusion,Disease
Hereditary hemochromatosis,Disease
Brain Edema,Disease
Childhood Burkitt Lymphoma,Disease
Chagas' disease without mention of organ involvement,Disease
Dermatitis Allergic Contact,Disease
Proliferative diabetic retinopathy,Disease
Paget Disease,Disease
Primary malignant neoplasm,Disease
Arthritis,Disease
Trigeminal Neuralgia Idiopathic,Disease
Craniosynostosis,Disease
Vasculitis of the skin,Disease
Iron Overload,Disease
Degenerative polyarthritis,Disease
Malignant neoplasm of stomach,Disease
Merkel Cell Polyomavirus Infection,Disease
Primary bacterial peritonitis,Disease
Chemical Carcinogenesis,Disease
Biliary Atresia,Disease
Oral Cavity Carcinoma,Disease
CXCL3,Gene
Spondylarthritis,Disease
Carcinoma Spindle-Cell,Disease
Chronic Obstructive Airway Disease,Disease
MYELODYSPLASTIC SYNDROME,Disease
Rhabdomyosarcoma,Disease
Crohn's disease of large bowel,Disease
Hyperalgesia Primary,Disease
Hypercholesterolemia Familial,Disease
Triple Negative Breast Neoplasms,Disease
Adenocarcinoma of prostate,Disease
TMEM88,Gene
TIBIAL MUSCULAR DYSTROPHY TARDIVE,Disease
Thiel-Behnke corneal dystrophy ORPHA:98960,Disease
Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum,Disease
Atrial Premature Complexes,Disease
Severe periodontitis,Disease
Neuroblastoma,Disease
Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia ORPHA:572428,Disease
Immunodeficiency by defective expression of MHC class I ORPHA:34592,Disease
Myeloid neoplasm,Disease
SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME,Disease
Pneumonitis,Disease
Fibrous histiocytoma of tendon sheath,Disease
Anaplasia,Disease
Oestrogen deficiency,Disease
Alcoholic Liver Diseases,Disease
Progressive External Ophthalmoplegia,Disease
Carcinoma Transitional Cell,Disease
Disseminated Malignant Neoplasm,Disease
Nasal allergies,Disease
Van der Woude syndrome,Disease
Carcinoma Neuroendocrine,Disease
Acute otitis media,Disease
Morphea,Disease
Toxoplasmosis,Disease
CSF3,Gene
Malaria Falciparum,Disease
Huntington Disease,Disease
Squamous cell carcinoma,Disease
Rhegmatogenous retinal detachment,Disease
B-Cell Lymphomas,Disease
Liver diseases,Disease
Lymphocytosis,Disease
Infectious Mononucleosis,Disease
Adenocarcinoma Oxyphilic,Disease
Polymyositis,Disease
Vaso-Occlusive Crisis,Disease
Aspirin exacerbated respiratory disease,Disease
Complement deficiency disease,Disease
Oxalosis,Disease
Idiopathic Pulmonary Fibrosis,Disease
Thyroid Neoplasm,Disease
Hippocampal sclerosis,Disease
Hospital acquired pneumonia,Disease
Neurocysticercosis,Disease
AMYOTROPHIC LATERAL SCLEROSIS 1,Disease
Monkeypox virus Zaire-96-I-16 A35R (gene: A35R),Pathogen
L3MBTL1,Gene
Acute monocytic leukemia,Disease
Autoimmune liver disease,Disease
Parasitic infection,Disease
Horsepox virus HSPV002 (chemokine binding protein,Pathogen
Vasculitis,Disease
S100A3,Gene
Hyperalgesia,Disease
Gastric ulcer,Disease
HIV encephalitis,Disease
Essential Hypertension,Disease
Leukemia T-Cell,Disease
Chronic Q Fever,Disease
Arsenic Encephalopathy,Disease
NUAK2,Gene
Echinococcosis,Disease
Leukoplakia Oral,Disease
Rat Insulinoma,Disease
Carotid Artery Disease,Disease
Secondary malignant neoplasm of lymph node,Disease
Acute myelomonocytic leukemia,Disease
Adenocarcinoma of ovary ORPHA:213504,Disease
Malignant neoplasm of breast,Disease
Familial Alzheimer Disease (FAD),Disease
Recurrent tumor,Disease
Malignant tumor of cervix,Disease
ICAM1,Gene
Monkeypox virus Zaire-96-I-16 chemokine binding protein (gene: J1L),Pathogen
Human gammaherpesvirus 8 K6 (gene: K6),Pathogen
Chronic idiopathic neutropenia,Disease
PIGMENTARY DISORDER RETICULATE WITH SYSTEMIC MANIFESTATIONS,Disease
Amyotrophic Lateral Sclerosis,Disease
Dermatologic disorders,Disease
Polyarthritis,Disease
Severe congenital neutropenia,Disease
Restenosis,Disease
Juvenile-Onset Still Disease,Disease
Retinoblastoma,Disease
Pemphigoid Benign Mucous Membrane,Disease
Pain,Disease
Ulcerative Colitis,Disease
Soft Tissue Neoplasms,Disease
Lymphohistiocytosis Hemophagocytic,Disease
Vaccinia virus chemokine binding protein (gene: C23L),Pathogen
Extrinsic allergic alveolitis,Disease
Coronavirus Infections,Disease
Libman-Sacks Disease,Disease
Peptic Esophagitis,Disease
Severe Dengue,Disease
Cryopyrin-Associated Periodic Syndromes,Disease
Brain Injuries Focal,Disease
SYNOVITIS GRANULOMATOUS WITH UVEITIS AND CRANIAL NEUROPATHIES (disorder),Disease
Giant Cell Tumors,Disease
Manganese Poisoning,Disease
Pulmonary Cystic Fibrosis,Disease
Alzheimer Disease Early Onset,Disease
Spontaneous abortion,Disease
Hypertensive disease,Disease
Temporomandibular Joint Dysfunction Syndrome,Disease
STAT5A,Gene
Quebec platelet disorder ORPHA:220436,Disease
Pelvic Pain,Disease
Mast-Cell Sarcoma,Disease
Luft Disease,Disease
Histiocytosis Langerhans-Cell,Disease
Epstein-Barr Virus Infections,Disease
Stromal keratitis,Disease
Radiation Injuries Experimental,Disease
Demyelinating Diseases,Disease
Memory impairment,Disease
Niemann-Pick disease type C adult neurologic onset ORPHA:216986,Disease
Syphilis,Disease
Extramedullary Hematopoiesis (disorder),Disease
Head and Neck Neoplasms,Disease
Early onset periodontitis,Disease
Pancreatitis Chronic,Disease
Cercopithecine betaherpesvirus 5 chemokine vCXCL5 (gene: UL146B),Pathogen
Hyperplasia,Disease
Hepatolenticular Degeneration,Disease
Osteosarcoma of bone,Disease
Lower limb hyperreflexia,Disease
Lip and Oral Cavity Carcinoma,Disease
bone destruction,Disease
Tuberculosis,Disease
Tumor Necrosis Factor Receptor 1-Associated Periodic Syndrome,Disease
Ataxia Telangiectasia,Disease
Interstitial Cystitis,Disease
Chronic Airflow Obstruction,Disease
Dermatomyositis,Disease
DKK1,Gene
Hepatitis B Chronic,Disease
Disruptive Impulse Control and Conduct Disorders,Disease
Acute Coronary Syndrome,Disease
Coronary Artery Disease,Disease
Cerebral abscess,Disease
Periodic Fever Syndrome,Disease
Cardiopulmonary Arrest,Disease
Cerebral Infarction,Disease
Lymphoma T-Cell Cutaneous,Disease
Infective endocarditis,Disease
Typhoid Fever,Disease
Neoplasm Residual,Disease
Myeloproliferative disease,Disease
Hereditary Leber Optic Atrophy,Disease
Bacterial Vaginosis,Disease
Colitis Lymphocytic,Disease
Coronary Occlusion,Disease
Streptozotocin Diabetes,Disease
MALT lymphoma ORPHA:52417,Disease
Autism Spectrum Disorders,Disease
Malignant melanoma metastatic,Disease
Drug-Induced Stevens Johnson Syndrome,Disease
Primary biliary cirrhosis,Disease
Cerebral arterial aneurysm,Disease
Cardiomegaly,Disease
Sclerosis,Disease
Metastatic melanoma,Disease
Infiltrating Cervical Carcinoma,Disease
Gingival Diseases,Disease
Anxiety state,Disease
Left Middle Cerebral Artery Infarction,Disease
Renal Cell Carcinoma,Disease
AIDS Dementia Complex,Disease
Acute Promyelocytic Leukemia,Disease
Keratitis,Disease
Bladder Neoplasm,Disease
Diabetic Angiopathies,Disease
Cryptogenic multifocal ulcerous stenosing enteritis ORPHA:468635,Disease
Uveitis,Disease
Sick Sinus Syndrome,Disease
Left ventricular dilatation,Disease
CFB,Gene
Embolic Infarction Middle Cerebral Artery,Disease
Bronchitis,Disease
Chronic synovitis,Disease
Leprosy,Disease
Histoplasmosis,Disease
Myositis,Disease
Osteosarcoma,Disease
Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial JAK1 deficiency ORPHA:574957,Disease
Burkitt Lymphoma,Disease
Respiratory Distress Syndrome Newborn,Disease
Ischemia,Disease
Lung Cancer,Disease
