Source,Target,Pvalue_Adjusted
CXCL8,Acute appendicitis NOS (disorder),0.0164551715115821
CXCL8,American cutaneous leishmaniasis,0.0164551715115821
CXCL8,Inflammation,0.0164551715115821
CXCL8,Pulmonary Fibrosis,0.0164551715115821
CXCL8,Kidney Failure Chronic,0.0164551715115821
CXCL8,Enterovirus 71 infection,0.0164551715115821
CXCL8,Mucocutaneous leishmaniasis,0.0164551715115821
CXCL8,Chronic active hepatitis C,0.0164551715115821
CXCL8,Urinary Bladder Diseases,0.0164551715115821
CXCL8,Vasculitis of the skin,0.0164551715115821
CXCL8,Viral meningitis,0.0164551715115821
CXCL8,Depressed mood,0.0164551715115821
CXCL8,Junctional Epidermolysis Bullosa,0.0164551715115821
CXCL8,Antibiotic-associated diarrhea,0.0164551715115821
CXCL8,Osteoporosis,0.0164551715115821
CXCL8,Fatty Liver,0.0164551715115821
CXCL8,Rheumatoid Arthritis,0.0164551715115821
CXCL8,Myocardial Ischemia,0.0164551715115821
CXCL8,Malignant neoplasm of pancreas,0.0164551715115821
CXCL8,Down Syndrome Partial Trisomy 21,0.0164551715115821
CXCL8,Soft Tissue Infections,0.0164551715115821
CXCL8,Nicotine Use Disorder,0.0164551715115821
CXCL8,Nodular melanoma,0.0164551715115821
CXCL8,Chronic ulcer,0.0164551715115821
CXCL8,Trisomy 21 Meiotic Nondisjunction,0.0164551715115821
CXCL8,Trisomy 21 Mitotic Nondisjunction,0.0164551715115821
CXCL8,Pancreatic carcinoma,0.0165450527937978
CXCL8,Squamous cell carcinoma,0.0166268655333565
CXCL8,Anxiety,0.0167392714462347
CXCL8,Selenium deficiency,0.0167392714462347
CXCL8,Steroid-sensitive nephrotic syndrome,0.0167392714462347
CXCL8,Pleomorphic Xanthoastrocytoma,0.0167392714462347
CXCL8,Acute type B viral hepatitis,0.0167392714462347
CXCL8,Acute Promyelocytic Leukemia,0.0169047117089067
CXCL8,Thyroid Neoplasm,0.0169047117089067
CXCL8,Rhinosinusitis,0.0169047117089067
CXCL8,SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME,0.0169047117089067
CXCL8,Clostridium difficile infection,0.0169047117089067
CXCL8,Parainfluenza,0.0169047117089067
CXCL8,Pediatric Crohn's disease,0.0169047117089067
CXCL8,Zollinger-Ellison syndrome,0.0169047117089067
CXCL8,Hyperglycemia,0.0170796052591736
CXCL8,Anemia,0.0170796052591736
CXCL8,Obesity,0.0170796052591736
CXCL8,Tobacco Use Disorder,0.0170796052591736
CXCL8,Congenital bilateral aplasia of vas deferens,0.0170796052591736
CXCL8,Pleocytosis,0.0170796052591736
CXCL8,Diffuse cutaneous leishmaniasis,0.0170796052591736
CXCL8,Adult T-Cell Lymphoma/Leukemia,0.0170796052591736
CXCL8,Malignant Glioma,0.0172596593787717
CXCL8,Breast Carcinoma,0.0175222857405647
CXCL8,Staphylococcal Infections,0.0175222857405647
CXCL8,Pyoderma Gangrenosum,0.0175222857405647
CXCL8,Retinoic acid syndrome,0.0175222857405647
CXCL8,Multiple System Atrophy,0.0175222857405647
CXCL8,Constitutional Symptom,0.0175222857405647
CXCL8,Pouchitis,0.0175222857405647
CXCL8,Amebic colitis,0.0175222857405647
CXCL8,Polycystic Ovary Syndrome,0.0175222857405647
CXCL8,Malignant neoplasm of breast,0.0175222857405647
CXCL8,Helicobacter-associated gastritis,0.0175222857405647
CXCL8,Syphilis,0.0175222857405647
CXCL8,Otitis Media with Effusion,0.0175222857405647
CXCL8,inflammatory joint disease,0.0175222857405647
CXCL8,Adult-Onset Still Disease,0.0175222857405647
CXCL8,Little's Disease,0.0175222857405647
CXCL8,Fibrosis Liver,0.0175222857405647
CXCL8,Aspergillosis Allergic Bronchopulmonary,0.0175222857405647
CXCL8,Hypotrichosis simplex,0.0175222857405647
CXCL8,AIDS with Kaposi's sarcoma,0.0175222857405647
CXCL8,Diabetic Nephropathy,0.0175222857405647
CXCL8,Systemic Scleroderma,0.0175222857405647
CXCL8,Enthesitis-Related Arthritis,0.0175222857405647
CXCL8,Familial benign pemphigus,0.0175222857405647
CXCL8,Dermatitis Irritant,0.0175222857405647
CXCL8,Stage III Colon Cancer AJCC v7,0.0175222857405647
CXCL8,Hemorrhagic Fever with Renal Syndrome,0.0175222857405647
CXCL8,Superficial spreading malignant melanoma of skin,0.0175222857405647
CXCL8,Acute pyelonephritis,0.0175222857405647
CXCL8,Alveolitis,0.0175222857405647
CXCL8,Liver cyst,0.0175222857405647
CXCL8,Steatohepatitis,0.0175222857405647
CXCL8,Lyme Arthritis,0.0175222857405647
CXCL8,CONSTRICTING BANDS CONGENITAL,0.0175222857405647
CXCL8,Familial primary pulmonary hypertension,0.0175222857405647
CXCL8,Bronchitis,0.0175222857405647
CXCL8,Leukemia Mast-Cell,0.0175222857405647
CXCL8,Healing ulcer,0.0175222857405647
CXCL8,Stage III Colon Cancer,0.0175222857405647
CXCL8,Staphylococcal toxic shock syndrome,0.0175222857405647
CXCL8,Malignant neoplasm of endometrium,0.0175222857405647
CXCL8,Uterine Corpus Cancer,0.0175708314490657
CXCL8,Glioma,0.0177325130049739
CXCL8,Enterocolitis,0.0177325130049739
CXCL8,Apraxia Developmental Verbal,0.0177325130049739
CXCL8,Hepatic Form of Wilson Disease,0.0177325130049739
CXCL8,Temporomandibular Joint Disorders,0.0177325130049739
CXCL8,Congenital infectious disease,0.0177325130049739
CXCL8,Hodgkin Disease,0.01785137375007
CXCL8,Epidermolysis Bullosa Simplex,0.0179477502842888
CXCL8,Arthritis Gouty,0.0179477502842888
CXCL8,Human anaplasmosis due to Anaplasma phagocytophilum,0.0179477502842888
CXCL8,Tuberculosis Meningeal,0.0179477502842888
CXCL8,Acute hepatitis,0.0179477502842888
CXCL8,Dermatitis Herpetiformis,0.0179477502842888
CXCL8,Liver and Intrahepatic Biliary Tract Carcinoma,0.0180177241592742
CXCL8,Primary malignant neoplasm of lung,0.0180177241592742
CXCL8,Streptococcal Infections,0.0180177241592742
CXCL8,Localized scleroderma,0.0180177241592742
CXCL8,Appendicitis,0.0180177241592742
CXCL8,Anasarca,0.0184493835527021
CXCL8,Pseudomonas aeruginosa infection,0.0184493835527021
CXCL8,Psoriasiform eczema,0.0184493835527021
CXCL8,Huntington Disease,0.0184493835527021
CXCL8,Conventional (Clear Cell) Renal Cell Carcinoma,0.0184493835527021
CXCL8,Triple Negative Breast Neoplasms,0.0184493835527021
CXCL8,Staphylococcus aureus infection,0.0184493835527021
CXCL8,Upper Respiratory Infections,0.0184493835527021
CXCL8,Keratoconjunctivitis Sicca,0.0184493835527021
CXCL8,Keratosis Follicularis,0.0184493835527021
CXCL8,Primary peritoneal carcinoma,0.0184493835527021
CXCL8,Immunologic Deficiency Syndromes,0.0184493835527021
CXCL8,Brain Neoplasms,0.0184493835527021
CXCL8,gastritis h pylori,0.0184493835527021
CXCL8,Stomach Diseases,0.0184493835527021
CXCL8,Tobacco Dependence,0.0184493835527021
CXCL8,Acute Chest Syndrome,0.0184493835527021
CXCL8,Stomach Carcinoma,0.0186816770301935
CXCL8,Mammary Neoplasms,0.0186816770301935
CXCL8,Aggressive periodontitis generalized,0.0186816770301935
CXCL8,Bright Disease,0.0186816770301935
CXCL8,Glycogen Storage Disease,0.0186816770301935
CXCL8,Chronic interstitial cystitis,0.0186816770301935
CXCL8,Lymphoproliferative Disorder of the Skin,0.0187362612294097
CXCL8,Gastro-esophageal reflux disease with esophagitis,0.0187362612294097
CXCL8,Chronic Obstructive Airway Disease,0.0187362612294097
CXCL8,Gastric Cardia Adenocarcinoma,0.0187362612294097
CXCL8,Central Diabetes Insipidus,0.0187362612294097
CXCL8,Chronic Airflow Obstruction,0.0187362612294097
CXCL8,Superinfection,0.0187362612294097
CXCL8,Pemphigus,0.0187362612294097
CXCL8,Periapical Periodontitis,0.0187362612294097
CXCL8,Pleural Tuberculosis,0.0187362612294097
CXCL8,Leukocytosis,0.0187362612294097
CXCL8,Malignant neoplasm of lung,0.0187362612294097
CXCL8,MYELODYSPLASTIC SYNDROME,0.0187362612294097
CXCL8,Liver Cirrhosis,0.0187362612294097
CXCL8,melanoma,0.0187362612294097
CXCL8,Secondary malignant neoplasm of pancreas,0.0187362612294097
CXCL8,prostatitis,0.0187362612294097
CXCL8,Carcinoma of lung,0.0189414738389434
CXCL8,Multinodular goiter,0.0189963054877577
CXCL8,Ventricular Fibrillation,0.0189963054877577
CXCL8,Astrocytoma low grade,0.0194209513509672
CXCL8,Escherichia coli Infections,0.0195504111380762
CXCL8,Meningitis Bacterial,0.0195504111380762
CXCL8,Ovarian Hyperstimulation Syndrome,0.0195504111380762
CXCL8,Abscess,0.0195504111380762
CXCL8,Bacterial Vaginosis,0.0199023118360269
CXCL8,Pelvic Inflammatory Disease,0.0199023118360269
CXCL8,Lipoid nephrosis,0.0199023118360269
CXCL8,B-Cell Lymphomas,0.0199023118360269
CXCL8,Streptococcal pneumonia,0.0201908401874224
CXCL8,Pyelonephritis,0.0201908401874224
CXCL8,Astrocytoma,0.0202574941126942
CXCL8,Dermatomyositis Childhood Type,0.0202806708389685
CXCL8,Spinal Cord Diseases,0.0202806708389685
CXCL8,Chronic rejection of renal transplant,0.0202806708389685
CXCL8,stage ovarian epithelial cancer,0.0202806708389685
CXCL8,Anthrax disease,0.0202806708389685
CXCL8,Endometriosis,0.0202806708389685
CXCL8,TNF receptor-associated periodic fever syndrome (TRAPS),0.0205176110703675
CXCL8,Alcoholic Intoxication,0.0205176110703675
CXCL8,Laryngeal neoplasm,0.0205176110703675
CXCL8,Coronary Arteriosclerosis,0.020577297221825
CXCL8,Vascular Neoplasms,0.0208289988964622
CXCL8,Cerebrovascular accident,0.0208289988964622
CXCL8,CATARACT ANTERIOR POLAR,0.0211634979234835
CXCL8,Pulmonary Cystic Fibrosis,0.0211634979234835
CXCL8,Colonic Neoplasms,0.0211866028407374
CXCL8,Nasopharyngeal carcinoma,0.0213057271519187
CXCL8,Endometriosis of uterus,0.0213057271519187
CXCL8,Muscle damage,0.0213057271519187
CXCL8,Toxic Shock Syndrome,0.0213057271519187
CXCL8,Acquired aplastic anemia,0.0213057271519187
CXCL8,Enteritis,0.0215571397007855
CXCL8,MYELOPROLIFERATIVE DISORDER CHRONIC WITH EOSINOPHILIA,0.0215571397007855
CXCL8,Delirium,0.0215571397007855
CXCL8,Lipoatrophy,0.0215571397007855
CXCL8,Sleep Apnea Central,0.0218032022536659
CXCL8,Peptic Esophagitis,0.0218032022536659
CXCL8,Acute periodontitis,0.0218032022536659
CXCL8,Early gastric cancer,0.0218032022536659
CXCL8,Malignant neoplasm of liver,0.0218120783839179
CXCL8,Rhinovirus infection,0.022101488031247
CXCL8,Diabetic Foot,0.022101488031247
CXCL8,Psoriasis,0.0223273755410142
CXCL8,Barrett Epithelium,0.0223373600680622
CXCL8,Malignant hyperpyrexia due to anesthesia,0.022348925662808
CXCL8,cardiac event,0.022348925662808
CXCL8,Thromboangiitis Obliterans,0.022348925662808
CXCL8,Airway Obstruction,0.022348925662808
CXCL8,Dryness of eye,0.022348925662808
CXCL8,Amyloidosis,0.022348925662808
CXCL8,Stomach Neoplasms,0.022348925662808
CXCL8,Bipolar Disorder,0.022348925662808
CXCL8,Fibromyalgia,0.022348925662808
CXCL8,Leishmaniasis Cutaneous,0.022348925662808
CXCL8,Cervical Squamous Intraepithelial Neoplasia,0.022348925662808
CXCL8,Clostridium,0.022348925662808
CXCL8,difficile (disorder),0.022348925662808
CXCL8,Active tuberculosis,0.022348925662808
CXCL8,Solid Neoplasm,0.022348925662808
CXCL8,Endometrial Carcinoma,0.022509795536417
CXCL8,Amaurosis congenita of Leber type 1,0.022509795536417
CXCL8,Cockayne Syndrome Type I,0.022509795536417
CXCL8,Lymphohistiocytosis Hemophagocytic,0.022509795536417
CXCL8,NONAKA MYOPATHY,0.0228377677046404
CXCL8,Lymphocytic infiltration,0.0228377677046404
CXCL8,Malignant ascites,0.0231065498705462
CXCL8,Hypophosphatemia,0.0231065498705462
CXCL8,Interstitial Cystitis,0.0234840331020978
CXCL8,Rotavirus Infections,0.0235492827233672
CXCL8,Virus Diseases,0.0235492827233672
CXCL8,Myeloid Leukemia Chronic,0.0236888038230127
CXCL8,Hypocholesterolemia,0.0237972942063343
CXCL8,Malignant tumor of cervix,0.0238896379260181
CXCL8,Gastrointestinal Diseases,0.0238896379260181
CXCL8,Gonorrhea,0.0241999949649117
CXCL8,Spondylarthropathies,0.0241999949649117
CXCL8,Pneumocystis jiroveci pneumonia,0.024357617485691
CXCL8,Severe Dengue,0.024357617485691
CXCL8,Mycoplasma Infections,0.024357617485691
CXCL8,Chlamydia Infections,0.024357617485691
CXCL8,Inflammatory Bowel Diseases,0.024357617485691
CXCL8,Crohn Disease,0.024357617485691
CXCL8,Coronary heart disease,0.024357617485691
CXCL8,Chronic lung disease,0.024357617485691
CXCL8,AICARDI-GOUTIERES SYNDROME 1,0.024357617485691
CXCL8,Leukocyte adhesion deficiency type 1,0.0243969503736879
CXCL8,Ulcerative Colitis,0.0244331350088397
CXCL8,Bullous pemphigoid,0.0244331350088397
CXCL8,Oropharyngeal Carcinoma,0.0244331350088397
CXCL8,Subfertility Male,0.0244331350088397
CXCL8,Dry Eye Syndromes,0.0247825490184071
CXCL8,MYELOPROLIFERATIVE SYNDROME TRANSIENT,0.0249620484634904
CXCL8,Squamous cell carcinoma of the head and neck,0.0249620484634904
CXCL8,Bardet-Biedl Syndrome,0.0249620484634904
CXCL8,Nijmegen Breakage Syndrome,0.0251383111747463
CXCL8,Lichen Planus Oral,0.0251383111747463
CXCL8,Neutrophilia (disorder),0.0252008921120766
CXCL8,Adenocarcinoma Endometrioid,0.0252008921120766
CXCL8,Esophagitis,0.0252008921120766
CXCL8,Febrile Convulsions,0.0252008921120766
CXCL8,Bronchiolitis Obliterans,0.0252008921120766
CXCL8,Polyp of large intestine,0.0254261898491831
CXCL8,Lymphocytosis,0.0254261898491831
CXCL8,Hepatic methionine adenosyltransferase deficiency,0.0254261898491831
CXCL8,Systemic Inflammatory Response Syndrome,0.0255384365999014
CXCL8,cervical cancer,0.0255384365999014
CXCL8,Myocardial Infarction,0.0255384365999014
CXCL8,Bronchiolitis,0.0255384365999014
CXCL8,Giant Cell Tumor of Bone,0.0255384365999014
CXCL8,Proliferative vitreoretinopathy,0.0257028135992011
CXCL8,Multiple Chronic Conditions,0.0257028135992011
CXCL8,Cushing Syndrome,0.025707512018657
CXCL8,Degenerative polyarthritis,0.0258643593578311
CXCL8,Coronary Artery Disease,0.0258643593578311
CXCL8,Osteoarthritis of hip,0.0258643593578311
CXCL8,Persistent infection,0.0260777008127371
CXCL8,Prostate carcinoma,0.0260777008127371
CXCL8,Hepatolenticular Degeneration,0.0260777008127371
CXCL8,Adenomatous Polyps,0.0262883192699434
CXCL8,Angina Unstable,0.0262883192699434
CXCL8,Leukoplakia Oral,0.0262883192699434
CXCL8,Stromal Neoplasm,0.0265512369845761
CXCL8,Gout,0.0265512369845761
CXCL8,Pterygium,0.0268674373054488
CXCL8,Rectal Neoplasms,0.0271262293397829
CXCL8,Hepatitis Alcoholic,0.0271262293397829
CXCL8,Urinary tract infection,0.0271597622457327
CXCL8,Squamous cell carcinoma of esophagus,0.0271597622457327
CXCL8,Necrotizing enterocolitis in fetus OR newborn,0.0271597622457327
CXCL8,Spondylarthritis,0.0271597622457327
CXCL8,Hereditary gingival fibromatosis,0.0271597622457327
CXCL8,Keratitis,0.0273022996303848
CXCL8,Primary malignant neoplasm,0.0273022996303848
CXCL8,Malignant neoplasm of prostate,0.0273022996303848
CXCL8,Ovarian Cysts,0.027608480643902
CXCL8,Primary infection NOS,0.0276452275893653
CXCL8,Osteosarcoma of bone,0.0278810747077614
CXCL8,Giant Cell Glioblastoma,0.0278810747077614
CXCL8,Pleural Effusion Malignant,0.0278810747077614
CXCL8,Peripheral Vascular Diseases,0.0278810747077614
CXCL8,Crohn's disease of large bowel,0.0278810747077614
CXCL8,Acute monocytic leukemia,0.0278810747077614
CXCL8,Pulmonary Edema,0.0280140724995506
CXCL8,Autoimmune Diseases,0.0280140724995506
CXCL8,Chronic granulomatous disease,0.0280140724995506
CXCL8,Osteitis Deformans,0.0281033582750197
CXCL8,Parkinson Disease,0.0284390688039874
CXCL8,Connective Tissue Diseases,0.0284390688039874
CXCL8,Peptic Ulcer,0.0292011203032183
CXCL8,Hyperalgesia Secondary,0.0292011203032183
CXCL8,Skin Ulcer,0.0292011203032183
CXCL8,Chronic sinusitis,0.0292011203032183
CXCL8,Allodynia,0.0292591150159425
CXCL8,Severe Acute Respiratory Syndrome,0.0292591150159425
CXCL8,Hyperalgesia Primary,0.0292591150159425
CXCL8,Alcoholic Liver Diseases,0.0292591150159425
CXCL8,Osteosarcoma,0.0292703293810461
CXCL8,Cervix carcinoma,0.0292703293810461
