Source,Target,Pvalue_Adjusted
ADM,Allodynia,1.9581146391906144e-06
ADM,Carcinoma of lung,2.027389637151193e-06
ADM,Hyperalgesia Primary,2.086123696221558e-06
ADM,Colon Carcinoma,2.205236928124383e-06
ADM,Osteosarcoma of bone,2.560217628497434e-06
ADM,Lip and Oral Cavity Carcinoma,2.576211756838249e-06
ADM,Astrocytoma,2.608032323197001e-06
ADM,Tactile Allodynia,2.782805018144785e-06
ADM,Lupus Nephritis,3.4620043828295477e-06
ADM,Primary malignant neoplasm of lung,4.839188317483647e-06
ADM,Breast Carcinoma,5.381279306135013e-06
ADM,Osteosarcoma,6.3131986281381465e-06
ADM,Secondary malignant neoplasm of bone,6.378950690990071e-06
ADM,Angina Unstable,7.095035199288336e-06
ADM,Liver Cirrhosis Experimental,7.691726899679507e-06
ADM,Mechanical Allodynia,1.033366177374635e-05
ADM,Hyperalgesia Thermal,1.0961931275541026e-05
ADM,Stable angina,1.1652528807336014e-05
ADM,Colorectal Neoplasms,1.3034577772762696e-05
ADM,Presenile dementia,1.5064798896399038e-05
ADM,Prostate carcinoma,1.527992765491583e-05
ADM,Adenocarcinoma,1.5449280661407645e-05
ADM,Malignant tumor of colon,1.5498516107485843e-05
ADM,Hyperalgesia,1.8507296589967813e-05
ADM,ovarian neoplasm,1.8507296589967813e-05
ADM,Myeloid Leukemia,2.042524345007846e-05
ADM,Kidney Failure Chronic,2.0820699372778346e-05
ADM,Prostatic Neoplasms,2.0820699372778346e-05
ADM,Malignant neoplasm of endometrium,2.389985034001877e-05
ADM,Uterine Corpus Cancer,2.483118059238325e-05
ADM,Hypotension,2.7966054180512005e-05
ADM,Chorioamnionitis,2.878916650522013e-05
ADM,Chronic kidney disease stage 5,2.910435331986992e-05
ADM,Squamous cell carcinoma,3.053335644618538e-05
ADM,Malignant neoplasm of prostate,3.053335644618538e-05
ADM,Malignant neoplasm of urinary bladder,3.1491435270594376e-05
ADM,Pancreatic Neoplasm,3.192298841377222e-05
ADM,Carcinoma of bladder,3.9650653676454574e-05
ADM,Systemic Inflammatory Response Syndrome,5.248375780672949e-05
ADM,IGA Glomerulonephritis,5.2700686057264086e-05
ADM,Proliferative vitreoretinopathy,5.592330076699809e-05
ADM,Myositis,5.9174130460768686e-05
ADM,Benign Prostatic Hyperplasia,5.945938584340405e-05
ADM,Diabetic Angiopathies,6.882388524696196e-05
ADM,Acute myocardial infarction,7.036498484894257e-05
ADM,Carcinoma Lewis Lung,8.178614148996482e-05
ADM,Pulmonary Hypertension,8.232890503539995e-05
ADM,Congestive heart failure,8.232890503539995e-05
ADM,Other ureteric obstruction,8.257883791168467e-05
ADM,Urinary tract infection,9.023170634543253e-05
ADM,Mucocutaneous Lymph Node Syndrome,9.913294924271568e-05
ADM,Malignant Pleural Mesothelioma,0.0001007621786326551
ADM,Age related macular degeneration,0.00010334647523919963
ADM,Mesothelioma,0.00010582598320524978
ADM,Neurodegenerative Disorders,0.00010914466609698448
ADM,Cardiomegaly,0.00011072370132707822
ADM,Peripheral Vascular Diseases,0.00012202062264879416
ADM,Solid Neoplasm,0.0001322335978675375
ADM,Endometrial Carcinoma,0.0001322335978675375
ADM,Colorectal Carcinoma,0.00016189346720036038
ADM,Diabetes Mellitus Non-Insulin-Dependent,0.00016189346720036038
ADM,Encephalitis St. Louis,0.0001705179359230947
ADM,Metabolic Syndrome X,0.00017808425336754297
ADM,Pain Crushing,0.0001802305430549181
ADM,Pain Migratory,0.0001802305430549181
ADM,Pain Splitting,0.0001802305430549181
ADM,Suffering Physical,0.0001802305430549181
ADM,Ache,0.0001802305430549181
ADM,Radiating pain,0.0001802305430549181
ADM,Pain Burning,0.00021116105905857028
ADM,Neutropenia,0.00021611859123914996
ADM,Kidney Diseases,0.00022336414159326664
ADM,Kidney Failure,0.0002559467947532168
ADM,Heart failure,0.00027820432005572264
ADM,Community acquired pneumonia,0.00028056116385876946
ADM,Precursor B-cell lymphoblastic leukemia,0.0002926994143155384
ADM,Dementia,0.0002983150880926112
ADM,Central neuroblastoma,0.00032113080554701227
ADM,Secondary malignant neoplasm of lymph node,0.000323910443746482
ADM,Colorectal Cancer,0.00038453776693371663
ADM,Skin Neoplasms,0.00041476222368508776
ADM,Neuroblastoma,0.0004601228759628894
ADM,Ischemia,0.00047142552462714113
ADM,Heart Diseases,0.0004814724943641282
ADM,Carcinoma breast stage IV,0.0004814724943641282
ADM,Pre-Eclampsia,0.0004934717082734151
ADM,Septic Shock,0.0007074539367893701
ADM,Toxic Shock Syndrome,0.0011626911115394
ADM,HELLP Syndrome,0.0011626911115394
ADM,Interstitial lung fibrosis,0.00120990141675
ADM,tumor vasculature,0.0013033444225859
ADM,Kidney Neoplasm,0.0014485445504404
ADM,Recurrent urinary tract infection,0.0015133919764529
ADM,Cerebral Palsy,0.0017329922477138
ADM,NONAKA MYOPATHY,0.001881335207053
ADM,Cardiomyopathies,0.0021326108499664
ADM,Renal fibrosis,0.0021970545999258
ADM,Hypoxic-Ischemic Encephalopathy,0.0022378309697704
ADM,Mild cognitive disorder,0.0025876779926919
ADM,Pyemia,0.0027942850562877
ADM,Essential Hypertension,0.0028759971272412
ADM,Glomerulosclerosis (disorder),0.0041157458728674
ADM,Choriocarcinoma,0.0043105477873176
ADM,Hyperlipidemia,0.0043427572763018
ADM,Cardiomyopathy Familial Idiopathic,0.0053570195415722
ADM,Chronic heart failure,0.0060818298848679
ADM,Proliferative diabetic retinopathy,0.0063571439329446
ADM,Bipolar Disorder,0.0066006052483961
ADM,Varicosity,0.0066401895279317
ADM,Cleft palate isolated,0.0070090734514155
ADM,Muscular Dystrophy Duchenne,0.007117388576245
ADM,Renal Insufficiency,0.007861073629675
ADM,Connective Tissue Diseases,0.0080667733705833
ADM,Pyelonephritis,0.0082763563641252
ADM,Arterial Occlusive Diseases,0.0093060572422998
ADM,Schizophrenia,0.0093325514582534
ADM,Bright Disease,1.1417484002988661e-07
ADM,Glomerulonephritis,1.0086418491083646e-05
ADM,Septicemia,0.007221192915733
ADM,Gastric Ulcer,0.007221192915733
ADM,Lattice corneal dystrophy type I ORPHA:98964,0.0002132495254484572
ADM,Reis-Bucklers corneal dystrophy ORPHA:98961,0.0002132495254484572
ADM,Epithelial basement membrane dystrophy ORPHA:98956,0.0002132495254484572
ADM,Thiel-Behnke corneal dystrophy ORPHA:98960,0.0002132495254484572
ADM,Granular corneal dystrophy type I ORPHA:98962,0.0002132495254484572
ADM,Granular corneal dystrophy type II ORPHA:98963,0.0002132495254484572
ADM,Niemann-Pick disease type C adult neurologic onset ORPHA:216986,0.0002132495254484572
ADM,Niemann-Pick disease type C juvenile neurologic onset ORPHA:216981,0.0002132495254484572
ADM,Niemann-Pick disease type C late infantile neurologic onset ORPHA:216978,0.0002132495254484572
ADM,Niemann-Pick disease type C severe early infantile neurologic onset ORPHA:216975,0.0002132495254484572
ADM,Niemann-Pick disease type C severe perinatal form ORPHA:216972,0.0002132495254484572
BDKRB2,Inflammation,2.8114433253573326e-17
BDKRB2,Asthma,1.803641225501291e-12
BDKRB2,Lung diseases,8.179290839744632e-11
BDKRB2,Rheumatoid Arthritis,1.9241179247341838e-10
BDKRB2,Neoplasm Metastasis,5.670785186683756e-09
BDKRB2,Hypertensive disease,1.0368326871660785e-08
BDKRB2,Degenerative polyarthritis,2.1034803123367165e-08
BDKRB2,Inflammatory Bowel Diseases,2.3137704832524547e-08
BDKRB2,Obesity,2.412608431251415e-08
BDKRB2,Diabetes Mellitus,5.8317433871210796e-08
BDKRB2,Diabetes,6.156981490555128e-08
BDKRB2,Alzheimer's Disease,9.273260676030806e-08
BDKRB2,Glioma,1.427432458937347e-07
BDKRB2,Pain,1.6759866477134858e-07
BDKRB2,Myocardial Infarction,2.247163660896597e-07
BDKRB2,Sciatic Neuropathy,4.312772724439924e-07
BDKRB2,Gastric ulcer,4.312772724439924e-07
BDKRB2,Cardiovascular Diseases,4.5433391667148853e-07
BDKRB2,Other specified forms of pleural effusion except tuberculous,1.10068355868735e-06
BDKRB2,Hyperalgesia Secondary,1.9581146391906144e-06
BDKRB2,Allodynia,1.9581146391906144e-06
BDKRB2,Stomach Carcinoma,2.07112526817849e-06
BDKRB2,Hyperalgesia Primary,2.086123696221558e-06
BDKRB2,Idiopathic pulmonary arterial hypertension,2.263727724144348e-06
BDKRB2,Malignant neoplasm of stomach,2.450940162208615e-06
BDKRB2,Tactile Allodynia,2.782805018144785e-06
BDKRB2,Kidney Failure Acute,3.485726441474513e-06
BDKRB2,Stomach Neoplasms,3.878607667297475e-06
BDKRB2,Mechanical Allodynia,1.033366177374635e-05
BDKRB2,Hyperalgesia Thermal,1.0961931275541026e-05
BDKRB2,Diabetic Retinopathy,1.3410647656206684e-05
BDKRB2,Hyperalgesia,1.8507296589967813e-05
BDKRB2,Kidney Failure Chronic,2.0820699372778346e-05
BDKRB2,Hypotension,2.7966054180512005e-05
BDKRB2,Chronic kidney disease stage 5,2.910435331986992e-05
BDKRB2,Pulmonary Hypertension,8.232890503539995e-05
BDKRB2,Malignant Glioma,8.25206825409808e-05
BDKRB2,Unipolar Depression,0.00010334647523919963
BDKRB2,Pancreatitis,0.00012858049944279123
BDKRB2,Adenocarcinoma of lung (disorder),0.00013846515856925812
BDKRB2,Pain Crushing,0.0001802305430549181
BDKRB2,Pain Migratory,0.0001802305430549181
BDKRB2,Pain Splitting,0.0001802305430549181
BDKRB2,Suffering Physical,0.0001802305430549181
BDKRB2,Ache,0.0001802305430549181
BDKRB2,Radiating pain,0.0001802305430549181
BDKRB2,Pain Burning,0.00021116105905857028
BDKRB2,Myocardial Diseases Secondary,0.00022618385822819267
BDKRB2,Cardiomyopathies Primary,0.00026467392475943254
BDKRB2,Major Depressive Disorder,0.0003278023880903879
BDKRB2,Hypertension Portal,0.0004136970830881728
BDKRB2,Pre-Eclampsia,0.0004934717082734151
BDKRB2,Hemorrhage,0.0006445212280958682
BDKRB2,Epilepsy Temporal Lobe,0.0012591553085125
BDKRB2,Osteoarthritis Knee,0.0020282798161214
BDKRB2,Cardiomyopathies,0.0021326108499664
BDKRB2,Thrombosis,0.0025122887786423
BDKRB2,Essential Hypertension,0.0028759971272412
BDKRB2,Bipolar Disorder,0.0066006052483961
BDKRB2,Vascular System Injuries,0.0083709650732796
BDKRB2,Rheumatoid Arthritis,1.241997446075319e-05
BDKRB2,Dermatitis,0.0002385365299919203
BDKRB2,Myocardial Diseases,0.0015169561374293
BDKRB2,Hypertension,0.0048927857621509
BIRC3,Pneumonia,7.980856456624717e-16
BIRC3,Asthma,1.803641225501291e-12
BIRC3,Lymphoma,4.5104266881389206e-12
BIRC3,Multiple Myeloma,2.5279022064249716e-11
BIRC3,Virus Diseases,6.332483647919588e-11
BIRC3,Lung diseases,8.179290839744632e-11
BIRC3,Neutrophilia (disorder),1.1574161017103878e-10
BIRC3,Arteriosclerosis,2.377251819497684e-10
BIRC3,Non-Small Cell Lung Carcinoma,3.762648680673853e-10
BIRC3,Autoimmune Diseases,5.452288254986118e-10
BIRC3,Peritonitis,5.452288254986118e-10
BIRC3,Ovarian Carcinoma,6.870627395110916e-10
BIRC3,Endometriosis,7.868397426275417e-10
BIRC3,cervical cancer,1.1722433847661196e-09
BIRC3,Ulcerative Colitis,1.6767489697325582e-09
BIRC3,Infection,1.794870341379274e-09
BIRC3,Malignant neoplasm of ovary,1.971893171900314e-09
BIRC3,Colitis,1.971893171900314e-09
BIRC3,Malignant tumor of cervix,3.683115069310663e-09
BIRC3,Lung Neoplasms,4.367699208727405e-09
BIRC3,Multiple Sclerosis,4.546836602575699e-09
BIRC3,Neoplasm Metastasis,5.670785186683756e-09
BIRC3,Graves Disease,8.269524813140207e-09
BIRC3,Cervix carcinoma,1.5572986293211266e-08
BIRC3,Infection caused by Helicobacter pylori,1.7931366647560766e-08
BIRC3,Obesity,2.412608431251415e-08
BIRC3,Liver neoplasms,4.3069383556698336e-08
BIRC3,HIV Infections,4.638299267461546e-08
BIRC3,Glioblastoma,5.518991037343798e-08
BIRC3,leukemia,5.784935444423772e-08
BIRC3,Pancreatic carcinoma,6.982287075725826e-08
BIRC3,Alzheimer's Disease,9.273260676030806e-08
BIRC3,Epithelial ovarian cancer,1.479813245926713e-07
BIRC3,Malignant neoplasm of pancreas,1.4925759778299788e-07
BIRC3,Anoxia,2.911052249927245e-07
BIRC3,Diffuse Large B-Cell Lymphoma,3.532371372262103e-07
BIRC3,Malignant neoplasm of lung,6.299208964864026e-07
BIRC3,Leukemia T-Cell,6.805796735296268e-07
BIRC3,Chronic Lymphocytic Leukemia,7.931659047151387e-07
BIRC3,Malignant neoplasm of breast,8.660170029731726e-07
BIRC3,Bladder Neoplasm,9.822463166680949e-07
BIRC3,Anemia Sickle Cell,1.2482007026109775e-06
BIRC3,Liver carcinoma,1.3079916134634371e-06
BIRC3,Colonic Neoplasms,1.4185164995612263e-06
BIRC3,Immunologic Deficiency Syndromes,1.4839502431758565e-06
BIRC3,Carcinogenesis,1.51758575162775e-06
BIRC3,Nasopharyngeal carcinoma,1.5208470671427406e-06
BIRC3,Influenza,2.027389637151193e-06
BIRC3,Carcinoma of lung,2.027389637151193e-06
BIRC3,Stomach Carcinoma,2.07112526817849e-06
BIRC3,B-Cell Lymphomas,2.1624936975752243e-06
BIRC3,Colon Carcinoma,2.205236928124383e-06
BIRC3,Malignant neoplasm of stomach,2.450940162208615e-06
BIRC3,Osteosarcoma of bone,2.560217628497434e-06
BIRC3,melanoma,4.179146475474674e-06
BIRC3,Fever,4.83171753412672e-06
BIRC3,Primary malignant neoplasm of lung,4.839188317483647e-06
BIRC3,Breast Carcinoma,5.381279306135013e-06
BIRC3,Osteosarcoma,6.3131986281381465e-06
BIRC3,Liver Cirrhosis Experimental,7.691726899679507e-06
BIRC3,Small cell carcinoma of lung,1.0755368362337037e-05
BIRC3,MYELODYSPLASTIC SYNDROME,1.279493639647176e-05
BIRC3,Prostate carcinoma,1.527992765491583e-05
BIRC3,Adenocarcinoma,1.5449280661407645e-05
BIRC3,Malignant tumor of colon,1.5498516107485843e-05
BIRC3,Prostatic Neoplasms,2.0820699372778346e-05
BIRC3,Malignant neoplasm of endometrium,2.389985034001877e-05
BIRC3,Uterine Corpus Cancer,2.483118059238325e-05
BIRC3,Squamous cell carcinoma,3.053335644618538e-05
BIRC3,Malignant neoplasm of prostate,3.053335644618538e-05
BIRC3,Malignant neoplasm of urinary bladder,3.1491435270594376e-05
BIRC3,Endometrioma,4.079834649355082e-05
BIRC3,Malignant Pleural Mesothelioma,0.0001007621786326551
BIRC3,Mesothelioma,0.00010582598320524978
BIRC3,Renal Cell Carcinoma,0.0001119048288448298
BIRC3,Endometrial Carcinoma,0.0001322335978675375
BIRC3,Retinoblastoma,0.00015093372108149775
BIRC3,Colorectal Carcinoma,0.00016189346720036038
BIRC3,Myeloid Leukemia Chronic,0.00021049732822064587
BIRC3,Anemia,0.00022254302103317592
BIRC3,Leukemogenesis,0.0002652452950458932
BIRC3,Colorectal Cancer,0.00038453776693371663
BIRC3,Ataxia Telangiectasia,0.0005182771791848276
BIRC3,Adenocarcinoma Of Esophagus,0.0011303542860313
BIRC3,Chronic Neutrophilic Leukemia,0.0011876897533161
BIRC3,Metastatic Neoplasm,0.001746579573497
BIRC3,Trisomy,0.0026287893312444
BIRC3,androgen independent prostate cancer,0.0037263522689301
BIRC3,Fatty Liver,0.0038705790239355
BIRC3,Progressive Neoplastic Disease,0.0040785542386402
BIRC3,Progressive cGVHD,0.0043121462081946
BIRC3,Marginal Zone B-Cell Lymphoma,0.0060818298848679
BIRC3,Steatohepatitis,0.0067588219988478
BIRC3,Malignant lymphoma lymphocytic intermediate differentiation diffuse,0.0094642528600355
BIRC3,Fatty Liver,0.0025464930497429
BIRC3,Multiple Myeloma,0.0072990932027619
BIRC3,Nasopharyngeal carcinoma ORPHA:150,6.10801728836975e-11
BIRC3,Hereditary pediatric Behcet-like disease ORPHA:476102,1.7877420438201673e-08
BIRC3,Autosomal dominant hyper-IgE syndrome ORPHA:2314,2.859667220539484e-06
BIRC3,Chronic lymphoproliferative disorder of natural killer cells ORPHA:512017,2.859667220539484e-06
BIRC3,STAT3-related early-onset multisystem autoimmune disease ORPHA:438159,2.859667220539484e-06
BIRC3,T-cell large granular lymphocyte leukemia ORPHA:86872,2.859667220539484e-06
BIRC3,Autosomal dominant dopa-responsive dystonia ORPHA:98808,3.28973817825433e-05
BIRC3,GTP cyclohydrolase I deficiency ORPHA:2102,3.28973817825433e-05
BIRC3,Herpes simplex virus encephalitis ORPHA:1930,0.00024116799717032887
BIRC3,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial JAK1 deficiency ORPHA:574957,0.0019696624570933
BIRC3,MALT lymphoma ORPHA:52417,0.0022487953361182
C10ORF55,Quebec platelet disorder ORPHA:220436,3.28973817825433e-05
CAMK1G,Amyotrophic Lateral Sclerosis,0.0009325953874753212
CAMK1G,Amyotrophic Lateral Sclerosis With Dementia,0.0043470921917622
CAMK1G,Amyotrophic Lateral Sclerosis Guam Form,0.0059257679306595
CAMK1G,Amyotrophic Lateral Sclerosis With Dementia,0.009505750723671
CCDC39,Bronchiectasis,9.846223464501226e-05
CCDC39,Otitis Media,0.0028187518310092
CCL2,Inflammation,2.8114433253573326e-17
CCL2,Pneumonia,7.980856456624717e-16
CCL2,Reperfusion Injury,4.4398736172867135e-14
CCL2,Asthma,1.803641225501291e-12
CCL2,Psoriasis,3.118210553589307e-12
CCL2,Familial M??ni??re disease,3.861499575207375e-12
CCL2,Lymphoma,4.5104266881389206e-12
CCL2,Multiple Myeloma,2.5279022064249716e-11
CCL2,Virus Diseases,6.332483647919588e-11
CCL2,Dermatitis Atopic,7.448716379948652e-11
CCL2,Lung diseases,8.179290839744632e-11
CCL2,Lobar Pneumonia,8.179290839744632e-11
CCL2,Chronic Obstructive Airway Disease,1.3121548808139071e-10
CCL2,Rheumatoid Arthritis,1.9241179247341838e-10
CCL2,Thyroid associated opthalmopathies,2.377251819497684e-10
CCL2,Arteriosclerosis,2.377251819497684e-10
CCL2,Brain Injuries Focal,2.377251819497684e-10
CCL2,Injuries Acute Brain,2.377251819497684e-10
CCL2,Brain Injuries,2.377251819497684e-10
CCL2,Brain Lacerations,2.377251819497684e-10
CCL2,Pneumonitis,2.813069300429449e-10
CCL2,Non-Small Cell Lung Carcinoma,3.762648680673853e-10
CCL2,Crohn Disease,4.2478505092738466e-10
CCL2,Autoimmune Diseases,5.452288254986118e-10
CCL2,Peritonitis,5.452288254986118e-10
CCL2,Uveitis,6.429879513246633e-10
CCL2,Ovarian Carcinoma,6.870627395110916e-10
CCL2,Sarcoidosis,7.861255581007157e-10
CCL2,Endometriosis,7.868397426275417e-10
CCL2,cervical cancer,1.1722433847661196e-09
CCL2,Cirrhosis,1.4790998733426532e-09
CCL2,MYELOPROLIFERATIVE DISORDER CHRONIC WITH EOSINOPHILIA,1.5734876414130875e-09
CCL2,Ulcerative Colitis,1.6767489697325582e-09
CCL2,Infection,1.794870341379274e-09
CCL2,Malignant neoplasm of ovary,1.971893171900314e-09
CCL2,Colitis,1.971893171900314e-09
CCL2,Pancreatitis Chronic,2.219129913614883e-09
CCL2,Tumor Angiogenesis,3.315537369635636e-09
CCL2,Malignant tumor of cervix,3.683115069310663e-09
CCL2,Dermatitis,3.683115069310663e-09
CCL2,Lung Neoplasms,4.367699208727405e-09
CCL2,Multiple Sclerosis,4.546836602575699e-09
CCL2,Cerebral Ischemia,4.756590990483e-09
CCL2,Neoplasm Metastasis,5.670785186683756e-09
CCL2,Experimental Lung Inflammation,5.670785186683756e-09
CCL2,Inflammatory dermatosis,6.0322241000340585e-09
CCL2,Hodgkin Disease,6.195332209150018e-09
CCL2,Hepatitis C,6.991207850982321e-09
CCL2,Atherosclerosis,7.195555613367576e-09
CCL2,Pulmonary Fibrosis,7.547641288501485e-09
CCL2,Acute pancreatitis,7.713813941246406e-09
CCL2,Leukemia Myelocytic Acute,8.303910954283738e-09
CCL2,Anti-Basement Membrane Glomerulonephritis,8.853567275424139e-09
CCL2,Glomerulonephritis,1.0368326871660785e-08
CCL2,Hypertensive disease,1.0368326871660785e-08
CCL2,Liver Cirrhosis,1.3128768066526236e-08
CCL2,Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,1.452540845894924e-08
CCL2,Vascular Diseases,1.4920329017331753e-08
CCL2,Eczema,1.4920329017331753e-08
CCL2,Cervix carcinoma,1.5572986293211266e-08
CCL2,Arthritis,1.587872453479067e-08
CCL2,Infection caused by Helicobacter pylori,1.7931366647560766e-08
CCL2,Brain Ischemia,1.8815395768840057e-08
CCL2,Cerebrovascular accident,2.0570601164639797e-08
CCL2,Degenerative polyarthritis,2.1034803123367165e-08
CCL2,Respiratory Distress Syndrome Adult,2.261634993097532e-08
CCL2,Allergic Reaction,2.2764946043880388e-08
CCL2,Inflammatory Bowel Diseases,2.3137704832524547e-08
CCL2,Obesity,2.412608431251415e-08
CCL2,Auricular swelling,2.9730190499609582e-08
CCL2,Periodontitis,3.9573009168853264e-08
CCL2,Hyperglycemia,4.0898524252942674e-08
CCL2,Liver neoplasms,4.3069383556698336e-08
CCL2,HIV Infections,4.638299267461546e-08
CCL2,Mammary Neoplasms,4.65353219894153e-08
CCL2,Aortic Aneurysm Abdominal,5.1290058242058653e-08
CCL2,Bright Disease,5.3111708677091025e-08
CCL2,Glioblastoma,5.518991037343798e-08
CCL2,leukemia,5.784935444423772e-08
CCL2,Diabetes Mellitus,5.8317433871210796e-08
CCL2,Juvenile rheumatoid arthritis,5.989093556336469e-08
CCL2,Leishmaniasis Cutaneous,6.016513497232253e-08
CCL2,Diabetes,6.156981490555128e-08
CCL2,Lupus Erythematosus Systemic,6.156981490555128e-08
CCL2,Pancreatic carcinoma,6.982287075725826e-08
CCL2,Coronary Artery Disease,8.598175402882612e-08
CCL2,Coronary heart disease,9.273260676030806e-08
CCL2,Alzheimer's Disease,9.273260676030806e-08
CCL2,Behcet Syndrome,9.393284022832733e-08
CCL2,Dermatitis Allergic Contact,1.0390067657961098e-07
CCL2,Right Middle Cerebral Artery Infarction,1.0390067657961098e-07
CCL2,Embolic Infarction Middle Cerebral Artery,1.0390067657961098e-07
CCL2,Thrombotic Infarction Middle Cerebral Artery,1.0390067657961098e-07
CCL2,Left Middle Cerebral Artery Infarction,1.0390067657961098e-07
CCL2,Middle Cerebral Artery Embolus,1.0390067657961098e-07
CCL2,Middle Cerebral Artery Syndrome,1.0390067657961098e-07
CCL2,Middle Cerebral Artery Thrombosis,1.0390067657961098e-07
CCL2,Malaria,1.0618136021459505e-07
CCL2,Encephalitis,1.3150328464481586e-07
CCL2,Spondylarthropathies,1.427432458937347e-07
CCL2,Glioma,1.427432458937347e-07
CCL2,Epithelial ovarian cancer,1.479813245926713e-07
CCL2,Malignant neoplasm of pancreas,1.4925759778299788e-07
CCL2,Van der Woude syndrome,1.524221047360518e-07
CCL2,Pain,1.6759866477134858e-07
CCL2,Cerebral abscess,1.7232014763277498e-07
CCL2,Acquired Immunodeficiency Syndrome,1.825346178149227e-07
CCL2,Respiratory Syncytial Virus Infections,1.946794431045147e-07
CCL2,Malignant neoplasm of mouth,2.0279723135488897e-07
CCL2,Hamman-Rich syndrome,2.0732395681104218e-07
CCL2,Inflammatory disorder,2.242497138958313e-07
CCL2,Myocardial Infarction,2.247163660896597e-07
CCL2,Infarction Middle Cerebral Artery,2.400988116471548e-07
CCL2,Cerebral Infarction,2.419125491442217e-07
CCL2,Hepatitis C Chronic,2.46778041958494e-07
CCL2,Adult T-Cell Lymphoma/Leukemia,2.46778041958494e-07
CCL2,Brain Abscess,2.700227164716584e-07
CCL2,Anoxia,2.911052249927245e-07
CCL2,Myocardial Ischemia,2.948344121290337e-07
CCL2,Bronchiolitis Obliterans,3.10587283755252e-07
