Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	5/27	1.002232292242744E-6	3.843855614954523E-5	0	0	34.16150137741047	471.88240949012146	DNAJB1;DNAJB4;HSPA6;HSPA1B;HSPA1A
Cellular Response To Organic Cyclic Compound (GO:0071407)	9/152	1.044458329406235E-6	3.891353318702087E-5	0	0	9.696241258741258	133.53675244411372	NR4A3;IL1B;CCL5;CYP1A1;CYP1B1;CCL2;TNF;HSPA1B;HSPA1A
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	13/364	1.3599010476257572E-6	4.925863794733298E-5	0	0	5.827956989247312	78.72461776365004	CSF2;CXCL8;CSF1;CITED2;TICAM1;ETS1;TNF;DKK1;NFKBIA;IL1A;IL1B;HSPA1B;HSPA1A
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660)	6/54	1.8243931417413627E-6	6.429753126569559E-5	0	0	18.907442748091604	249.8479239914547	NR4A3;CCL5;TNFAIP3;TNF;THBS1;CX3CL1
Positive Regulation Of Defense Response (GO:0031349)	8/124	2.2291566581633858E-6	7.649527058539619E-5	0	0	10.557070302058273	137.38852232910844	NFKBIA;IL23A;IL1B;CCL5;NFKBIZ;ETS1;TNF;CX3CL1
'De Novo' Post-Translational Protein Folding (GO:0051084)	5/32	2.4322086466470243E-6	8.132307885199281E-5	0	0	27.828282828282827	359.72816433023917	DNAJB1;DNAJB4;HSPA6;HSPA1B;HSPA1A
Response To Organic Cyclic Compound (GO:0014070)	6/58	2.7956891746733498E-6	9.11394670943512E-5	0	0	17.449500880798592	223.13430433532025	IL1B;CCL5;CYP1A1;CYP1B1;CCL2;TNF
Cellular Heat Acclimation (GO:0070370)	3/5	3.112857910079978E-6	9.664682654153074E-5	0	0	222.32462686567163	2819.0694458683197	HSPA6;HSPA1B;HSPA1A
Heat Acclimation (GO:0010286)	3/5	3.112857910079978E-6	9.664682654153074E-5	0	0	222.32462686567163	2819.0694458683197	HSPA6;HSPA1B;HSPA1A
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	15/525	3.253452414752533E-6	9.866283601947217E-5	0	0	4.665621986499517	58.953837575357696	CSF3;TNFSF14;PLK2;LIF;SCTR;TICAM1;TNF;THBS1;CX3CL1;IL23A;IL1B;CCL5;CCL4;LTB;BIRC3
Antimicrobial Humoral Response (GO:0019730)	7/100	5.714942831324485E-6	1.69370123910162E-4	0	0	11.446650124069478	138.18883959303975	CXCL10;CXCL11;CXCL8;CXCL1;CXCL3;CXCL2;CXCL5
Positive Regulation Of Macrophage Migration (GO:1905523)	4/18	5.984098986695791E-6	1.7340589063669583E-4	0	0	42.64017185821697	512.8079664652752	CSF1;CCL5;THBS1;CX3CL1
Regulation Of Inflammatory Response (GO:0050727)	10/240	6.2150841890173025E-6	1.7618412570605572E-4	0	0	6.721328312221842	80.57885476121946	NFKBIA;IL23A;IL1B;CCL5;NFKBIZ;TNFAIP3;ETS1;TNF;CX3CL1;BIRC3
Positive Regulation Of Inflammatory Response (GO:0050729)	7/104	7.413912024104274E-6	2.0569662296663772E-4	0	0	10.972402854877082	129.60769383262772	NFKBIA;IL23A;IL1B;NFKBIZ;ETS1;TNF;CX3CL1
Positive Regulation Of MAPK Cascade (GO:0043410)	11/310	9.7273840526824E-6	2.642606000978719E-4	0	0	5.712268407920582	65.92280801050072	CCL22;CCL20;IL1B;CCL5;CCL4;LIF;CCL2;TNF;THBS1;CX3CL1;ICAM1
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)	5/43	1.0944395753703431E-5	2.9125494005774027E-4	0	0	19.76176236044657	225.73234767677945	TNFAIP3;CCL2;THBS1;TNF;ICAM1
Negative Regulation Of Cell Population Proliferation (GO:0008285)	12/379	1.1945220309908063E-5	3.115313456824023E-4	0	0	5.099771117166212	57.806820173718954	IL1A;CXCL8;IL1B;IRF1;CYP1B1;TNFAIP3;CXCL1;SOD2;ETS1;THBS1;HSPA1B;HSPA1A
Response To Unfolded Protein (GO:0006986)	5/44	1.2279917527594321E-5	3.1398063639182346E-4	0	0	19.254079254079254	217.7163743622897	DNAJB1;HSPH1;DNAJB4;HSPA6;HSPA1A
Positive Regulation Of Cytokine Production (GO:0001819)	11/320	1.3090930739206858E-5	3.282802631524181E-4	0	0	5.524580058560641	62.116117948443105	IL1A;CSF2;IL23A;IL1B;IRF1;CYP1B1;LTB;TICAM1;TNF;HSPA1B;HSPA1A
Regulation Of Mononuclear Cell Migration (GO:0071675)	4/22	1.4004054579607567E-5	3.445525881473258E-4	0	0	33.1578947368421	370.5780581154342	CSF1;CCL5;THBS1;TNF
Positive Regulation Of Cell-Cell Adhesion (GO:0022409)	5/46	1.5330416901121387E-5	3.702011785011535E-4	0	0	18.3130081300813	203.01199542625278	CITED2;CCL5;IL1B;TNF;CX3CL1
Negative Regulation Of Signal Transduction (GO:0009968)	10/267	1.5744345826844775E-5	3.732841265128289E-4	0	0	6.006924231747297	66.43075079504948	RGS2;CXCL8;IL1B;CCL5;TNFAIP3;CHAC1;TNF;DKK1;THBS1;CX3CL1
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	5/47	1.7061568810931768E-5	3.972908165974112E-4	0	0	17.876082251082252	196.255823543285	NR4A3;CCL5;THBS1;TNF;CX3CL1
Response To Type II Interferon (GO:0034341)	6/80	1.8348823743563427E-5	4.1976958178257384E-4	0	0	12.248194759645141	133.5781394597309	CCL22;CCL20;CCL5;CCL4;CCL2;CX3CL1
Protein Kinase B Signaling (GO:0043491)	4/24	2.0127625633151922E-5	4.5252454871776046E-4	0	0	29.839097744360902	322.6626150767574	CCL5;IL1B;CCL2;TNF
Positive Regulation Of Gene Expression (GO:0010628)	13/480	2.6661598295137643E-5	5.892665114721947E-4	0	0	4.354286109000483	45.86058790578565	CSF2;CXCL8;CSF1;CITED2;TICAM1;ETS1;TNF;DKK1;THBS1;IL1A;IL1B;HSPA1B;HSPA1A
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	8/179	3.29658359553541E-5	7.164575014296958E-4	0	0	7.141574867401061	73.70132977356315	CCL22;CCL20;CCL5;CCL4;CCL2;TNF;CX3CL1;ICAM1
Negative Regulation Of Inclusion Body Assembly (GO:0090084)	3/10	3.6427073387120595E-5	7.66143608012988E-4	0	0	63.505330490405115	649.037069792638	DNAJB1;HSPA1B;HSPA1A
Regulation Of Inclusion Body Assembly (GO:0090083)	3/10	3.6427073387120595E-5	7.66143608012988E-4	0	0	63.505330490405115	649.037069792638	DNAJB1;HSPA1B;HSPA1A
Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531)	5/55	3.703199877714211E-5	7.665035937364018E-4	0	0	15.009848484848485	153.15641407130462	CSF2;IL23A;CCL5;LIF;TNF
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	9/244	4.772660551457234E-5	9.724295873594113E-4	0	0	5.872739361702128	58.43388319450907	CCL22;CCL20;IL1B;CCL5;CCL4;CCL2;TNF;CX3CL1;ICAM1
Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238)	4/31	5.742544164081166E-5	0.0011520427061479754	0	0	22.095238095238095	215.76051081268417	LTB;THBS1;TNF;DEDD2
Positive Regulation Of Protein Metabolic Process (GO:0051247)	8/196	6.268198975663374E-5	0.0012384441612522787	0	0	6.490186376381329	62.80836585755561	NFKBIA;CSF1;IL23A;PLK2;IL1B;TNFAIP3;TNF;THBS1
Positive Regulation Of Vasculature Development (GO:1904018)	6/104	8.101555250207631E-5	0.0015518002697097986	0	0	9.237420158903255	87.02452905335831	IL1A;CXCL8;IL1B;CYP1B1;ETS1;THBS1
Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509)	5/65	8.323961793851152E-5	0.0015518002697097986	0	0	12.50189393939394	117.44013059263345	CSF2;IL23A;CCL5;LIF;TNF
Regulation Of Cell-Matrix Adhesion (GO:0001952)	5/65	8.323961793851152E-5	0.0015518002697097986	0	0	12.50189393939394	117.44013059263345	CSF1;PLAU;THBS1;CX3CL1;GPM6B
Negative Regulation Of Interleukin-6 Production (GO:0032715)	4/34	8.330216171755053E-5	0.0015518002697097986	0	0	19.882706766917295	186.75898159502256	TNFAIP3;FOXJ1;TNF;CX3CL1
Positive Regulation Of Macrophage Chemotaxis (GO:0010759)	3/13	8.55192106061155E-5	0.0015543013936722499	0	0	44.44701492537313	416.32494473832645	CSF1;CCL5;THBS1
Regulation Of Angiogenesis (GO:0045765)	8/205	8.582032235000152E-5	0.0015543013936722499	0	0	6.190847204186833	57.96647931958117	CXCL10;IL1A;CXCL8;IL1B;CYP1B1;TNFAIP3;ETS1;THBS1
Regulation Of Erythrocyte Differentiation (GO:0045646)	4/36	1.0469071482191207E-4	0.001844820163888829	0	0	18.638157894736842	170.80940040584514	MAFB;ETS1;HSPA1B;HSPA1A
Positive Regulation Of Myeloid Cell Differentiation (GO:0045639)	4/36	1.0469071482191207E-4	0.001844820163888829	0	0	18.638157894736842	170.80940040584514	CSF3;ETS1;HSPA1B;HSPA1A
Negative Regulation Of Apoptotic Process (GO:0043066)	12/482	1.2220441909262443E-4	0.002124727499957097	0	0	3.961123404255319	35.6889904473119	NUAK2;CITED2;PLK2;CCL2;SOD2;TNF;DKK1;THBS1;CX3CL1;HSPA1B;BIRC3;HSPA1A
Regulation Of Interleukin-6 Production (GO:0032675)	6/114	1.34658341940333E-4	0.0022810512375506823	0	0	8.377862595419847	74.6699606272732	IL1A;IL1B;TNFAIP3;FOXJ1;TNF;CX3CL1
Negative Regulation Of Protein Processing (GO:0010955)	3/15	1.3469397645046206E-4	0.0022810512375506823	0	0	37.03544776119403	330.07862052661784	PLAU;CHAC1;THBS1
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	4/40	1.5901783726466218E-4	0.0026584520486297373	0	0	16.56390977443609	144.87614040671983	CSF1;IL23A;LIF;TNF
Positive Regulation Of Lymphocyte Migration (GO:2000403)	3/16	1.6494731177894314E-4	0.0027226746146802763	0	0	34.18484500574053	297.7460502013013	CXCL10;CCL20;CCL5
Positive Regulation Of Angiogenesis (GO:0045766)	6/119	1.703914696679832E-4	0.0027773809555881263	0	0	8.005134094440317	69.46384669638184	IL1A;CXCL8;IL1B;CYP1B1;ETS1;THBS1
Regulation Of Osteoclast Differentiation (GO:0045670)	4/42	1.9270449110476626E-4	0.0031023044000075954	0	0	15.690542144835774	134.22243119422268	MAFB;CSF1;IL23A;TNF
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	8/232	2.0118617160344628E-4	0.0031993508264743166	0	0	5.437153931339978	46.277138706437015	PLK2;IL1B;TNFAIP3;LTB;TICAM1;TNF;CX3CL1;BIRC3
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	4/44	2.312534807481682E-4	0.003633187215609775	0	0	14.90451127819549	124.7805107376287	NR4A3;CCL2;ETS1;TNF
Positive Regulation Of Osteoclast Differentiation (GO:0045672)	3/18	2.3795238151637095E-4	0.0036939274463969967	0	0	29.623880597014924	247.16506979433774	CSF1;IL23A;TNF
Regulation Of NIK/NF-kappaB Signaling (GO:1901222)	5/83	2.6516173305157813E-4	0.00406789293999127	0	0	9.608100233100233	79.12434460703557	NFKBIA;TNFSF14;IL23A;IL1B;TNF
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	6/130	2.7539806716351747E-4	0.0041758032509444975	0	0	7.2909381925634085	59.76595653629373	CSF3;CSF2;IL23A;CCL5;LIF;TNF
Regulation Of Granulocyte Chemotaxis (GO:0071622)	3/19	2.8115508108417047E-4	0.0042140945486638885	0	0	27.77098880597015	227.07238234511914	CSF1;CCL5;THBS1
Regulation Of Macrophage Chemotaxis (GO:0010758)	3/20	3.291166829116823E-4	0.004828364238168475	0	0	26.136084284460054	209.58782672203765	CSF1;CCL5;THBS1
Negative Regulation Of Cellular Process (GO:0048523)	12/537	3.2954326472162137E-4	0.004828364238168475	0	0	3.5360914285714284	28.35168414064629	IL1A;CXCL8;IL1B;IRF1;CYP1B1;CXCL1;SOD2;ETS1;THBS1;HSPA1B;RND1;HSPA1A
Macrophage Differentiation (GO:0030225)	3/21	3.820499991241974E-4	0.005535479987310594	0	0	24.682835820895523	194.25290764600277	CSF2;CSF1;LIF
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)	3/22	4.401628995495056E-4	0.006114861602383357	0	0	23.382560879811468	180.70898085784813	RGS2;CXCL8;CCL5
Regulation Of Immature T Cell Proliferation In Thymus (GO:0033084)	2/5	4.595524823877063E-4	0.006114861602383357	0	0	98.07407407407408	753.7245041531471	IL1A;IL1B
Cell Junction Disassembly (GO:0150146)	2/5	4.595524823877063E-4	0.006114861602383357	0	0	98.07407407407408	753.7245041531471	DKK1;CX3CL1
Positive Regulation Of I-kappaB Phosphorylation (GO:1903721)	2/5	4.595524823877063E-4	0.006114861602383357	0	0	98.07407407407408	753.7245041531471	TNF;CX3CL1
Positive Regulation Of Microglial Cell Migration (GO:1904141)	2/5	4.595524823877063E-4	0.006114861602383357	0	0	98.07407407407408	753.7245041531471	CSF1;CX3CL1
Positive Regulation Of Podosome Assembly (GO:0071803)	2/5	4.595524823877063E-4	0.006114861602383357	0	0	98.07407407407408	753.7245041531471	CSF2;TNF
Regulation Of NK T Cell Activation (GO:0051133)	2/5	4.595524823877063E-4	0.006114861602383357	0	0	98.07407407407408	753.7245041531471	HSPH1;IL23A
Regulation Of Calcidiol 1-Monooxygenase Activity (GO:0060558)	2/5	4.595524823877063E-4	0.006114861602383357	0	0	98.07407407407408	753.7245041531471	IL1B;TNF
Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224)	4/53	4.7563609244671834E-4	0.006264944086368896	0	0	12.161423968083474	93.04532187159816	TNFSF14;IL23A;IL1B;TNF
Positive Regulation Of Cell Population Proliferation (GO:0008284)	11/483	5.00825339382498E-4	0.00646909503440992	0	0	3.586578557976863	27.255318374479877	CSF3;CSF2;NR4A3;CSF1;IL1B;CCL5;LIF;TNF;THBS1;CXCL5;CX3CL1
Regulation Of T Cell Migration (GO:2000404)	3/23	5.036583805182618E-4	0.00646909503440992	0	0	22.21231343283582	168.67169729793116	CXCL10;CCL20;CCL5
Positive Regulation Of Leukocyte Chemotaxis (GO:0002690)	4/54	5.109791323191884E-4	0.00646909503440992	0	0	11.917593984962407	90.32561149667781	CXCL10;CSF1;CCL5;THBS1
Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535)	4/54	5.109791323191884E-4	0.00646909503440992	0	0	11.917593984962407	90.32561149667781	STAT5A;ETS1;TNF;THBS1
Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575)	3/24	5.727346328745557E-4	0.007112818678746863	0	0	21.15351812366738	157.9128757288317	IL1A;IL1B;CYP1B1
Negative Regulation Of Cell Junction Assembly (GO:1901889)	3/24	5.727346328745557E-4	0.007112818678746863	0	0	21.15351812366738	157.9128757288317	IL1B;THBS1;TNF
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	6/152	6.333097806779884E-4	0.007781288469474991	0	0	6.185402070479975	45.55270820299445	IL1B;TICAM1;TNF;CX3CL1;HSPA1B;HSPA1A
Positive Regulation Of T Cell Migration (GO:2000406)	3/25	6.475851090030031E-4	0.007781288469474991	0	0	20.190976933514246	148.24740897404638	CXCL10;CCL20;CCL5
Negative Regulation Of Plasminogen Activation (GO:0010757)	2/6	6.862332622619815E-4	0.007781288469474991	0	0	73.55185185185185	535.7732363146357	PLAU;THBS1
Regulation Of Microglial Cell Migration (GO:1904139)	2/6	6.862332622619815E-4	0.007781288469474991	0	0	73.55185185185185	535.7732363146357	CSF1;CX3CL1
Regulation Of Natural Killer Cell Chemotaxis (GO:2000501)	2/6	6.862332622619815E-4	0.007781288469474991	0	0	73.55185185185185	535.7732363146357	CCL5;CCL4
Regulation Of Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070432)	2/6	6.862332622619815E-4	0.007781288469474991	0	0	73.55185185185185	535.7732363146357	HSPA1B;HSPA1A
Positive Regulation Of T-helper 17 Cell Differentiation (GO:2000321)	2/6	6.862332622619815E-4	0.007781288469474991	0	0	73.55185185185185	535.7732363146357	IL23A;NFKBIZ
Positive Regulation Of Activation Of Janus Kinase Activity (GO:0010536)	2/6	6.862332622619815E-4	0.007781288469474991	0	0	73.55185185185185	535.7732363146357	IL23A;CCL5
Regulation Of I-kappaB Phosphorylation (GO:1903719)	2/6	6.862332622619815E-4	0.007781288469474991	0	0	73.55185185185185	535.7732363146357	TNF;CX3CL1
Regulation Of Cell Adhesion Molecule Production (GO:0060353)	2/6	6.862332622619815E-4	0.007781288469474991	0	0	73.55185185185185	535.7732363146357	CXCL8;IL1B
Regulation Of Myeloid Cell Differentiation (GO:0045637)	3/26	7.283985897609024E-4	0.007981779504606865	0	0	19.312134977287474	139.523650532531	L3MBTL1;CSF3;MAFB
Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574)	3/26	7.283985897609024E-4	0.007981779504606865	0	0	19.312134977287474	139.523650532531	IL1A;IL1B;CYP1B1
Regulation Of Vasoconstriction (GO:0019229)	3/26	7.283985897609024E-4	0.007981779504606865	0	0	19.312134977287474	139.523650532531	OXTR;BDKRB2;ADM
Positive Regulation Of Erythrocyte Differentiation (GO:0045648)	3/26	7.283985897609024E-4	0.007981779504606865	0	0	19.312134977287474	139.523650532531	ETS1;HSPA1B;HSPA1A
Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	4/60	7.633140203045729E-4	0.008294679020643025	0	0	10.6374865735768	76.35418781063395	LTB;TNF;THBS1;DEDD2
Positive Regulation Of Interleukin-8 Production (GO:0032757)	4/61	8.125797444511106E-4	0.008757057741853291	0	0	10.450336367233874	74.35724179390164	IL1B;TNF;HSPA1B;HSPA1A
Regulation Of Nitric-Oxide Synthase Activity (GO:0050999)	3/28	9.086467222529108E-4	0.009712092834572096	0	0	17.765373134328357	124.4207533401805	IL1A;IL1B;TNF
Regulation Of Vascular Wound Healing (GO:0061043)	2/7	9.564140984631361E-4	0.009898126860285156	0	0	58.83851851851852	409.06418443158117	TNFAIP3;TNF
Positive Regulation Of Glial Cell Migration (GO:1903977)	2/7	9.564140984631361E-4	0.009898126860285156	0	0	58.83851851851852	409.06418443158117	CSF1;CX3CL1
Positive Regulation Of Microtubule Nucleation (GO:0090063)	2/7	9.564140984631361E-4	0.009898126860285156	0	0	58.83851851851852	409.06418443158117	HSPA1B;HSPA1A
Regulation Of Activation Of Janus Kinase Activity (GO:0010533)	2/7	9.564140984631361E-4	0.009898126860285156	0	0	58.83851851851852	409.06418443158117	IL23A;CCL5
Positive Regulation Of Calcium Ion Transport (GO:0051928)	3/29	0.0010084361637285816	0.010273443417984925	0	0	17.081228473019518	117.84945054468831	CCL5;CCL4;CCL2
