Id,Type
Norovirus Hu/GI.6/Kingston/ACT160D/2010/AU full_polyprotein 1..1788,Pathogen
Familial spontaneous pneumothorax ORPHA:2903,Disease
ME1,Gene
Malignant epithelial tumor of salivary glands ORPHA:276145,Disease
Biliary Atresia,Disease
Reiter Syndrome,Disease
Echovirus E33 VP2,Pathogen
Basal Cell Nevus Syndrome,Disease
Fibrolamellar Hepatocellular Carcinoma,Disease
Machado-Joseph Disease,Disease
Horsepox virus HSPV032 (putative alpha aminitin-sensitive protein provisional),Pathogen
Norovirus Hu/GII-4/CGMH02/2006/TW major viral capsid protein (gene: VP1),Pathogen
SLC4A8,Gene
Horsepox virus HSPV079 (Peptidase_M44),Pathogen
Facial muscle weakness of muscles innervated by CN VII,Disease
SARS coronavirus nsp8-pp1a/pp1ab (gene: orf1ab),Pathogen
Carcinoma of lung,Disease
Severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome ORPHA:488627,Disease
MEDNIK syndrome ORPHA:171851,Disease
Intracranial Neoplasm,Disease
Multiple Lentigines,Disease
Non-seminomatous germ cell tumor of testis ORPHA:363494,Disease
Electroretinogram abnormal,Disease
Norovirus Hu/GII.4/Doonside/NSW536I/2011/AU full_polyprotein 1..1699,Pathogen
Human adenovirus 14 DNA binding protein (gene: E2A),Pathogen
Primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency ORPHA:75391,Disease
Action Myoclonus-Renal Failure Syndrome,Disease
Plexiform Leiomyoma,Disease
Oguchi disease ORPHA:75382,Disease
Coxopodopatellar syndrome ORPHA:1509,Disease
Norovirus Hu/Norwalk/10194/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Condition Preneoplastic,Disease
5q-syndrome,Disease
Myeloid Leukemia,Disease
PBX1,Gene
MITF-related melanoma and renal cell carcinoma predisposition syndrome ORPHA:293822,Disease
RGL1,Gene
Norovirus Hu/Norwalk/10158/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Fatigue,Disease
Underweight,Disease
ABetaL34V amyloidosis ORPHA:324703,Disease
PARKINSON DISEASE 2 AUTOSOMAL RECESSIVE JUVENILE,Disease
MOGS-CDG ORPHA:79330,Disease
Mazabraud syndrome ORPHA:57782,Disease
Hereditary Renal Carcinoma,Disease
Atrophoderma vermiculata ORPHA:79100,Disease
Plaque build-up in arteries,Disease
Autosomal recessive cutis laxa type 1 ORPHA:90349,Disease
Acute encephalopathy with biphasic seizures and late reduced diffusion ORPHA:363549,Disease
Norovirus Hu/GII/Seoul1055/KOR/2010 nonstructural protein,Pathogen
Human adenovirus 68 100 kDa hexon assembly-associated protein (gene: L4),Pathogen
Autosomal dominant distal axonal motor neuropathy-myofibrillar myopathy syndrome ORPHA:476093,Disease
Lung Carcinoma,Disease
Yaba-like disease virus 3L protein (gene: 3L),Pathogen
Recurrent otitis media,Disease
Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) HA1 (gene: HA),Pathogen
Acute myeloid leukemia with NPM1 somatic mutations ORPHA:402026,Disease
Metastatic melanoma,Disease
Enterovirus B73 full_polyprotein 1..2188,Pathogen
Coloboma of iris,Disease
X-linked hypohidrotic ectodermal dysplasia ORPHA:181,Disease
Congenital muscular dystrophy due to LMNA mutation ORPHA:157973,Disease
Horsepox virus HSPV192 (IL-beta-binding protein,Pathogen
Dental caries,Disease
Bone Marrow Diseases,Disease
Human herpesvirus 4 type 2 BHRF1,Pathogen
Coronary Artery Disease,Disease
Infantile uterus,Disease
Papiine alphaherpesvirus 2 serine/threonine protein kinase US3 (gene: US3),Pathogen
Mitochondrial pyruvate carrier deficiency ORPHA:447784,Disease
FASTKD2-related infantile mitochondrial encephalomyopathy ORPHA:166105,Disease
NON RARE IN EUROPE: Psoriatic arthritis ORPHA:40050,Disease
Varicose Ulcer,Disease
Episodic ataxia type 6 ORPHA:209967,Disease
Primary peritoneal carcinoma ORPHA:168829,Disease
Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome ORPHA:85167,Disease
Vomiting,Disease
Hereditary hyperferritinemia-cataract syndrome ORPHA:163,Disease
Human parechovirus 5 full_polyprotein 1..2185,Pathogen
X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome ORPHA:85329,Disease
Simple renal cyst,Disease
Squamous cell carcinoma of the head and neck,Disease
Geroderma osteodysplastica ORPHA:2078,Disease
Syndactyly of the toes,Disease
HER2 gene amplification,Disease
Echovirus 9 strain Hill polyprotein region 2,Pathogen
Progressive familial intrahepatic cholestasis type 3 ORPHA:79305,Disease
Human papillomavirus 136 regulatory protein (gene: E2),Pathogen
Panniculitis,Disease
Human enterovirus 94 3D,Pathogen
Horsepox virus HSPV201a (ankyrin repeats),Pathogen
Extramedullary Hematopoiesis (disorder),Disease
Muscle-eye-brain disease ORPHA:588,Disease
Hepatitis B,Disease
B Acute Lymphoblastic Leukemia with t(9,Disease
Overgrowth-macrocephaly-facial dysmorphism syndrome ORPHA:137634,Disease
Miller-Dieker syndrome ORPHA:531,Disease
Hyperalgesia Primary,Disease
DEPDC1B,Gene
Slow acetylator due to N-acetyltransferase enzyme variant,Disease
Norovirus Hu/Norwalk/10194/2009/VNM protein p48 (gene: POL),Pathogen
Dermatitis Herpetiformis,Disease
NON RARE IN EUROPE: Primary adult open-angle glaucoma ORPHA:353225,Disease
Situs Inversus,Disease
Chromosome 8 trisomy,Disease
Autosomal recessive non-syndromic intellectual disability ORPHA:88616,Disease
Dehydration,Disease
Atrial septal defect ostium secundum type ORPHA:99103,Disease
Peroxisome Biogenesis Disorder Complementation Group C,Disease
Charcot-Marie-Tooth disease type 1C ORPHA:101083,Disease
Underdeveloped brows,Disease
Arachnodactyly,Disease
Polycythemia,Disease
Breast cancer recurrent,Disease
Malignant lymphoma lymphocytic intermediate differentiation diffuse,Disease
Localized dystrophic epidermolysis bullosa pretibial form ORPHA:79410,Disease
Awakening Epilepsy,Disease
Vaccinia virus Hypothetical protein (gene: F1L),Pathogen
Adrenal Gland Diseases,Disease
RFVT3-related riboflavin transporter deficiency ORPHA:572550,Disease
Cardiac Arrest,Disease
Renal coloboma syndrome ORPHA:1475,Disease
Carcinoma Lobular,Disease
Norovirus GII/Hu/TW/2012/GII.Pe_GII.4_Sydney2012/Taipei/108 VP1 (gene: VP1),Pathogen
Upper thoracic spina bifida cystica ORPHA:268770,Disease
Congenital glaucoma ORPHA:98976,Disease
XERODERMA PIGMENTOSUM COMPLEMENTATION GROUP C,Disease
Autoimmune lymphoproliferative syndrome with recurrent viral infections ORPHA:275517,Disease
Cholangitis Sclerosing,Disease
Nervous System Organic Arsenic Poisoning,Disease
Hyperhidrosis disorder,Disease
Lujo mammarenavirus multifunctional matrix-like protein,Pathogen
Arthrogryposis,Disease
Liposarcoma Dedifferentiated,Disease
Human rhinovirus A33 1D,Pathogen
Flexion contracture of toe,Disease
Spinocerebellar ataxia with epilepsy ORPHA:254881,Disease
Human bocavirus WLL-3 NS1 (gene: NS1),Pathogen
Vaccinia virus EEV membrane glycoprotein (gene: B5R),Pathogen
Monkeypox virus Zaire-96-I-16 ankyin-like protein (gene: O1L),Pathogen
Skin toxicity,Disease
Wolman disease ORPHA:75233,Disease
Amenorrhea,Disease
Norovirus Hu/Norwalk/10182/2009/VNM protein p48 (gene: POL),Pathogen
Norovirus Hu/Norwalk/20069/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency ORPHA:70592,Disease
Acromicric dysplasia ORPHA:969,Disease
MYOTONIC DYSTROPHY 1,Disease
Ewing's sarcoma of bone,Disease
Spinal Cord Compression,Disease
Progressive night blindness,Disease
Oculomotor Apraxia,Disease
Bulla of lung,Disease
Reflex Deep Tendon Absent,Disease
Renin-angiotensin-aldosterone system-blocker-induced angioedema ORPHA:100057,Disease
Human papillomavirus type 12 early protein (gene: E2),Pathogen
Autosomal dominant slowed nerve conduction velocity ORPHA:140481,Disease
Tubulinopathy-associated dysgyria ORPHA:467166,Disease
Hyperammonemia,Disease
Pervasive Development Disorder,Disease
Deafness-infertility syndrome ORPHA:94064,Disease
Neuroectodermal melanolysosomal disease ORPHA:33445,Disease
Norovirus Hu/GII.4/CHDC3967/1988/US full_polyprotein 1..1699,Pathogen
Round full face,Disease
Facial dysmorphism-immunodeficiency-livedo-short stature syndrome ORPHA:352712,Disease
Dermatomyositis,Disease
Human rhinovirus A12 full_polyprotein 1..2155,Pathogen
Preauricular skin tag,Disease
Microcephaly-short stature-limb abnormalities syndrome ORPHA:572773,Disease
Non-Syndromic Intellectual Disability,Disease
hypopigmented skin patch,Disease
Charcot-Marie-Tooth disease type 4B1 ORPHA:99955,Disease
Aortic Diseases,Disease
Myoepithelioma,Disease
Horsepox virus HSPV033b (Ankyrin repeats),Pathogen
Kidney Failure Acute,Disease
Phobic anxiety disorder,Disease
Pancreatic hypoplasia-diabetes-congenital heart disease syndrome ORPHA:2255,Disease
Recurrent respiratory infections,Disease
Pyruvate dehydrogenase phosphatase deficiency ORPHA:79246,Disease
Woolly hair nevus ORPHA:79414,Disease
Human rhinovirus B5 1B,Pathogen
Pallister-Hall syndrome ORPHA:672,Disease
Human papillomavirus 125 putative E2 protein (gene: E2),Pathogen
Cervix Intraepithelial Neoplasia Grade 3 AJCC v7,Disease
Multiple Endocrine Neoplasia Type 1,Disease
Autosomal recessive spastic paraplegia type 26 ORPHA:101006,Disease
Human papillomavirus 155 E2,Pathogen
Niemann-Pick disease type C late infantile neurologic onset ORPHA:216978,Disease
Neuromuscular Diseases,Disease
Human rhinovirus A57 1D,Pathogen
Idiopathic achalasia ORPHA:930,Disease
Vaccinia virus Ankara Serine/threonine-protein kinase 2,Pathogen
Intellectual disability-expressive aphasia-facial dysmorphism syndrome ORPHA:436151,Disease
Vaccinia virus Ankara IMV chondroitin-binding membrane protein,Pathogen
Psoriatic Arthritis,Disease
Human alphaherpesvirus 1 envelope glycoprotein I (gene: US7),Pathogen
Cleft Palate And Bilateral Cleft Lip,Disease
Precocious Puberty,Disease
Neonatal severe primary hyperparathyroidism ORPHA:417,Disease
Squamous cell carcinoma of skin,Disease
Obesity due to prohormone convertase I deficiency ORPHA:71528,Disease
Venezuelan equine encephalitis virus RNA-directed RNA polymerase nsP4 (gene: NS),Pathogen
Severe early-childhood-onset retinal dystrophy ORPHA:364055,Disease
Spina Bifida,Disease
Myopathy,Disease
CDKL5-related epileptic encephalopathy ORPHA:505652,Disease
Allan-Herndon-Dudley syndrome ORPHA:59,Disease
19p13.3 microduplication syndrome ORPHA:447980,Disease
Human adenovirus D37 14.0 kDa (gene: E4),Pathogen
Peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome ORPHA:444138,Disease
Cervical Intraepithelial Neoplasia,Disease
Malignant neoplasm of skin,Disease
Human rhinovirus A13 1D,Pathogen
Restenosis,Disease
Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome ORPHA:65288,Disease
Attention deficit hyperactivity disorder,Disease
Saccharopinuria ORPHA:3124,Disease
Liver Fibrosis,Disease
Mucolipidosis Type IV,Disease
Carcinoma Spindle-Cell,Disease
Tubular aggregate myopathy ORPHA:2593,Disease
Agnosia for Pain,Disease
Neonatal Abstinence Syndrome,Disease
Transient Ischemic Attack,Disease
Herpes simplex virus encephalitis ORPHA:1930,Disease
Type II Mucolipidosis,Disease
Chronic Persistent Hepatitis,Disease
Human alphaherpesvirus 2 serine/threonine protein kinase US3 (gene: US3),Pathogen
Coarse hair,Disease
Chromosome Aberrations,Disease
Gastric Adenocarcinoma,Disease
Melanotic medulloblastoma,Disease
Microform Holoprosencephaly,Disease
Adducted thumb,Disease
T-B+ severe combined immunodeficiency due to gamma chain deficiency ORPHA:276,Disease
Norovirus Hu/Norwalk/20122/2009/VNM protein p48 (gene: POL),Pathogen
ALG8-CDG ORPHA:79325,Disease
Human mastadenovirus A IVa2,Pathogen
Ataxia-hypogonadism-choroidal dystrophy syndrome ORPHA:1180,Disease
Ascending aortic dissection,Disease
Ocular albinism with congenital sensorineural deafness ORPHA:352740,Disease
Pituitary gigantism ORPHA:99725,Disease
Paroxysmal Atrial Fibrillation,Disease
Human rhinovirus A1 1D,Pathogen
Thin dental enamel,Disease
Human betacoronavirus 2c England-Qatar/2012 S protein,Pathogen
Congenital Pectus Excavatum,Disease
Atypical scarring of skin,Disease
Disorders of Sex Development,Disease
Norovirus Hu/GII.4/Ohio/684/USA VP1,Pathogen
Norovirus Hu/GII.4/Randwick/NSW882J/2011/AU full_polyprotein 1..1699,Pathogen
Abnormal behavior,Disease
Macacine alphaherpesvirus 1 DNA replication origin-binding helicase (gene: UL9),Pathogen
Human adenovirus 11a IVa2,Pathogen
Upper Aerodigestive Tract Neoplasms,Disease
Infertility,Disease
Thymoma,Disease
Brittle cornea syndrome ORPHA:90354,Disease
Human alphaherpesvirus 1 helicase-primase helicase subunit (gene: UL5),Pathogen
Non-small cell lung cancer metastatic,Disease
Duodenal Atresia,Disease
Paraparesis Spastic,Disease
Deafness-enamel hypoplasia-nail defects syndrome ORPHA:3220,Disease
Mesothelioma,Disease
Adrenal Cortical Adenoma,Disease
Distal arthrogryposis type 5D ORPHA:329457,Disease
Nerve Degeneration,Disease
Short middle phalanx of finger,Disease
Congenital Kyphoscoliosis,Disease
Infantile Krabbe disease ORPHA:206436,Disease
Junctional Epidermolysis Bullosa,Disease
CLN11 disease ORPHA:314629,Disease
Thyroid carcinoma,Disease
Associated Pulmonary Arterial Hypertension,Disease
Infantile epileptic-dyskinetic encephalopathy ORPHA:364063,Disease
Acanthosis Nigricans,Disease
Drug Resistant Epilepsy,Disease
Marden-Walker syndrome ORPHA:2461,Disease
Vaccinia virus Ankara serine proteinase inhibitor / SPI-2 f2,Pathogen
Idiopathic aplastic anemia ORPHA:88,Disease
Norovirus Hu/GII.g-GII.12/Wahroonga/NSW004P/2009/AU full_polyprotein 1..1701,Pathogen
Generalized hypotonia,Disease
Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency ORPHA:404499,Disease
Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency ORPHA:453521,Disease
Osteopetrosis with renal tubular acidosis ORPHA:2785,Disease
LIPE-related familial partial lipodystrophy ORPHA:435660,Disease
X-linked recessive ocular albinism ORPHA:54,Disease
Monkeypox virus dUTPase,Pathogen
ACys amyloidosis ORPHA:100008,Disease
Squamous cell carcinoma of the larynx ORPHA:494550,Disease
Congenital Disorders of Glycosylation,Disease
Ichthyoses,Disease
Apert syndrome,Disease
Short philtrum,Disease
Cerebral Hemorrhage,Disease
Malignant Glioma,Disease
Psychomotor regression beginning in infancy,Disease
Ewings sarcoma-primitive neuroectodermal tumor (PNET),Disease
Hydrocephalus,Disease
Arsenic Encephalopathy,Disease
RIN2 syndrome ORPHA:217335,Disease
Gordon syndrome ORPHA:376,Disease
NON RARE IN EUROPE: Autosomal dominant ichthyosis vulgaris ORPHA:462,Disease
Jaw Keratocyst,Disease
Nasopharyngeal Neoplasms,Disease
Spinocerebellar ataxia type 1 ORPHA:98755,Disease
Vaccinia virus Ankara 3 beta-hydroxysteroid dehydrogenase,Pathogen
Lung Diseases Interstitial,Disease
Monkeypox virus complement control protein,Pathogen
X-linked cerebral adrenoleukodystrophy ORPHA:139396,Disease
Autosomal recessive generalized dystrophic epidermolysis bullosa severe form ORPHA:79408,Disease
Enlargement of skull bones,Disease
Cocaine Dependence,Disease
S100A14,Gene
Small Lymphocytic Lymphoma,Disease
Parietal foramina with clavicular hypoplasia ORPHA:251290,Disease
Progeroid and marfanoid aspect-lipodystrophy syndrome ORPHA:300382,Disease
Necrotizing Enterocolitis,Disease
Influenza A virus (A/New York/602/1996(H3N2)) hemagglutinin (gene: HA),Pathogen
Alveolar rhabdomyosarcoma,Disease
Milroy disease ORPHA:79452,Disease
Childhood-onset benign chorea with striatal involvement ORPHA:494541,Disease
Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome ORPHA:85112,Disease
hiv-infection/aids,Disease
Norovirus Hu/GII-4/CGMH01/2006/TW full_polyprotein 1..1699,Pathogen
Spinocerebellar Ataxia Type 7,Disease
Leukocyte adhesion deficiency type II ORPHA:99843,Disease
Norovirus Hu/GII-4/CGMH18/2008/TW full_polyprotein 1..1699,Pathogen
Cardiomyopathy Dilated,Disease
Tumor Expansion,Disease
Familial benign flecked retina ORPHA:363989,Disease
Neurodevelopmental regression,Disease
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A ORPHA:308386,Disease
Generalized Absence Seizures,Disease
Autosomal dominant non-syndromic intellectual disability ORPHA:178469,Disease
Cardiac Carcinoma,Disease
Delayed Sleep Phase Syndrome,Disease
Limitation of joint mobility,Disease
Human adenovirus 54 44.5 kDa protein,Pathogen
Atrophy Of Corpus Callosum,Disease
Human coronavirus NL63 full_polyprotein 1..6729,Pathogen
Erythrocyte galactose epimerase deficiency ORPHA:308473,Disease
Human rhinovirus A8 1D,Pathogen
Pelizaeus-Merzbacher disease in female carriers ORPHA:280229,Disease
Lethal Congenital Contracture Syndrome,Disease
Enterovirus Infections,Disease
Cerebral Arteriovenous Malformation,Disease
Pleural Effusion,Disease
Vitamin B12-unresponsive methylmalonic acidemia type mut0 ORPHA:289916,Disease
Systemic candidiasis,Disease
Monoclonal Gammopathy of Undetermined Significance,Disease
Congenital hereditary endothelial dystrophy type I ORPHA:98975,Disease
early pregnancy,Disease
Alkaline ceramidase 3 deficiency ORPHA:502444,Disease
Congenital anomaly of testis,Disease
Female infertility due to zona pellucida defect ORPHA:404466,Disease
Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome ORPHA:69088,Disease
Autosomal recessive generalized epidermolysis bullosa simplex ORPHA:89838,Disease
Metabolic Diseases,Disease
Papiine alphaherpesvirus 2 large tegument protein (gene: UL36),Pathogen
Metopic Synostosis,Disease
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,Disease
Herlitz Disease,Disease
Multiple epiphyseal dysplasia Al-Gazali type ORPHA:166024,Disease
Syndactyly,Disease
Hereditary arterial and articular multiple calcification syndrome ORPHA:289601,Disease
von Willebrand Disease Type 1,Disease
Chronic kidney disease stage 5,Disease
Congenital non-communicating hydrocephalus ORPHA:269510,Disease
Disorder Of Eye,Disease
Burkitt`s Lymphoma,Disease
Monkeypox virus Zaire-96-I-16 D17L (gene: D17L),Pathogen
Feingold syndrome type 1 ORPHA:391641,Disease
Drug-Induced Acute Liver Injury,Disease
Reduced fetal movement,Disease
Preauricular Fistulae Congenital,Disease
Human papillomavirus 171 E2,Pathogen
Focal facial dermal dysplasia type IV ORPHA:398189,Disease
Precursor B-cell lymphoblastic leukemia,Disease
Vaccinia virus chemokine binding protein (gene: C23L),Pathogen
Retrusion of upper jaw bones,Disease
Heart-hand syndrome Slovenian type ORPHA:168796,Disease
Amish lethal microcephaly ORPHA:99742,Disease
Genomic Instability,Disease
Nystagmus,Disease
Lepidic Predominant Adenocarcinoma,Disease
Intrahepatic Cholangiocarcinoma,Disease
ABCB1,Gene
Multiple Sulfatase Deficiency Disease,Disease
Brain-lung-thyroid syndrome ORPHA:209905,Disease
Human betaherpesvirus 5 membrane glycoprotein UL16 (gene: UL16),Pathogen
MIR100HG,Gene
Progressive familial intrahepatic cholestasis type 4 ORPHA:480483,Disease
Wide skull shape,Disease
Intracranial Aneurysm,Disease
Autosomal recessive brachyolmia ORPHA:448242,Disease
Norovirus Hu/Norwalk/10173/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Psoriasis vulgaris,Disease
Autosomal dominant hyper-IgE syndrome ORPHA:2314,Disease
Griscelli syndrome type 1 ORPHA:79476,Disease
Kinky hair texture,Disease
Dyskeratosis Congenita,Disease
Bicuspid Aortic Valve,Disease
Low grade glioma,Disease
Human alphaherpesvirus 1 tegument serine/threonine protein kinase (gene: UL13),Pathogen
Spontaneous hematomas,Disease
Focal epilepsy-intellectual disability-cerebro-cerebellar malformation ORPHA:352587,Disease
Combined immunodeficiency due to TFRC deficiency ORPHA:476113,Disease
difficile (disorder),Disease
Narcolepsy,Disease
Restrictive dermopathy ORPHA:1662,Disease
Human papillomavirus 3 envelope protein (gene: E2),Pathogen
Erosive esophagitis,Disease
Acrocallosal syndrome ORPHA:36,Disease
Hypoplastic Hippocampus,Disease
Dysplasia of tooth enamel,Disease
Pelizaeus-Merzbacher disease connatal form ORPHA:280210,Disease
Malignant neoplasm of liver,Disease
NON RARE IN EUROPE: Lactase non-persistence in adulthood ORPHA:319681,Disease
Congenital fibrosis of extraocular muscles ORPHA:45358,Disease
Barrett Esophagus,Disease
NON RARE IN EUROPE: Alzheimer disease ORPHA:238616,Disease
Distal hereditary motor neuropathy type 2 ORPHA:139525,Disease
Polycythemia vera ORPHA:729,Disease
Hairy Cell Leukemia,Disease
Marshall-Smith syndrome ORPHA:561,Disease
Retinal Coloboma,Disease
Menkes Kinky Hair Syndrome,Disease
Hypomyelination with atrophy of basal ganglia and cerebellum ORPHA:139441,Disease
Echovirus E2 VP2,Pathogen
Heroin Dependence,Disease
Osteochondrodysplasias,Disease
Distal myopathy Tateyama type ORPHA:488650,Disease
Acromesomelic dysplasia Hunter-Thompson type ORPHA:968,Disease
Autosomal dominant keratitis ORPHA:2334,Disease
Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement ORPHA:2196,Disease
MASA syndrome ORPHA:2466,Disease
Influenza A virus (A/New York/602/1996(H3N2)) matrix protein 1 (gene: M1),Pathogen
Epidermolysis bullosa simplex with mottled pigmentation ORPHA:79397,Disease
Marfan syndrome type 2 ORPHA:284973,Disease
Norovirus Hu/Norwalk/10199/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Aminoaciduria,Disease
stage endometrial cancer,Disease
Hemorrhagic Fever with Renal Syndrome,Disease
Red Blood Cell Count measurement,Disease
Teratoma,Disease
Dermatologic disorders,Disease
Yaba-like disease virus 77R protein (gene: 77R),Pathogen
Norovirus Hu/GII-4/CGMH18/2008/TW major viral capsid protein (gene: VP1),Pathogen
Hydatidiform Mole,Disease
Sweating,Disease
Superficial ulcer,Disease
PDGFB,Gene
Keutel syndrome ORPHA:85202,Disease
Familial GPIHBP1 deficiency ORPHA:535458,Disease
DOSAGE-SENSITIVE SEX REVERSAL,Disease
Echovirus E12 polyprotein region 4,Pathogen
Chronic pain,Disease
Plasmacytosis,Disease
Glucose-galactose malabsorption ORPHA:35710,Disease
Infection caused by Helicobacter pylori,Disease
Colobomatous macrophthalmia-microcornea syndrome ORPHA:468672,Disease
Acute anterior uveitis,Disease
Pre-Eclampsia,Disease
Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome ORPHA:447997,Disease
Infectious Mononucleosis,Disease
Echovirus E2 3D,Pathogen
Human herpesvirus 4 type 2 EBNA-2,Pathogen
Isolated oxycephaly ORPHA:63440,Disease
Oculocerebrorenal Syndrome,Disease
AGel amyloidosis ORPHA:85448,Disease
Cowpox virus VHR1 or CPXV025 protein (gene: VHR1),Pathogen
Stenosis of external auditory canal,Disease
Dyspnea on exertion,Disease
Neck Neoplasms,Disease
Squamous cell carcinoma of the nasal cavity and paranasal sinuses ORPHA:500464,Disease
Yaba monkey tumor virus putative transmembrane protein,Pathogen
Malignant epithelioma,Disease
Thick skin,Disease
Erythrocytosis,Disease
Alcoholic Steatohepatitis,Disease
Human adenovirus 23 CR1 b protein (gene: E3),Pathogen
Combined immunodeficiency due to CD70 deficiency ORPHA:538958,Disease
Sleep Disorders,Disease
Echovirus E14 VP2,Pathogen
Titi monkey adenovirus ECC-2011 100K,Pathogen
Echovirus E24 3D,Pathogen
Ciliopathies,Disease
Limited Systemic Sclerosis,Disease
Posteriorly Rotated Ear,Disease
Rieger anomaly ORPHA:91483,Disease
Laryngospasm,Disease
Respiratory distress,Disease
Research-Related Injuries,Disease
Skin blisters,Disease
stage ovarian epithelial cancer,Disease
Aggressive periodontitis generalized,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2L ORPHA:99945,Disease
Epilepsy Rolandic,Disease
Semilobar holoprosencephaly ORPHA:220386,Disease
