Interactor A Genes,Interactor B Genes,Combined Score,Taxid interactor A,Taxid interactor B,Genes,Log2FoldChange,FoldChange,Regulation
CXCL1,CSF2,0.931,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
CSF2,IL1A,0.997,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
CCL2,CSF2,0.931,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
CSF1,CSF2,0.964,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
CSF2,IL1B,0.998,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
TNF,CSF2,0.97,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
CX3CL1,CSF2,0.953,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
CSF3,CSF2,0.999,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
CXCL10,CSF2,0.911,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
STAT5A,CSF2,0.937,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
IL1B,CSF2,0.998,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
CCL4,CSF2,0.924,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
CXCL8,CSF2,0.972,Homo sapiens,Homo sapiens,CSF2,5.02517728476931,32.5633514305733,UpRegulated
CSF2,CSF3,0.999,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CCL4,CSF3,0.909,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,CSF2,0.999,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,IL1B,0.996,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CCL5,CSF3,0.934,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,CX3CL1,0.942,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,CCL4,0.909,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,CCL2,0.93,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,CSF1,0.933,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,CCL5,0.934,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,TNF,0.949,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,CXCL1,0.966,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,CXCL8,0.971,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,IL1A,0.991,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF1,CSF3,0.933,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
IL1B,CSF3,0.996,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CXCL8,CSF3,0.971,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CSF3,CXCL10,0.908,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
IL1A,CSF3,0.991,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CCL2,CSF3,0.93,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CX3CL1,CSF3,0.942,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CXCL10,CSF3,0.908,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
TNF,CSF3,0.949,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CXCL1,CSF3,0.966,Homo sapiens,Homo sapiens,CSF3,4.95007750589376,30.9116231458627,UpRegulated
CXCL2,CXCL8,0.982,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL5,CXCL8,0.951,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CCL4,CXCL8,0.988,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL10,CXCL8,0.975,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CSF2,CXCL8,0.972,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CXCL10,0.975,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CCL22,0.901,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL11,CXCL8,0.946,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CSF3,0.971,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CCL2,0.999,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,IL1A,0.974,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,IL1B,0.994,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,ICAM1,0.943,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
TNF,CXCL8,0.983,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CXCL5,0.951,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CSF2,0.972,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CSF3,CXCL8,0.971,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CCL20,0.941,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CCL4,0.988,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
IL1A,CXCL8,0.974,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL1,CXCL8,0.957,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CCL22,CXCL8,0.901,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
ICAM1,CXCL8,0.943,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CCL20,CXCL8,0.941,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CCL2,CXCL8,0.999,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CCL5,CXCL8,0.98,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,TNF,0.983,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CXCL2,0.982,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CCL5,0.98,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CXCL1,0.957,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CXCL8,CXCL11,0.946,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
IL1B,CXCL8,0.994,Homo sapiens,Homo sapiens,CXCL8,4.64622612263692,25.041101556812,UpRegulated
CCL22,CXCL10,0.959,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CXCL1,0.992,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CXCL8,0.975,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CCL5,0.999,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CXCL11,0.999,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
IL1B,CXCL10,0.962,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL2,CXCL10,0.965,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL1,CXCL10,0.992,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CCL4,CXCL10,0.959,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
IL1A,CXCL10,0.958,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL3,CXCL10,0.971,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CCL5,CXCL10,0.999,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL5,CXCL10,0.974,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CX3CL1,CXCL10,0.948,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL8,CXCL10,0.975,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CCL20,CXCL10,0.936,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CXCL2,0.965,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,TNF,0.966,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL11,CXCL10,0.999,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CCL4,0.959,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CCL2,0.965,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CCL20,0.936,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CCL2,CXCL10,0.965,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CSF2,CXCL10,0.911,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
TNF,CXCL10,0.966,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CX3CL1,0.948,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CSF3,0.908,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CCL22,0.959,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CSF3,CXCL10,0.908,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CSF2,0.911,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,IL1A,0.958,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CXCL5,0.974,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,IL1B,0.962,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL10,CXCL3,0.971,Homo sapiens,Homo sapiens,CXCL10,4.34026401095065,20.2558119464878,UpRegulated
CXCL1,CCL5,0.958,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL22,CCL5,0.926,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CXCL11,CCL5,0.999,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CX3CL1,0.971,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CCL22,0.926,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CSF3,0.934,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CCL2,0.999,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,IL1A,0.9,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,IL1B,0.938,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CXCL2,0.999,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,TNF,0.96,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CCL4,0.953,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
IL1B,CCL5,0.938,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CSF2,0.922,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL4,CCL5,0.953,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
IL1A,CCL5,0.9,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CXCL10,0.999,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CXCL8,0.98,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CXCL11,0.999,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CCL20,0.999,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CXCL1,0.958,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL5,CXCL5,0.924,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL2,CCL5,0.999,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CSF2,CCL5,0.922,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CXCL8,CCL5,0.98,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
TNF,CCL5,0.96,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CXCL2,CCL5,0.999,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CXCL5,CCL5,0.924,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CXCL10,CCL5,0.999,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CX3CL1,CCL5,0.971,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CCL20,CCL5,0.999,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CSF3,CCL5,0.934,Homo sapiens,Homo sapiens,CCL5,4.16399225097242,17.9261311417147,UpRegulated
CXCL8,TNF,0.983,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,TNFAIP3,0.999,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,ICAM1,0.944,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,BIRC3,0.964,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
CCL2,TNF,0.978,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
ICAM1,TNF,0.944,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,IL1B,0.998,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,IL1A,0.994,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
CCL4,TNF,0.967,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,CCL2,0.978,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,CSF3,0.949,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,NFKBIA,0.967,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
CXCL2,TNF,0.928,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,CXCL1,0.955,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
CXCL10,TNF,0.966,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,CSF2,0.97,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,CXCL2,0.928,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,CD83,0.923,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,CCL5,0.96,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,CCL4,0.967,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,CXCL10,0.966,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,CXCL8,0.983,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
BIRC3,TNF,0.964,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNF,CCL20,0.931,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
TNFAIP3,TNF,0.999,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
CCL20,TNF,0.931,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
CCL5,TNF,0.96,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
IL1A,TNF,0.994,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
CD83,TNF,0.923,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
CXCL1,TNF,0.955,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
CSF2,TNF,0.97,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
CSF3,TNF,0.949,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
NFKBIA,TNF,0.967,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
IL1B,TNF,0.998,Homo sapiens,Homo sapiens,TNF,3.88465045591814,14.7705378510313,UpRegulated
CCL4,CX3CL1,0.904,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CSF2,CX3CL1,0.953,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CSF3,CX3CL1,0.942,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CX3CL1,CCL5,0.971,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CX3CL1,CSF2,0.953,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CX3CL1,CXCL10,0.948,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CX3CL1,CSF3,0.942,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CX3CL1,CXCL1,0.939,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CX3CL1,CCL20,0.92,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CX3CL1,CCL4,0.904,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CXCL10,CX3CL1,0.948,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CXCL1,CX3CL1,0.939,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CCL5,CX3CL1,0.971,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CCL20,CX3CL1,0.92,Homo sapiens,Homo sapiens,CX3CL1,3.03074080887836,8.17229231543399,UpRegulated
CCL5,CXCL2,0.999,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,CXCL3,0.995,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,IL1B,0.968,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,IL1A,0.943,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CCL20,CXCL2,0.951,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL1,CXCL2,0.996,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL11,CXCL2,0.999,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
TNF,CXCL2,0.928,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
IL1B,CXCL2,0.968,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CCL2,CXCL2,0.929,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,CXCL5,0.998,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL10,CXCL2,0.965,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,CXCL10,0.965,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
CXCL2,CXCL1,0.996,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
IL1A,CXCL2,0.943,Homo sapiens,Homo sapiens,CXCL2,3.01027327604049,8.05717044930861,UpRegulated
