Source,Target,Pvalue_Adjusted
AGPAT2,Multiple endocrine neoplasia type 1 ORPHA:652,0.0473879273649914
APC2,Otospondylomegaepiphyseal dysplasia ORPHA:1427,0.0144185025972157
APC2,PRKAR1B-related neurodegenerative dementia with intermediate filaments ORPHA:412066,0.0155394890951578
APC2,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor alpha ORPHA:566231,0.0155394890951578
APC2,Spinocerebellar ataxia type 21 ORPHA:98773,0.0155394890951578
APC2,1p36 deletion syndrome ORPHA:1606,0.0184072076199886
ARID5A,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
ARID5A,Predisposition to severe viral infection due to IRF7 deficiency ORPHA:574918,0.0155394890951578
ARID5A,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations ORPHA:247691,0.0155394890951578
ARID5A,Susceptibility to infection due to TYK2 deficiency ORPHA:331226,0.0155394890951578
ARID5A,Familial isolated pituitary adenoma ORPHA:314777,0.0414176838632111
ATG16L2,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
ATG16L2,Susceptibility to infection due to TYK2 deficiency ORPHA:331226,0.0155394890951578
ATG16L2,VPS11-related autosomal recessive hypomyelinating leukodystrophy ORPHA:466934,0.0155394890951578
ATG16L2,Adult-onset dystonia-parkinsonism ORPHA:199351,0.0414176838632111
ATG16L2,Barth syndrome ORPHA:111,0.0414176838632111
ATG16L2,Infantile neuroaxonal dystrophy ORPHA:35069,0.0414176838632111
ATG16L2,Megaconial congenital muscular dystrophy ORPHA:280671,0.0414176838632111
ATG16L2,Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome ORPHA:500533,0.0414176838632111
ATG16L2,Proximal myopathy with focal depletion of mitochondria ORPHA:521305,0.0414176838632111
ATG16L2,Intermediate osteopetrosis ORPHA:210110,0.0414176838632111
ATP6V0D1,VPS11-related autosomal recessive hypomyelinating leukodystrophy ORPHA:466934,0.0155394890951578
B3GALT4,Predisposition to severe viral infection due to IRF7 deficiency ORPHA:574918,0.0155394890951578
B3GALT4,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations ORPHA:247691,0.0155394890951578
BAIAP2,Antley-Bixler syndrome ORPHA:83,0.0414176838632111
BRSK2,Paroxysmal exertion-induced dyskinesia ORPHA:98811,0.0155394890951578
BRSK2,Oculocutaneous albinism type 2 ORPHA:79432,0.0414176838632111
BRSK2,Autosomal recessive spondylocostal dysostosis ORPHA:2311,0.0473879273649914
C11ORF52,Antley-Bixler syndrome ORPHA:83,0.0414176838632111
C2CD2L,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
C2CD2L,VPS11-related autosomal recessive hypomyelinating leukodystrophy ORPHA:466934,0.0155394890951578
CAMK2N2,PRKAR1B-related neurodegenerative dementia with intermediate filaments ORPHA:412066,0.0155394890951578
CAMK2N2,Spinocerebellar ataxia type 21 ORPHA:98773,0.0155394890951578
CAMK2N2,Paroxysmal exertion-induced dyskinesia ORPHA:98811,0.0155394890951578
CAMK2N2,Autosomal recessive spondylocostal dysostosis ORPHA:2311,0.0473879273649914
CCNA2,Multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome ORPHA:500135,0.0144185025972157
CCNA2,Mosaic variegated aneuploidy syndrome ORPHA:1052,0.0149557947723539
CCNA2,21q22.11q22.12 microdeletion syndrome ORPHA:261323,0.0155394890951578
CCNA2,Adult-onset autosomal dominant leukodystrophy ORPHA:99027,0.0155394890951578
CCNA2,Classic glucose transporter type 1 deficiency syndrome ORPHA:71277,0.0155394890951578
CCNA2,Congenital dyserythropoietic anemia type III ORPHA:98870,0.0155394890951578
CCNA2,Constitutional megaloblastic anemia with severe neurologic disease ORPHA:319651,0.0155394890951578
CCNA2,Filippi syndrome ORPHA:3255,0.0155394890951578
CCNA2,Hereditary cryohydrocytosis with reduced stomatin ORPHA:168577,0.0155394890951578
CCNA2,Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome ORPHA:444069,0.0155394890951578
CCNA2,Microcephaly-lymphedema-chorioretinopathy syndrome ORPHA:2526,0.0155394890951578
CCNA2,PCNA-related progressive neurodegenerative photosensitivity syndrome ORPHA:438134,0.0155394890951578
CCNA2,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity ORPHA:53583,0.0155394890951578
CCNA2,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome ORPHA:314394,0.0155394890951578
CCNA2,Stromme syndrome ORPHA:506307,0.0155394890951578
CCNA2,Intrauterine growth restriction-congenital multiple cafe-au-lait macules-increased sister chromatid exchange syndrome ORPHA:508512,0.0155394890951578
CCNA2,Ear-patella-short stature syndrome ORPHA:2554,0.0184072076199886
CCNA2,Citrullinemia type II ORPHA:247585,0.0414176838632111
CCNA2,Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome ORPHA:439897,0.0414176838632111
CCNA2,Microcephaly-micromelia syndrome ORPHA:572768,0.0414176838632111
CCNA2,Microcephaly-short stature-limb abnormalities syndrome ORPHA:572773,0.0414176838632111
CCNA2,Mutilating hereditary sensory neuropathy with spastic paraplegia ORPHA:139578,0.0414176838632111
CCNA2,Neonatal intrahepatic cholestasis due to citrin deficiency ORPHA:247598,0.0414176838632111
CCNA2,Primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency ORPHA:75391,0.0414176838632111
CCNA2,X-linked intellectual disability Snyder type ORPHA:3063,0.0414176838632111
CCNA2,Large congenital melanocytic nevus ORPHA:626,0.0414176838632111
CCNA2,Small cell lung cancer ORPHA:70573,0.0429491792829903
CCNB1,Multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome ORPHA:500135,0.0144185025972157
CCNB1,Mosaic variegated aneuploidy syndrome ORPHA:1052,0.0149557947723539
CCNB1,21q22.11q22.12 microdeletion syndrome ORPHA:261323,0.0155394890951578
CCNB1,Adult-onset autosomal dominant leukodystrophy ORPHA:99027,0.0155394890951578
CCNB1,Classic glucose transporter type 1 deficiency syndrome ORPHA:71277,0.0155394890951578
CCNB1,Congenital dyserythropoietic anemia type III ORPHA:98870,0.0155394890951578
CCNB1,Constitutional megaloblastic anemia with severe neurologic disease ORPHA:319651,0.0155394890951578
CCNB1,Currarino syndrome ORPHA:1552,0.0155394890951578
CCNB1,Filippi syndrome ORPHA:3255,0.0155394890951578
CCNB1,Hereditary cryohydrocytosis with reduced stomatin ORPHA:168577,0.0155394890951578
CCNB1,Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome ORPHA:444069,0.0155394890951578
CCNB1,Microcephaly-lymphedema-chorioretinopathy syndrome ORPHA:2526,0.0155394890951578
CCNB1,PCNA-related progressive neurodegenerative photosensitivity syndrome ORPHA:438134,0.0155394890951578
CCNB1,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity ORPHA:53583,0.0155394890951578
CCNB1,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome ORPHA:314394,0.0155394890951578
CCNB1,Stromme syndrome ORPHA:506307,0.0155394890951578
CCNB1,Intrauterine growth restriction-congenital multiple cafe-au-lait macules-increased sister chromatid exchange syndrome ORPHA:508512,0.0155394890951578
CCNB1,Ear-patella-short stature syndrome ORPHA:2554,0.0184072076199886
CCNB1,Citrullinemia type II ORPHA:247585,0.0414176838632111
CCNB1,Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome ORPHA:439897,0.0414176838632111
CCNB1,Microcephaly-micromelia syndrome ORPHA:572768,0.0414176838632111
CCNB1,Microcephaly-short stature-limb abnormalities syndrome ORPHA:572773,0.0414176838632111
CCNB1,Mutilating hereditary sensory neuropathy with spastic paraplegia ORPHA:139578,0.0414176838632111
CCNB1,Neonatal intrahepatic cholestasis due to citrin deficiency ORPHA:247598,0.0414176838632111
CCNB1,Primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency ORPHA:75391,0.0414176838632111
CCNB1,X-linked intellectual disability Snyder type ORPHA:3063,0.0414176838632111
CCNB1,Large congenital melanocytic nevus ORPHA:626,0.0414176838632111
CCNB1,Small cell lung cancer ORPHA:70573,0.0429491792829903
CCNB2,Multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome ORPHA:500135,0.0144185025972157
CCNB2,Mosaic variegated aneuploidy syndrome ORPHA:1052,0.0149557947723539
CCNB2,21q22.11q22.12 microdeletion syndrome ORPHA:261323,0.0155394890951578
CCNB2,Adult-onset autosomal dominant leukodystrophy ORPHA:99027,0.0155394890951578
CCNB2,Classic glucose transporter type 1 deficiency syndrome ORPHA:71277,0.0155394890951578
CCNB2,Congenital dyserythropoietic anemia type III ORPHA:98870,0.0155394890951578
CCNB2,Constitutional megaloblastic anemia with severe neurologic disease ORPHA:319651,0.0155394890951578
CCNB2,Currarino syndrome ORPHA:1552,0.0155394890951578
CCNB2,Filippi syndrome ORPHA:3255,0.0155394890951578
CCNB2,Hereditary cryohydrocytosis with reduced stomatin ORPHA:168577,0.0155394890951578
CCNB2,Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome ORPHA:444069,0.0155394890951578
CCNB2,Microcephaly-lymphedema-chorioretinopathy syndrome ORPHA:2526,0.0155394890951578
CCNB2,PCNA-related progressive neurodegenerative photosensitivity syndrome ORPHA:438134,0.0155394890951578
CCNB2,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity ORPHA:53583,0.0155394890951578
CCNB2,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome ORPHA:314394,0.0155394890951578
CCNB2,Stromme syndrome ORPHA:506307,0.0155394890951578
CCNB2,Intrauterine growth restriction-congenital multiple cafe-au-lait macules-increased sister chromatid exchange syndrome ORPHA:508512,0.0155394890951578
CCNB2,Ear-patella-short stature syndrome ORPHA:2554,0.0184072076199886
CCNB2,Citrullinemia type II ORPHA:247585,0.0414176838632111
CCNB2,Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome ORPHA:439897,0.0414176838632111
CCNB2,Microcephaly-micromelia syndrome ORPHA:572768,0.0414176838632111
CCNB2,Microcephaly-short stature-limb abnormalities syndrome ORPHA:572773,0.0414176838632111
CCNB2,Mutilating hereditary sensory neuropathy with spastic paraplegia ORPHA:139578,0.0414176838632111
CCNB2,Neonatal intrahepatic cholestasis due to citrin deficiency ORPHA:247598,0.0414176838632111
CCNB2,Primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency ORPHA:75391,0.0414176838632111
CCNB2,X-linked intellectual disability Snyder type ORPHA:3063,0.0414176838632111
CCNB2,Large congenital melanocytic nevus ORPHA:626,0.0414176838632111
CCNB2,Small cell lung cancer ORPHA:70573,0.0429491792829903
CCND3,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations ORPHA:247691,0.0155394890951578
CCND3,Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome ORPHA:69088,0.0414176838632111
CCND3,Incontinentia pigmenti ORPHA:464,0.0414176838632111
CCND3,X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency ORPHA:319612,0.0414176838632111
CCNE1,Classic glucose transporter type 1 deficiency syndrome ORPHA:71277,0.0155394890951578
CCNE1,Hereditary cryohydrocytosis with reduced stomatin ORPHA:168577,0.0155394890951578
CCNE1,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity ORPHA:53583,0.0155394890951578
CCNE1,Intrauterine growth restriction-congenital multiple cafe-au-lait macules-increased sister chromatid exchange syndrome ORPHA:508512,0.0155394890951578
CCNE1,Large congenital melanocytic nevus ORPHA:626,0.0414176838632111
CD52,Familial isolated pituitary adenoma ORPHA:314777,0.0414176838632111
CDA,Tumor necrosis factor receptor 1 associated periodic syndrome ORPHA:32960,0.0414176838632111
CDC25C,Multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome ORPHA:500135,0.0144185025972157
CDC25C,Mosaic variegated aneuploidy syndrome ORPHA:1052,0.0149557947723539
CDC25C,21q22.11q22.12 microdeletion syndrome ORPHA:261323,0.0155394890951578
CDC25C,Adult-onset autosomal dominant leukodystrophy ORPHA:99027,0.0155394890951578
CDC25C,Congenital dyserythropoietic anemia type III ORPHA:98870,0.0155394890951578
CDC25C,Constitutional megaloblastic anemia with severe neurologic disease ORPHA:319651,0.0155394890951578
CDC25C,Currarino syndrome ORPHA:1552,0.0155394890951578
CDC25C,Filippi syndrome ORPHA:3255,0.0155394890951578
CDC25C,Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome ORPHA:444069,0.0155394890951578
CDC25C,Microcephaly-lymphedema-chorioretinopathy syndrome ORPHA:2526,0.0155394890951578
CDC25C,PCNA-related progressive neurodegenerative photosensitivity syndrome ORPHA:438134,0.0155394890951578
CDC25C,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome ORPHA:314394,0.0155394890951578
CDC25C,Stromme syndrome ORPHA:506307,0.0155394890951578
CDC25C,Intrauterine growth restriction-congenital multiple cafe-au-lait macules-increased sister chromatid exchange syndrome ORPHA:508512,0.0155394890951578
CDC25C,Ear-patella-short stature syndrome ORPHA:2554,0.0184072076199886
CDC25C,Citrullinemia type II ORPHA:247585,0.0414176838632111
CDC25C,Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome ORPHA:439897,0.0414176838632111
CDC25C,Mutilating hereditary sensory neuropathy with spastic paraplegia ORPHA:139578,0.0414176838632111
CDC25C,Neonatal intrahepatic cholestasis due to citrin deficiency ORPHA:247598,0.0414176838632111
CDC25C,Primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency ORPHA:75391,0.0414176838632111
CDC25C,X-linked intellectual disability Snyder type ORPHA:3063,0.0414176838632111
CDC25C,Small cell lung cancer ORPHA:70573,0.0429491792829903
CDC34,Autosomal dominant spastic paraplegia type 12 ORPHA:100993,0.0144185025972157
CDC42BPB,NON RARE IN EUROPE: Metabolic syndrome ORPHA:411969,0.0429491792829903
CDH1,Antley-Bixler syndrome ORPHA:83,0.0414176838632111
CDH3,Classic glucose transporter type 1 deficiency syndrome ORPHA:71277,0.0155394890951578
CDH3,Hereditary cryohydrocytosis with reduced stomatin ORPHA:168577,0.0155394890951578
CDH3,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity ORPHA:53583,0.0155394890951578
CDKN1A,Multiple endocrine neoplasia type 1 ORPHA:652,0.0473879273649914
CDKN2B,Multiple endocrine neoplasia type 1 ORPHA:652,0.0473879273649914
CEBPB,Atrial septal defect sinus venosus type ORPHA:99105,0.0155394890951578
CEBPB,Tumor necrosis factor receptor 1 associated periodic syndrome ORPHA:32960,0.0414176838632111
CENPA,Multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome ORPHA:500135,0.0144185025972157
CENPA,Mosaic variegated aneuploidy syndrome ORPHA:1052,0.0149557947723539
CENPA,21q22.11q22.12 microdeletion syndrome ORPHA:261323,0.0155394890951578
CENPA,Adult-onset autosomal dominant leukodystrophy ORPHA:99027,0.0155394890951578
CENPA,Congenital dyserythropoietic anemia type III ORPHA:98870,0.0155394890951578
CENPA,Constitutional megaloblastic anemia with severe neurologic disease ORPHA:319651,0.0155394890951578
CENPA,Currarino syndrome ORPHA:1552,0.0155394890951578
CENPA,Filippi syndrome ORPHA:3255,0.0155394890951578
CENPA,Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome ORPHA:444069,0.0155394890951578
CENPA,Microcephaly-lymphedema-chorioretinopathy syndrome ORPHA:2526,0.0155394890951578
CENPA,PCNA-related progressive neurodegenerative photosensitivity syndrome ORPHA:438134,0.0155394890951578
CENPA,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome ORPHA:314394,0.0155394890951578
CENPA,Stromme syndrome ORPHA:506307,0.0155394890951578
CENPA,Intrauterine growth restriction-congenital multiple cafe-au-lait macules-increased sister chromatid exchange syndrome ORPHA:508512,0.0155394890951578
CENPA,Ear-patella-short stature syndrome ORPHA:2554,0.0184072076199886
CENPA,Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome ORPHA:439897,0.0414176838632111
CENPA,Microcephaly-micromelia syndrome ORPHA:572768,0.0414176838632111
CENPA,Microcephaly-short stature-limb abnormalities syndrome ORPHA:572773,0.0414176838632111
CENPA,Mutilating hereditary sensory neuropathy with spastic paraplegia ORPHA:139578,0.0414176838632111
CENPA,Primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency ORPHA:75391,0.0414176838632111
CENPA,X-linked intellectual disability Snyder type ORPHA:3063,0.0414176838632111
CENPA,Large congenital melanocytic nevus ORPHA:626,0.0414176838632111
CENPA,Small cell lung cancer ORPHA:70573,0.0429491792829903
CKB,Paroxysmal exertion-induced dyskinesia ORPHA:98811,0.0155394890951578
CKB,Autosomal recessive spondylocostal dysostosis ORPHA:2311,0.0473879273649914
CLK3,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
CLK3,VPS11-related autosomal recessive hypomyelinating leukodystrophy ORPHA:466934,0.0155394890951578
CLSTN3,Autosomal recessive cerebellar ataxia with late-onset spasticity ORPHA:352641,0.0155394890951578
CLSTN3,Autosomal recessive spastic paraplegia type 46 ORPHA:320391,0.0155394890951578
CLSTN3,1p36 deletion syndrome ORPHA:1606,0.0184072076199886
CORO1A,Predisposition to severe viral infection due to IRF7 deficiency ORPHA:574918,0.0155394890951578
CORO1A,Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome ORPHA:500533,0.0414176838632111
CORO1A,Familial isolated pituitary adenoma ORPHA:314777,0.0414176838632111
CTIF,Autosomal dominant spastic paraplegia type 12 ORPHA:100993,0.0144185025972157
CTIF,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor alpha ORPHA:566231,0.0155394890951578
CTIF,Spinocerebellar ataxia type 21 ORPHA:98773,0.0155394890951578
CTIF,NON RARE IN EUROPE: Metabolic syndrome ORPHA:411969,0.0429491792829903
DAZAP2,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations ORPHA:247691,0.0155394890951578
DAZAP2,VPS11-related autosomal recessive hypomyelinating leukodystrophy ORPHA:466934,0.0155394890951578
DDX17,Lymphangioleiomyomatosis ORPHA:538,0.0414176838632111
DDX17,Tuberous sclerosis complex ORPHA:805,0.0414176838632111
DEAF1,PRKAR1B-related neurodegenerative dementia with intermediate filaments ORPHA:412066,0.0155394890951578
DRAP1,Charcot-Marie-Tooth disease type 4G ORPHA:99953,0.0144185025972157
DRAP1,Non-spherocytic hemolytic anemia due to hexokinase deficiency ORPHA:90031,0.0144185025972157
DYRK1B,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
DYRK1B,Familial lipase maturation factor 1 deficiency ORPHA:535453,0.0155394890951578
DYRK1B,Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome ORPHA:352530,0.0155394890951578
DYRK1B,NON RARE IN EUROPE: Metabolic syndrome ORPHA:411969,0.0429491792829903
EHD1,Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome ORPHA:69088,0.0414176838632111
EHD1,Incontinentia pigmenti ORPHA:464,0.0414176838632111
EHD1,X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency ORPHA:319612,0.0414176838632111
EHD1,Intermediate osteopetrosis ORPHA:210110,0.0414176838632111
ENTPD2,Antley-Bixler syndrome ORPHA:83,0.0414176838632111
EVI5L,Autosomal dominant spastic paraplegia type 12 ORPHA:100993,0.0144185025972157
EVI5L,Charcot-Marie-Tooth disease type 4G ORPHA:99953,0.0144185025972157
EVI5L,Non-spherocytic hemolytic anemia due to hexokinase deficiency ORPHA:90031,0.0144185025972157
EVI5L,Otospondylomegaepiphyseal dysplasia ORPHA:1427,0.0144185025972157
EVI5L,Hereditary sensory and autonomic neuropathy due to TECPR2 mutation ORPHA:320385,0.0155394890951578
EVI5L,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor alpha ORPHA:566231,0.0155394890951578
EVI5L,Spinocerebellar ataxia type 21 ORPHA:98773,0.0155394890951578
EVI5L,Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis ORPHA:88924,0.0414176838632111
EVI5L,Charcot-Marie-Tooth disease type 4B3 ORPHA:363981,0.0414176838632111
EVI5L,Cushing syndrome due to macronodular adrenal hyperplasia ORPHA:189427,0.0414176838632111
FGD3,Familial isolated pituitary adenoma ORPHA:314777,0.0414176838632111
FRY,Hereditary sensory and autonomic neuropathy due to TECPR2 mutation ORPHA:320385,0.0155394890951578
FSTL3,Crisponi syndrome ORPHA:1545,0.0155394890951578
FSTL3,Autosomal dominant Charcot-Marie-Tooth disease type 2F ORPHA:99940,0.0414176838632111
FXR2,Autosomal dominant spastic paraplegia type 12 ORPHA:100993,0.0144185025972157
FXR2,Charcot-Marie-Tooth disease type 4G ORPHA:99953,0.0144185025972157
FXR2,Non-spherocytic hemolytic anemia due to hexokinase deficiency ORPHA:90031,0.0144185025972157
GAS2L1,Autosomal dominant spastic paraplegia type 12 ORPHA:100993,0.0144185025972157
GAS2L1,Charcot-Marie-Tooth disease type 4G ORPHA:99953,0.0144185025972157
GAS2L1,Non-spherocytic hemolytic anemia due to hexokinase deficiency ORPHA:90031,0.0144185025972157
GAS2L1,Autosomal dominant Charcot-Marie-Tooth disease type 2F ORPHA:99940,0.0414176838632111
GPRIN1,PRKAR1B-related neurodegenerative dementia with intermediate filaments ORPHA:412066,0.0155394890951578
GPRIN1,Oculocutaneous albinism type 2 ORPHA:79432,0.0414176838632111
GPRIN1,Autosomal recessive spondylocostal dysostosis ORPHA:2311,0.0473879273649914
HERC1,Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome ORPHA:352530,0.0155394890951578
HS6ST1,Antley-Bixler syndrome ORPHA:83,0.0414176838632111
IER3,Crisponi syndrome ORPHA:1545,0.0155394890951578
IFI44,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations ORPHA:247691,0.0155394890951578
IGSF8,Familial lipase maturation factor 1 deficiency ORPHA:535453,0.0155394890951578
IQSEC1,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
IQSEC1,Hereditary sensory and autonomic neuropathy due to TECPR2 mutation ORPHA:320385,0.0155394890951578
IQSEC1,Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome ORPHA:352530,0.0155394890951578
IQSEC1,1p36 deletion syndrome ORPHA:1606,0.0184072076199886
ISG15,Predisposition to severe viral infection due to IRF7 deficiency ORPHA:574918,0.0155394890951578
ISG15,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations ORPHA:247691,0.0155394890951578
ITPRIP,Atrial septal defect sinus venosus type ORPHA:99105,0.0155394890951578
ITPRIP,Tumor necrosis factor receptor 1 associated periodic syndrome ORPHA:32960,0.0414176838632111
KATNB1,Charcot-Marie-Tooth disease type 4G ORPHA:99953,0.0144185025972157
KATNB1,Non-spherocytic hemolytic anemia due to hexokinase deficiency ORPHA:90031,0.0144185025972157
KATNB1,PRKAR1B-related neurodegenerative dementia with intermediate filaments ORPHA:412066,0.0155394890951578
KIAA0513,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
KIAA0513,Hereditary sensory and autonomic neuropathy due to TECPR2 mutation ORPHA:320385,0.0155394890951578
KIAA0513,Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome ORPHA:352530,0.0155394890951578
KIF20A,Multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome ORPHA:500135,0.0144185025972157
KIF20A,Mosaic variegated aneuploidy syndrome ORPHA:1052,0.0149557947723539
KIF20A,21q22.11q22.12 microdeletion syndrome ORPHA:261323,0.0155394890951578
KIF20A,Adult-onset autosomal dominant leukodystrophy ORPHA:99027,0.0155394890951578
KIF20A,Classic glucose transporter type 1 deficiency syndrome ORPHA:71277,0.0155394890951578
KIF20A,Congenital dyserythropoietic anemia type III ORPHA:98870,0.0155394890951578
KIF20A,Constitutional megaloblastic anemia with severe neurologic disease ORPHA:319651,0.0155394890951578
KIF20A,Currarino syndrome ORPHA:1552,0.0155394890951578
KIF20A,Filippi syndrome ORPHA:3255,0.0155394890951578
KIF20A,Hereditary cryohydrocytosis with reduced stomatin ORPHA:168577,0.0155394890951578
