#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCL20	CSF1	9606.ENSP00000351671	9606.ENSP00000327513	0	0	0	0	0.068	0	0	0.516	0.529
CCL20	SOD2	9606.ENSP00000351671	9606.ENSP00000446252	0	0	0	0	0.162	0.130	0	0.260	0.413
CCL20	CD83	9606.ENSP00000351671	9606.ENSP00000368450	0	0	0	0	0.187	0	0	0.403	0.494
CCL20	TNFAIP3	9606.ENSP00000351671	9606.ENSP00000481570	0	0	0	0	0.478	0	0	0.447	0.698
CCL20	TNF	9606.ENSP00000351671	9606.ENSP00000398698	0	0	0	0	0.297	0.065	0.400	0.847	0.931
CCL20	CCL4	9606.ENSP00000351671	9606.ENSP00000482259	0	0	0	0	0.174	0	0.500	0.866	0.940
CCL20	CXCL2	9606.ENSP00000351671	9606.ENSP00000427279	0	0	0	0	0.440	0	0.500	0.842	0.951
CCL20	CXCL1	9606.ENSP00000351671	9606.ENSP00000379110	0	0	0	0	0.521	0	0.500	0.929	0.981
CCL20	CCL5	9606.ENSP00000351671	9606.ENSP00000474412	0	0	0	0	0.087	0.994	0.500	0.892	0.999
CCL22	CX3CL1	9606.ENSP00000219235	9606.ENSP00000006053	0	0	0	0	0.057	0	0	0.876	0.878
CCL22	CD83	9606.ENSP00000219235	9606.ENSP00000368450	0	0	0	0	0.126	0	0	0.418	0.469
CCL22	ICAM1	9606.ENSP00000219235	9606.ENSP00000264832	0	0	0	0	0.093	0	0	0.479	0.507
CCL22	LIF	9606.ENSP00000219235	9606.ENSP00000249075	0	0	0	0	0.055	0	0.400	0.200	0.507
CCL22	PLAU	9606.ENSP00000219235	9606.ENSP00000361850	0	0	0	0	0.117	0	0	0.479	0.520
CCL22	CSF1	9606.ENSP00000219235	9606.ENSP00000327513	0	0	0	0	0.105	0	0	0.580	0.608
CCL22	CXCL3	9606.ENSP00000219235	9606.ENSP00000296026	0	0	0	0	0.069	0	0	0.704	0.713
CCL22	CSF3	9606.ENSP00000219235	9606.ENSP00000225474	0	0	0	0	0.044	0	0.400	0.572	0.733
CCL22	CXCL11	9606.ENSP00000219235	9606.ENSP00000306884	0	0	0	0	0.189	0	0	0.686	0.735
CCL22	IL1A	9606.ENSP00000219235	9606.ENSP00000263339	0	0	0	0	0.099	0	0.400	0.611	0.771
CCL22	CCL4	9606.ENSP00000219235	9606.ENSP00000482259	0	0	0	0.815	0.062	0	0.400	0.629	0.772
CCL22	CSF2	9606.ENSP00000219235	9606.ENSP00000296871	0	0	0	0	0.090	0	0.400	0.664	0.800
CCL22	TNF	9606.ENSP00000219235	9606.ENSP00000398698	0	0	0	0	0.126	0	0.400	0.669	0.811
CCL22	IL1B	9606.ENSP00000219235	9606.ENSP00000263341	0	0	0	0	0.093	0	0.400	0.690	0.816
CCL22	CCL20	9606.ENSP00000219235	9606.ENSP00000351671	0	0	0	0	0.073	0	0.400	0.721	0.831
CCL22	CXCL2	9606.ENSP00000219235	9606.ENSP00000427279	0	0	0	0	0.067	0	0.400	0.751	0.849
CCL22	CXCL5	9606.ENSP00000219235	9606.ENSP00000296027	0	0	0	0	0.085	0	0	0.868	0.874
CCL22	CXCL8	9606.ENSP00000219235	9606.ENSP00000306512	0	0	0	0	0.184	0	0.400	0.815	0.901
CCL22	CCL2	9606.ENSP00000219235	9606.ENSP00000225831	0	0	0	0	0.099	0	0.400	0.854	0.914
CCL22	CXCL1	9606.ENSP00000219235	9606.ENSP00000379110	0	0	0	0	0.074	0	0.400	0.867	0.920
CCL22	CCL5	9606.ENSP00000219235	9606.ENSP00000474412	0	0	0	0.844	0.097	0	0.900	0.246	0.926
CCL22	CXCL10	9606.ENSP00000219235	9606.ENSP00000305651	0	0	0	0	0.195	0	0.400	0.923	0.959
CCL4	CX3CL1	9606.ENSP00000482259	9606.ENSP00000006053	0	0	0	0	0.062	0	0.500	0.812	0.904
CCL4	NFKBIA	9606.ENSP00000482259	9606.ENSP00000216797	0	0	0	0	0.150	0	0	0.448	0.510
CCL4	CCL22	9606.ENSP00000482259	9606.ENSP00000219235	0	0	0	0.815	0.062	0	0.400	0.629	0.772
CCL4	CSF3	9606.ENSP00000482259	9606.ENSP00000225474	0	0	0	0	0.083	0	0.400	0.848	0.909
CCL4	CCL2	9606.ENSP00000482259	9606.ENSP00000225831	0	0	0	0.867	0.154	0.292	0.400	0.478	0.787
CCL4	IRF1	9606.ENSP00000482259	9606.ENSP00000245414	0	0	0	0	0.179	0	0	0.655	0.704
CCL4	LIF	9606.ENSP00000482259	9606.ENSP00000249075	0	0	0	0	0.071	0	0.400	0.418	0.647
CCL4	IL1A	9606.ENSP00000482259	9606.ENSP00000263339	0	0	0	0	0.124	0	0.400	0.862	0.921
CCL4	IL1B	9606.ENSP00000482259	9606.ENSP00000263341	0	0	0	0	0.292	0	0.400	0.872	0.940
CCL4	ICAM1	9606.ENSP00000482259	9606.ENSP00000264832	0	0	0	0	0.174	0	0	0.725	0.763
CCL4	CXCL3	9606.ENSP00000482259	9606.ENSP00000296026	0	0	0	0	0.203	0	0.500	0.613	0.832
CCL4	CXCL5	9606.ENSP00000482259	9606.ENSP00000296027	0	0	0	0	0.092	0	0.500	0.796	0.899
CCL4	CSF2	9606.ENSP00000482259	9606.ENSP00000296871	0	0	0	0	0.100	0	0.400	0.871	0.924
CCL4	CXCL10	9606.ENSP00000482259	9606.ENSP00000305651	0	0	0	0	0.328	0	0.500	0.889	0.959
CCL4	FOS	9606.ENSP00000482259	9606.ENSP00000306245	0	0	0	0	0.084	0	0	0.374	0.402
CCL4	CXCL8	9606.ENSP00000482259	9606.ENSP00000306512	0	0	0	0	0.282	0	0.500	0.969	0.988
CCL4	CXCL11	9606.ENSP00000482259	9606.ENSP00000306884	0	0	0	0	0.268	0	0.500	0.791	0.917
CCL4	CSF1	9606.ENSP00000482259	9606.ENSP00000327513	0	0	0	0	0.095	0	0	0.664	0.683
CCL4	CCL20	9606.ENSP00000482259	9606.ENSP00000351671	0	0	0	0	0.174	0	0.500	0.866	0.940
CCL4	CD83	9606.ENSP00000482259	9606.ENSP00000368450	0	0	0	0	0.321	0	0	0.480	0.632
CCL4	CXCL1	9606.ENSP00000482259	9606.ENSP00000379110	0	0	0	0	0.133	0	0.500	0.875	0.941
CCL4	TNF	9606.ENSP00000482259	9606.ENSP00000398698	0	0	0	0	0.446	0	0.400	0.909	0.967
CCL4	LTB	9606.ENSP00000482259	9606.ENSP00000410481	0	0	0	0	0.213	0	0	0.310	0.433
CCL4	CXCL2	9606.ENSP00000482259	9606.ENSP00000427279	0	0	0	0	0.164	0	0.500	0.723	0.874
CCL4	CCL5	9606.ENSP00000482259	9606.ENSP00000474412	0	0	0.072	0.930	0.301	0	0.500	0.874	0.953
CCL4	TNFAIP3	9606.ENSP00000482259	9606.ENSP00000481570	0	0	0	0	0.242	0	0	0.370	0.502
CCL5	CX3CL1	9606.ENSP00000474412	9606.ENSP00000006053	0	0	0	0	0.073	0	0.500	0.942	0.971
CCL5	NFKBIA	9606.ENSP00000474412	9606.ENSP00000216797	0	0	0	0	0.091	0	0	0.585	0.607
CCL5	CCL22	9606.ENSP00000474412	9606.ENSP00000219235	0	0	0	0.844	0.097	0	0.900	0.246	0.926
CCL5	CSF3	9606.ENSP00000474412	9606.ENSP00000225474	0	0	0	0	0.047	0	0.400	0.894	0.934
CCL5	CCL2	9606.ENSP00000474412	9606.ENSP00000225831	0	0	0	0.825	0.156	0.994	0.400	0.882	0.999
CCL5	IRF1	9606.ENSP00000474412	9606.ENSP00000245414	0	0	0	0	0.350	0	0	0.598	0.728
CCL5	TICAM1	9606.ENSP00000474412	9606.ENSP00000248244	0	0	0	0	0.056	0	0	0.593	0.599
CCL5	LIF	9606.ENSP00000474412	9606.ENSP00000249075	0	0	0	0	0.050	0	0.400	0.473	0.673
CCL5	THBS1	9606.ENSP00000474412	9606.ENSP00000260356	0	0	0	0	0.056	0	0	0.398	0.408
CCL5	IL1A	9606.ENSP00000474412	9606.ENSP00000263339	0	0	0	0	0.087	0	0.400	0.832	0.900
CCL5	IL1B	9606.ENSP00000474412	9606.ENSP00000263341	0	0	0	0	0.148	0	0.400	0.888	0.938
CCL5	BIRC3	9606.ENSP00000474412	9606.ENSP00000263464	0	0	0	0	0.214	0	0	0.308	0.433
CCL5	ICAM1	9606.ENSP00000474412	9606.ENSP00000264832	0	0	0	0	0.133	0	0	0.784	0.805
CCL5	CXCL3	9606.ENSP00000474412	9606.ENSP00000296026	0	0	0	0	0.092	0	0.500	0.618	0.811
CCL5	CXCL5	9606.ENSP00000474412	9606.ENSP00000296027	0	0	0	0	0.083	0	0.500	0.848	0.924
CCL5	CSF2	9606.ENSP00000474412	9606.ENSP00000296871	0	0	0	0	0.076	0	0.400	0.871	0.922
CCL5	CXCL10	9606.ENSP00000474412	9606.ENSP00000305651	0	0	0	0	0.362	0.994	0.500	0.950	0.999
CCL5	FOS	9606.ENSP00000474412	9606.ENSP00000306245	0	0	0	0	0.044	0	0	0.599	0.600
CCL5	CXCL8	9606.ENSP00000474412	9606.ENSP00000306512	0	0	0	0	0.217	0.292	0.500	0.937	0.980
CCL5	CXCL11	9606.ENSP00000474412	9606.ENSP00000306884	0	0	0	0	0.355	0.994	0.500	0.885	0.999
CCL5	CSF1	9606.ENSP00000474412	9606.ENSP00000327513	0	0	0	0	0.070	0	0	0.724	0.732
CCL5	STAT5A	9606.ENSP00000474412	9606.ENSP00000341208	0	0	0	0	0.047	0	0	0.399	0.403
CCL5	CCL20	9606.ENSP00000474412	9606.ENSP00000351671	0	0	0	0	0.087	0.994	0.500	0.892	0.999
CCL5	SDC4	9606.ENSP00000474412	9606.ENSP00000361818	0	0	0	0	0.048	0.292	0	0.746	0.814
CCL5	CD83	9606.ENSP00000474412	9606.ENSP00000368450	0	0	0	0	0.113	0	0	0.477	0.516
CCL5	CXCL1	9606.ENSP00000474412	9606.ENSP00000379110	0	0	0	0	0.087	0	0.500	0.915	0.958
CCL5	TNF	9606.ENSP00000474412	9606.ENSP00000398698	0	0	0	0	0.202	0	0.400	0.924	0.960
CCL5	LTB	9606.ENSP00000474412	9606.ENSP00000410481	0	0	0	0	0.254	0	0	0.379	0.517
CCL5	CXCL2	9606.ENSP00000474412	9606.ENSP00000427279	0	0	0	0	0.097	0.994	0.500	0.830	0.999
CCL5	SOD2	9606.ENSP00000474412	9606.ENSP00000446252	0	0	0	0	0.108	0	0	0.501	0.536
CCL5	TNFAIP3	9606.ENSP00000474412	9606.ENSP00000481570	0	0	0	0	0.214	0	0	0.394	0.503
CCL5	CCL4	9606.ENSP00000474412	9606.ENSP00000482259	0	0	0.072	0.930	0.301	0	0.500	0.874	0.953
CD83	NFKBIA	9606.ENSP00000368450	9606.ENSP00000216797	0	0	0	0	0.247	0	0	0.357	0.495
CD83	CCL22	9606.ENSP00000368450	9606.ENSP00000219235	0	0	0	0	0.126	0	0	0.418	0.469
CD83	CCL2	9606.ENSP00000368450	9606.ENSP00000225831	0	0	0	0	0.142	0	0	0.478	0.533
CD83	IL1A	9606.ENSP00000368450	9606.ENSP00000263339	0	0	0	0	0.100	0	0	0.485	0.516
CD83	IL1B	9606.ENSP00000368450	9606.ENSP00000263341	0	0	0	0	0.223	0	0	0.663	0.727
CD83	ICAM1	9606.ENSP00000368450	9606.ENSP00000264832	0	0	0	0	0.260	0	0	0.606	0.696
CD83	CSF2	9606.ENSP00000368450	9606.ENSP00000296871	0	0	0	0	0.099	0	0	0.787	0.800
CD83	CXCL10	9606.ENSP00000368450	9606.ENSP00000305651	0	0	0	0	0.138	0	0	0.483	0.536
CD83	FOS	9606.ENSP00000368450	9606.ENSP00000306245	0	0	0	0	0.087	0	0	0.466	0.491
CD83	CXCL8	9606.ENSP00000368450	9606.ENSP00000306512	0	0	0	0	0.248	0	0	0.574	0.666
CD83	CSF1	9606.ENSP00000368450	9606.ENSP00000327513	0	0	0	0	0.091	0	0	0.390	0.422
CD83	CCL20	9606.ENSP00000368450	9606.ENSP00000351671	0	0	0	0	0.187	0	0	0.403	0.494
CD83	CXCL2	9606.ENSP00000368450	9606.ENSP00000427279	0	0	0	0	0.246	0	0	0.269	0.425
CD83	CCL5	9606.ENSP00000368450	9606.ENSP00000474412	0	0	0	0	0.113	0	0	0.477	0.516
CD83	TNFAIP3	9606.ENSP00000368450	9606.ENSP00000481570	0	0	0	0	0.437	0	0	0.311	0.595
CD83	CCL4	9606.ENSP00000368450	9606.ENSP00000482259	0	0	0	0	0.321	0	0	0.480	0.632
CD83	TNF	9606.ENSP00000368450	9606.ENSP00000398698	0	0	0	0	0.459	0	0	0.864	0.923
CFB	CCL2	9606.ENSP00000416561	9606.ENSP00000225831	0	0	0	0	0.158	0	0	0.354	0.433
CFB	CXCL10	9606.ENSP00000416561	9606.ENSP00000305651	0	0	0	0	0.215	0	0	0.271	0.403
CFB	TNF	9606.ENSP00000416561	9606.ENSP00000398698	0	0	0	0	0.054	0.066	0	0.382	0.406
CFB	LTB	9606.ENSP00000416561	9606.ENSP00000410481	0	0	0	0	0.044	0	0	0.427	0.428
CFB	SERPINA3	9606.ENSP00000416561	9606.ENSP00000450540	0	0	0	0	0.230	0.045	0	0.409	0.528
CHAC1	DNAJB1	9606.ENSP00000484644	9606.ENSP00000254322	0	0	0	0	0.055	0	0	0.395	0.404
CHAC1	FOS	9606.ENSP00000484644	9606.ENSP00000306245	0	0	0	0	0.086	0	0	0.454	0.479
CHAC1	HSPA1B	9606.ENSP00000484644	9606.ENSP00000364801	0	0	0	0	0	0	0	0.496	0.496
CSF1	CX3CL1	9606.ENSP00000327513	9606.ENSP00000006053	0	0	0	0	0.054	0	0	0.599	0.605
CSF1	NFKBIA	9606.ENSP00000327513	9606.ENSP00000216797	0	0	0	0	0.113	0	0	0.480	0.519
CSF1	CCL22	9606.ENSP00000327513	9606.ENSP00000219235	0	0	0	0	0.105	0	0	0.580	0.608
CSF1	CSF3	9606.ENSP00000327513	9606.ENSP00000225474	0	0	0	0	0.063	0	0	0.932	0.933
CSF1	CCL2	9606.ENSP00000327513	9606.ENSP00000225831	0	0	0	0	0.229	0	0	0.792	0.833
CSF1	IRF1	9606.ENSP00000327513	9606.ENSP00000245414	0	0	0	0	0.114	0	0	0.419	0.463
CSF1	LIF	9606.ENSP00000327513	9606.ENSP00000249075	0	0	0	0	0.105	0	0	0.448	0.484
CSF1	THBS1	9606.ENSP00000327513	9606.ENSP00000260356	0	0	0	0	0.128	0	0	0.358	0.416
CSF1	IL1A	9606.ENSP00000327513	9606.ENSP00000263339	0	0	0	0	0.129	0	0	0.808	0.826
CSF1	IL1B	9606.ENSP00000327513	9606.ENSP00000263341	0	0	0	0	0.120	0	0	0.793	0.810
CSF1	ICAM1	9606.ENSP00000327513	9606.ENSP00000264832	0	0	0	0	0.389	0	0.400	0.571	0.829
CSF1	CXCL3	9606.ENSP00000327513	9606.ENSP00000296026	0	0	0	0	0.091	0	0	0.374	0.407
CSF1	CXCL5	9606.ENSP00000327513	9606.ENSP00000296027	0	0	0	0	0.087	0	0	0.581	0.601
CSF1	CSF2	9606.ENSP00000327513	9606.ENSP00000296871	0	0	0	0	0.081	0	0	0.963	0.964
CSF1	CXCL10	9606.ENSP00000327513	9606.ENSP00000305651	0	0	0	0	0.110	0	0	0.706	0.728
CSF1	FOS	9606.ENSP00000327513	9606.ENSP00000306245	0	0	0	0	0.056	0	0	0.689	0.693
CSF1	CXCL8	9606.ENSP00000327513	9606.ENSP00000306512	0	0	0	0	0.178	0	0	0.666	0.714
CSF1	CXCL11	9606.ENSP00000327513	9606.ENSP00000306884	0	0	0	0	0.088	0	0	0.482	0.508
CSF1	PLAU	9606.ENSP00000327513	9606.ENSP00000361850	0	0	0	0	0.095	0	0	0.371	0.406
CSF1	CD83	9606.ENSP00000327513	9606.ENSP00000368450	0	0	0	0	0.091	0	0	0.390	0.422
CSF1	MAFB	9606.ENSP00000327513	9606.ENSP00000362410	0	0	0	0	0.059	0	0	0.419	0.429
CSF1	STAT5A	9606.ENSP00000327513	9606.ENSP00000341208	0	0	0	0	0.137	0	0	0.398	0.458
CSF1	CCL20	9606.ENSP00000327513	9606.ENSP00000351671	0	0	0	0	0.068	0	0	0.516	0.529
CSF1	CCL4	9606.ENSP00000327513	9606.ENSP00000482259	0	0	0	0	0.095	0	0	0.664	0.683
CSF1	CXCL1	9606.ENSP00000327513	9606.ENSP00000379110	0	0	0	0	0.103	0	0	0.682	0.703
CSF1	CXCL2	9606.ENSP00000327513	9606.ENSP00000427279	0	0	0	0	0.099	0	0	0.693	0.711
CSF1	CCL5	9606.ENSP00000327513	9606.ENSP00000474412	0	0	0	0	0.070	0	0	0.724	0.732
CSF1	TNF	9606.ENSP00000327513	9606.ENSP00000398698	0	0	0	0	0.126	0	0	0.781	0.801
CSF2	CX3CL1	9606.ENSP00000296871	9606.ENSP00000006053	0	0	0	0	0.106	0	0	0.950	0.953
CSF2	NFKBIA	9606.ENSP00000296871	9606.ENSP00000216797	0	0	0	0	0.084	0	0	0.570	0.589
CSF2	CCL22	9606.ENSP00000296871	9606.ENSP00000219235	0	0	0	0	0.090	0	0.400	0.664	0.800
CSF2	CSF3	9606.ENSP00000296871	9606.ENSP00000225474	0	0	0	0	0.400	0	0.400	0.998	0.999
CSF2	CCL2	9606.ENSP00000296871	9606.ENSP00000225831	0	0	0	0	0.130	0	0.400	0.879	0.931
CSF2	IL23A	9606.ENSP00000296871	9606.ENSP00000228534	0	0	0	0	0.274	0	0	0.541	0.652
CSF2	IRF1	9606.ENSP00000296871	9606.ENSP00000245414	0	0	0	0	0.069	0	0	0.723	0.731
CSF2	LIF	9606.ENSP00000296871	9606.ENSP00000249075	0	0	0	0	0.209	0	0.400	0.574	0.780
