Id,Type
Dyskinetic syndrome,Disease
Inflammatory abnormality of the eye,Disease
Odontogenic Tumors,Disease
Fabry Disease,Disease
Recurrent aphthous ulcer,Disease
Trisomy 21,Disease
Nephritis Tubulointerstitial,Disease
Arnold-Chiari Malformation Type I,Disease
Myotonic Dystrophy,Disease
Calcinosis,Disease
Autosomal recessive cerebellar ataxia-psychomotor delay syndrome ORPHA:284271,Disease
Intracranial Hemorrhages,Disease
Angioendotheliomatosis,Disease
Cancer Pain,Disease
Hereditary arterial and articular multiple calcification syndrome ORPHA:289601,Disease
Malignant myoepithelioma,Disease
Rhinovirus infection,Disease
Graham Little-Piccardi-Lassueur syndrome ORPHA:505,Disease
MYELOPROLIFERATIVE SYNDROME TRANSIENT,Disease
Infections specific to perinatal period,Disease
Iron deficiency,Disease
Echovirus E29 VP1,Pathogen
Cervical Squamous Cell Carcinoma,Disease
Febrile Neutropenia,Disease
Human anaplasmosis due to Anaplasma phagocytophilum,Disease
HETEROTAXY VISCERAL 4 AUTOSOMAL,Disease
Papillary adenoma,Disease
Neuralgia Vidian,Disease
Adult Liver Carcinoma,Disease
Human alphaherpesvirus 3 ubiquitin E3 ligase ICP0 (gene: ORF61),Pathogen
Human papillomavirus type 81 E2 protein (gene: E2),Pathogen
Orchitis,Disease
Lymphocytic Leukemia,Disease
Interstitial lung fibrosis,Disease
Heart Failure Right-Sided,Disease
Yaba monkey tumor virus MHC-like TNF binding protein,Pathogen
Chronic colitis,Disease
Encephalopathy due to prosaposin deficiency ORPHA:139406,Disease
Chronic heart failure,Disease
Chronic Kidney Insufficiency,Disease
Ectromelia virus ERPV hemagglutinin,Pathogen
Bacterial Endocarditis,Disease
Arsenic Poisoning,Disease
Injuries Acute Brain,Disease
Squamous cell carcinoma of the lip ORPHA:502366,Disease
Atherogenesis,Disease
Hepatitis Autoimmune,Disease
Papillary Renal Carcinoma,Disease
Graves Disease,Disease
Encephalopathy Toxic,Disease
Cowpox virus CPXV041 protein (gene: CPXV041 CDS),Pathogen
Dysmenorrhea,Disease
Norovirus Hu/Norwalk/10116/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
NON RARE IN EUROPE: Autism ORPHA:106,Disease
Well Differentiated Pancreatic Endocrine Tumor,Disease
Ataxia Spinocerebellar,Disease
Yaba-like disease virus 141R protein (gene: 141R),Pathogen
Hydrophthalmos,Disease
Erectile dysfunction,Disease
Malignant neoplasm tonsil,Disease
Adams-Oliver syndrome ORPHA:974,Disease
Human alphaherpesvirus 2 serine/threonine protein kinase US3 (gene: US3),Pathogen
Alagille syndrome due to a NOTCH2 point mutation ORPHA:261629,Disease
Chagas Disease,Disease
Congenital lethal myopathy Compton-North type ORPHA:210163,Disease
Acute promyelocytic leukemia ORPHA:520,Disease
Leukoplakia,Disease
MRCS syndrome ORPHA:263347,Disease
Melanocytic nevus,Disease
GM2 gangliosidosis AB variant ORPHA:309246,Disease
Ragged-red muscle fibers,Disease
Echovirus E21 2C,Pathogen
Autosomal recessive anterior segment dysgenesis ORPHA:519388,Disease
Norovirus Hu/GII.4/Hong Kong/CUHK3630/2012/CHN VP1,Pathogen
Scleroderma,Disease
Respiratory distress,Disease
Retinal Coloboma,Disease
Autism Spectrum Disorders,Disease
Hypomyelination with atrophy of basal ganglia and cerebellum ORPHA:139441,Disease
Wernicke Encephalopathy,Disease
IRF1,Gene
Combined immunodeficiency-enteropathy spectrum ORPHA:436252,Disease
Polydactyly,Disease
Spina Bifida Occulta,Disease
Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome ORPHA:522077,Disease
Jacobsen Distal 11q Deletion Syndrome,Disease
Usher syndrome type 2 ORPHA:231178,Disease
Hypoplastic mandible condyle,Disease
Acute malaria,Disease
Diabetic Cardiomyopathies,Disease
Norovirus Hu/Norwalk/10325/2010/VNM capsid protein VP1 (gene: VP1),Pathogen
Murray Valley encephalitis virus envelope protein E,Pathogen
Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency ORPHA:319569,Disease
Lipoatrophy,Disease
Medulloblastoma,Disease
Keratosis follicularis spinulosa decalvans ORPHA:2340,Disease
Budd-Chiari Syndrome,Disease
Glucocorticoid Receptor Deficiency,Disease
Hairy cell leukemia variant ORPHA:300878,Disease
Human rhinovirus B42 1B,Pathogen
SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME,Disease
Quadriplegia,Disease
Idiopathic achalasia of esophagus,Disease
Left Ventricular Hypertrophy,Disease
Acute pancreatitis,Disease
Non-small cell carcinoma,Disease
Myalgia,Disease
Osteochondritis Dissecans,Disease
Job Syndrome,Disease
Tremor,Disease
inflammatory joint disease,Disease
Cranial Nerve Compression,Disease
Granulomatosis with polyangiitis ORPHA:900,Disease
Norovirus Hu/GII-4/CGMH04/2006/TW major viral capsid protein (gene: VP1),Pathogen
Symptomatic form of hemophilia B in female carriers ORPHA:177929,Disease
Primary antiphospholipid syndrome,Disease
Takayasu arteritis ORPHA:3287,Disease
Extrinsic allergic alveolitis,Disease
Coxsackievirus A1 VP3,Pathogen
Hepatitis Chronic,Disease
Cerebral Aneurysm,Disease
Lateral Sclerosis,Disease
Infantile spasms syndrome ORPHA:3451,Disease
Cutis Laxa,Disease
Hyperzincemia and hypercalprotectinemia ORPHA:251523,Disease
Ectromelia virus ERPV serpin,Pathogen
Histiocytosis Langerhans-Cell,Disease
Seizures Clonic,Disease
Prolactinoma,Disease
Gout,Disease
Human poliovirus 3 POLYM,Pathogen
Trichorhinophalangeal syndrome type 2 ORPHA:502,Disease
Human rhinovirus A78 1C,Pathogen
Epilepsies Partial,Disease
Autoimmune Diseases,Disease
Pelizaeus-Merzbacher disease connatal form ORPHA:280210,Disease
Subacute Sclerosing Panencephalitis,Disease
Sarcopenia,Disease
Angiogenic Switch,Disease
Osteogenesis imperfecta type 5 ORPHA:216828,Disease
Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,Disease
Cleidocranial dysplasia ORPHA:1452,Disease
Avellino corneal dystrophy,Disease
Fracture,Disease
Arthritis Reactive,Disease
Bonnevie-Ullrich Syndrome,Disease
Cystitis,Disease
Fundus Coloboma,Disease
Vaccinia virus Ankara Host range protein,Pathogen
Burkitt Lymphoma,Disease
Human adenovirus 49 fiber,Pathogen
Manic Disorder,Disease
Agranulocytosis,Disease
Autosomal recessive spastic paraplegia type 53 ORPHA:319199,Disease
Acute Confusional Senile Dementia,Disease
PANIC DISORDER 1,Disease
Substance Withdrawal Syndrome,Disease
Malignant Squamous Cell Neoplasm,Disease
Ciliary Dyskinesia,Disease
Arteriovenous Malformations Cerebral,Disease
Autosomal dominant hypocalcemia,Disease
Enterovirus C109 2C,Pathogen
Monoclonal Gammopathy of Undetermined Significance,Disease
Barrett Epithelium,Disease
Acute Kidney Tubular Necrosis,Disease
Malignant neoplasm of testis,Disease
Congenital Nonbullous Ichthyosiform Erythroderma,Disease
Leukoencephalopathy Progressive Multifocal,Disease
Prostate Stromal Proliferation of Uncertain Malignant Potential,Disease
Seborrheic dermatitis,Disease
Angiofibroma,Disease
Low grade B-cell lymphoma,Disease
Complex Partial Status Epilepticus,Disease
Hyperostosis corticalis generalisata ORPHA:3416,Disease
Aneurysm-osteoarthritis syndrome ORPHA:284984,Disease
Neuralgia Perineal,Disease
Autosomal recessive intermediate Charcot-Marie-Tooth disease type A ORPHA:217055,Disease
Chronic Kidney Diseases,Disease
Human rhinovirus B70 1B (VP2),Pathogen
Hemarthrosis,Disease
Hemodynamic instability,Disease
Reactive systemic amyloidosis,Disease
Eye Diseases,Disease
Autosomal dominant Emery-Dreifuss muscular dystrophy ORPHA:98853,Disease
Cervical intraepithelial neoplasia grade 2,Disease
Broad flat nasal bridge,Disease
HIV Encephalopathy,Disease
Xeroderma Pigmentosum,Disease
Neurenteric Cyst,Disease
Esophageal carcinoma,Disease
Neonatal ichthyosis-sclerosing cholangitis syndrome ORPHA:59303,Disease
Fulminant Hepatic Failure With Cerebral Edema,Disease
Echovirus E12 polyprotein region 4,Pathogen
Huntington Disease Late Onset,Disease
Cervical Squamous Intraepithelial Neoplasia,Disease
Human enterovirus C102 3d,Pathogen
Lung Injury,Disease
alpha 1-Antitrypsin Deficiency,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2F ORPHA:99940,Disease
Human rhinovirus A55 1C (VP3),Pathogen
Stroke Lacunar,Disease
NON RARE IN EUROPE: Ulcerative colitis ORPHA:771,Disease
Recurrent tumor,Disease
Urinary tract obstruction,Disease
Medullary Neoplasms,Disease
Bladder neck obstruction,Disease
Sarcosinemia ORPHA:3129,Disease
Horsepox virus HSPV175 (Tumor necrosis factor receptor superfamily (TNFRSF)),Pathogen
Osteoarthrosis Deformans,Disease
Gliosarcoma,Disease
Coronary Occlusion,Disease
Diphtheria,Disease
Oral cleft,Disease
Little's Disease,Disease
Multiple Endocrine Neoplasia Type 1,Disease
Familial hypocalciuric hypercalcemia type 1 ORPHA:93372,Disease
Aneurysmal disease,Disease
Lissencephaly type 1 due to doublecortin gene mutation ORPHA:2148,Disease
Diffuse Astrocytoma,Disease
Brain Abscess,Disease
Albuminuria,Disease
Synechiae,Disease
Wiskott-Aldrich Syndrome,Disease
Spondylometaphyseal dysplasia Schmidt type ORPHA:93316,Disease
Visual Impairment,Disease
Vasculitis of the skin,Disease
Human TMEV-like cardiovirus capsid protein VP3,Pathogen
Primary cutaneous B-cell lymphoma,Disease
Compression of spinal cord,Disease
Childhood Acute Lymphoblastic Leukemia,Disease
Systemic lupus erythematosus ORPHA:536,Disease
Aphthous Stomatitis,Disease
Low Vision,Disease
Monkeypox virus Zaire-96-I-16 B2R (gene: B2R),Pathogen
Endophthalmitis,Disease
Squamous cell carcinoma of mouth,Disease
Tooth Attrition,Disease
Invasive meningococcal disease,Disease
Laryngeal Paralysis,Disease
Hernia,Disease
Variant ABeta2M amyloidosis ORPHA:314652,Disease
Thrombocytopenia due to platelet alloimmunization,Disease
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,Disease
ID1,Gene
Osteoporosis Postmenopausal,Disease
Gastrinoma,Disease
Myopathy,Disease
Cerebral atrophy,Disease
Human respirovirus 1 phosphoprotein (gene: P),Pathogen
Finding of body mass index,Disease
Heart Diseases,Disease
Human rhinovirus A50 1B,Pathogen
Chromosome 5 trisomy 5q,Disease
MIR17HG,Gene
Cryptosporidiosis,Disease
Crohn`s Disease Of Large Bowel,Disease
Dysosteosclerosis ORPHA:1782,Disease
Multiple epiphyseal dysplasia type 5 ORPHA:93311,Disease
Simple renal cyst,Disease
Diabetes Autoimmune,Disease
Human rhinovirus A57 1D,Pathogen
Depressed mood,Disease
Panic Disorder,Disease
Hypoplasia of the maxilla,Disease
Pituitary Neoplasms,Disease
Familial steroid-resistant nephrotic syndrome with adrenal insufficiency ORPHA:506334,Disease
Spinocerebellar ataxia type 43 ORPHA:497764,Disease
Alcoholic Steatohepatitis,Disease
LMNA-related cardiocutaneous progeria syndrome ORPHA:363618,Disease
Osteopetrosis with renal tubular acidosis ORPHA:2785,Disease
Crohn's disease of large bowel,Disease
Congenital Heart Defects,Disease
Monkeypox virus Zaire-96-I-16 IL-beta-binding protein (gene: B14R),Pathogen
Nicotine Use Disorder,Disease
Hemochromatosis type 5 ORPHA:447792,Disease
Syphilis,Disease
Uveal melanoma,Disease
Lipoid nephrosis,Disease
Condylomata Acuminata,Disease
Fibrosis,Disease
NR4A3,Gene
Human cosavirus D VP1,Pathogen
Autosomal dominant retinitis pigmentosa,Disease
Photoreceptor degeneration,Disease
Bacteroides fragilis infection in conditions classified elsewhere and of unspecified site,Disease
Osteomyelitis,Disease
Prostate carcinoma,Disease
Hemochromatosis type 2 ORPHA:79230,Disease
Human rhinovirus A63 1D,Pathogen
Physical Activity Measurement,Disease
Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency ORPHA:420699,Disease
Small testicle,Disease
46XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency ORPHA:752,Disease
Juvenile glaucoma ORPHA:98977,Disease
Glycogen storage disease due to glycogen branching enzyme deficiency congenital neuromuscular form ORPHA:308670,Disease
Neuralgia Stump,Disease
Pelvic Inflammatory Disease,Disease
Muckle-Wells Syndrome,Disease
ABeta amyloidosis Arctic type ORPHA:324723,Disease
Electromyogram abnormal,Disease
Autosomal dominant spastic paraplegia type 3 ORPHA:100984,Disease
Familial platelet disorder with associated myeloid malignancy ORPHA:71290,Disease
Fetal Alcohol Syndrome,Disease
Acute alcoholic liver disease,Disease
Snoring,Disease
Rokitansky Kuster Hauser syndrome,Disease
Autosomal dominant preaxial polydactyly-upperback hypertrichosis syndrome ORPHA:476119,Disease
Hereditary gingival fibromatosis,Disease
C3 Glomerulonephritis,Disease
Active tuberculosis,Disease
Cardiac Hypertrophy,Disease
Hawkinsinuria ORPHA:2118,Disease
Preterm Premature Rupture of Fetal Membranes,Disease
Granulocytosis,Disease
Intrinsic asthma,Disease
NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia ORPHA:406,Disease
Severe Dengue,Disease
Human cosavirus B VP3,Pathogen
Charcot-Marie-Tooth Disease,Disease
Other specified forms of pleural effusion except tuberculous,Disease
Hepatic methionine adenosyltransferase deficiency,Disease
Aneurysm Dissecting,Disease
Paroxysmal nocturnal hemoglobinuria,Disease
Macacine alphaherpesvirus 1 tegument serine/threonine protein kinase (gene: UL13),Pathogen
Leprosy,Disease
Human rhinovirus B35 1D,Pathogen
AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder),Disease
Tropical Spastic Paraparesis,Disease
Rift Valley Fever,Disease
ABLEPHARON-MACROSTOMIA SYNDROME,Disease
Leukemia,Disease
Benign neoplasm of brain unspecified,Disease
Adult-onset myasthenia gravis ORPHA:391490,Disease
Human rhinovirus A80 1D,Pathogen
Optic Atrophy Hereditary Leber,Disease
Parkinson Disease Secondary Vascular,Disease
Hepatic Stupor,Disease
Lymphopenia,Disease
Amebic colitis,Disease
Pharyngeal Carcinoma,Disease
Skin Manifestations,Disease
Cholelithiasis,Disease
secondary acute myeloid leukemia,Disease
Fructose-16-bisphosphatase deficiency ORPHA:348,Disease
Monkeypox virus Zaire-96-I-16 serine protease inhibitor-like protein (gene: C2L),Pathogen
Van der Woude syndrome,Disease
Retinal Drusen,Disease
Human adenovirus 23 fibre protein (gene: L5),Pathogen
Cholera,Disease
Progressive myoclonic epilepsy with dystonia ORPHA:352596,Disease
Hodgkin Lymphoma Lymphocyte Depletion,Disease
Autosomal recessive malignant osteopetrosis ORPHA:667,Disease
Wheezing,Disease
Carcinomatosis,Disease
Myocardial Ischemia,Disease
Retinoblastoma,Disease
Carcinoma Lewis Lung,Disease
Lymphoma Non-Hodgkin,Disease
Necrotizing Enterocolitis,Disease
Reflux nephropathy (disorder),Disease
Sarcoidosis ORPHA:797,Disease
Angina Unstable,Disease
Squamous cell carcinoma,Disease
Familial medullary thyroid carcinoma,Disease
PDE4D haploinsufficiency syndrome ORPHA:439822,Disease
Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome ORPHA:436144,Disease
Pyelonephritis,Disease
Penis carcinoma,Disease
Hypogammaglobulinemia,Disease
Malignant Bone Neoplasm,Disease
Infantile inflammatory bowel disease with neurological involvement ORPHA:565788,Disease
Hyperphenylalaninaemia,Disease
Functional Gastrointestinal Disorders,Disease
Gliosarcoma ORPHA:251576,Disease
Eosinophilic esophagitis,Disease
Arthritis,Disease
Erythrokeratodermia-cardiomyopathy syndrome ORPHA:476096,Disease
Insulin Resistance,Disease
Acute interstitial pneumonia,Disease
Nose symptoms,Disease
Human rhinovirus B92 1B,Pathogen
Human rhinovirus A1 2C,Pathogen
Neoplasms Radiation-Induced,Disease
Richter's syndrome,Disease
Congenital Glaucoma,Disease
Helminthiasis,Disease
Echovirus 9 strain Barty VP1,Pathogen
Localized vitiligo,Disease
Coxsackievirus B5 VP3 capsid protein polyprotein region 4 (gene: 1A),Pathogen
Anti-Basement Membrane Glomerulonephritis,Disease
Orthostatic Headache,Disease
Female infertility,Disease
Lymphoma Large-Cell Follicular,Disease
Human poliovirus 1 Mahoney excised_polyprotein 1..341,Pathogen
Cognitive Disorder,Disease
Urinary Bladder Diseases,Disease
Hypertriglyceridemia,Disease
Cervix carcinoma,Disease
Intracranial Neoplasm,Disease
Induced hypothermia (finding),Disease
T-Lymphocytopenia,Disease
Salivirus NG-J1 2C,Pathogen
FADD-related immunodeficiency ORPHA:306550,Disease
Nasal Polyposis,Disease
Vaccinia virus hemagglutinin (gene: A56R),Pathogen
Laryngeal neoplasm,Disease
Cocaine Dependence,Disease
Stenosis Of External Auditory Canal,Disease
Muscular Dystrophy Facioscapulohumeral,Disease
Vaccinia virus cowpox A-type inclusion protein,Pathogen
Idiopathic Inflammatory Myopathies,Disease
MIR3142HG,Gene
Human alphaherpesvirus 2 tegument protein VP22 (gene: UL49),Pathogen
Polycystic Ovary Syndrome,Disease
Branchio-oculo-facial syndrome ORPHA:1297,Disease
Nodular Lymphocyte Predominant Hodgkin Lymphoma,Disease
Mesenchymal Chondrosarcoma,Disease
Frequent fractures,Disease
RELA fusion-positive ependymoma ORPHA:530792,Disease
Lyme Arthritis,Disease
Spondyloperipheral dysplasia-short ulna syndrome ORPHA:1856,Disease
Nonepileptic Seizures,Disease
Isolated focal cortical dysplasia type Ia ORPHA:268973,Disease
Norovirus Hu/Norwalk/20047/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Leishmaniasis Cutaneous,Disease
NON RARE IN EUROPE: Wolff-Parkinson-White syndrome ORPHA:907,Disease
androgen independent prostate cancer,Disease
Sensorimotor Neuropathy,Disease
Osteitis Deformans,Disease
Primary bacterial peritonitis,Disease
Primary Sj??gren's syndrome,Disease
Systemic candidiasis,Disease
Bronchogenic Carcinoma,Disease
Spina Bifida,Disease
Amyotrophic Lateral Sclerosis,Disease
Vaccinia virus Ankara 78.7k Ankyrin repeat protein f3,Pathogen
Malignant neoplasm of muscle,Disease
Squamous cell carcinoma of lip,Disease
Gait Ataxia,Disease
Norovirus Hu/GII.4/Hong Kong/CUHK6080/2012/CHN VP1,Pathogen
Nervous System Diseases,Disease
Ulnar-mammary syndrome,Disease
5q-syndrome,Disease
Human rhinovirus B93 full_polyprotein 1..2178,Pathogen
Morgagni Diaphragmatic Hernia,Disease
Enterovirus B genome polyportein,Pathogen
Tick-Borne Encephalitis,Disease
Leukemogenesis,Disease
Lymphoma Follicular Grade 2,Disease
Musculocontractural Ehlers-Danlos syndrome ORPHA:2953,Disease
Echovirus E27 VP2,Pathogen
Sarcoidosis,Disease
