#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABHD8	SPATA2L	9606.ENSP00000247706	9606.ENSP00000289805	0	0	0	0	0.181	0	0	0.432	0.514
ABTB2	DEPDC7	9606.ENSP00000410157	9606.ENSP00000241051	0	0	0	0	0.049	0	0	0.532	0.536
ACAP3	AGFG2	9606.ENSP00000346733	9606.ENSP00000300176	0	0	0	0	0.066	0	0	0.426	0.440
ACAP3	KIFC2	9606.ENSP00000346733	9606.ENSP00000301332	0	0	0	0	0.454	0	0	0.052	0.460
ACAP3	EVI5L	9606.ENSP00000346733	9606.ENSP00000445905	0	0	0	0	0.350	0.045	0	0.173	0.442
ACCS	HPDL	9606.ENSP00000263776	9606.ENSP00000335060	0	0	0	0	0.114	0	0.287	0.162	0.424
ACCS	CTH	9606.ENSP00000263776	9606.ENSP00000359976	0.057	0	0	0	0.187	0	0.168	0.237	0.448
ACOT1	HSCB	9606.ENSP00000311224	9606.ENSP00000216027	0	0	0	0	0.044	0.405	0	0	0.406
ACOT1	ITIH4	9606.ENSP00000311224	9606.ENSP00000266041	0	0	0	0	0.104	0.066	0	0.400	0.454
ACOT1	ACSL1	9606.ENSP00000311224	9606.ENSP00000422607	0.044	0	0	0	0.055	0	0	0.406	0.417
ACOT1	PFKP	9606.ENSP00000311224	9606.ENSP00000370517	0.041	0	0	0	0.042	0	0.900	0	0.900
ACOT1	ACOT4	9606.ENSP00000311224	9606.ENSP00000323071	0	0	0.053	0.974	0.067	0	0.900	0.057	0.905
ACOT1	ACOT7	9606.ENSP00000311224	9606.ENSP00000367086	0	0	0	0	0.067	0	0.900	0.775	0.977
ACOT4	ACOT1	9606.ENSP00000323071	9606.ENSP00000311224	0	0	0.053	0.974	0.067	0	0.900	0.057	0.905
ACOT4	AFMID	9606.ENSP00000323071	9606.ENSP00000328938	0.053	0	0	0	0	0.046	0	0.481	0.490
ACOT4	PFKP	9606.ENSP00000323071	9606.ENSP00000370517	0.041	0	0	0	0	0	0.900	0	0.900
ACOT4	ACOT7	9606.ENSP00000323071	9606.ENSP00000367086	0	0	0	0	0.072	0	0.900	0.461	0.945
ACOT7	RELT	9606.ENSP00000367086	9606.ENSP00000064780	0	0	0	0	0.103	0.394	0	0	0.433
ACOT7	ACOT1	9606.ENSP00000367086	9606.ENSP00000311224	0	0	0	0	0.067	0	0.900	0.775	0.977
ACOT7	ACOT4	9606.ENSP00000367086	9606.ENSP00000323071	0	0	0	0	0.072	0	0.900	0.461	0.945
ACOT7	ZFPM1	9606.ENSP00000367086	9606.ENSP00000326630	0	0	0	0	0	0.045	0	0.441	0.444
ACOT7	ECI2	9606.ENSP00000367086	9606.ENSP00000369461	0.078	0	0	0	0.050	0.051	0.218	0.273	0.441
ACOT7	NDRG1	9606.ENSP00000367086	9606.ENSP00000404854	0	0	0	0	0.042	0.160	0	0.375	0.453
ACOT7	PGAM4	9606.ENSP00000367086	9606.ENSP00000412189	0	0	0	0	0.064	0	0	0.457	0.470
ACOXL	ACSS2	9606.ENSP00000407761	9606.ENSP00000253382	0.044	0	0	0	0.189	0	0.187	0.272	0.479
ACOXL	ACSL3	9606.ENSP00000407761	9606.ENSP00000350012	0.050	0	0	0	0.140	0.071	0.189	0.364	0.537
ACOXL	ECI2	9606.ENSP00000407761	9606.ENSP00000369461	0.057	0	0	0	0.688	0.091	0.438	0.166	0.851
ACOXL	ACSL1	9606.ENSP00000407761	9606.ENSP00000422607	0.050	0	0	0	0.142	0.071	0.189	0.276	0.474
ACSF2	PPIF	9606.ENSP00000401831	9606.ENSP00000225174	0	0	0	0	0.062	0.402	0	0.117	0.462
ACSF2	LIPE	9606.ENSP00000401831	9606.ENSP00000244289	0.046	0	0	0	0.105	0.137	0	0.791	0.825
ACSF2	ACSS2	9606.ENSP00000401831	9606.ENSP00000253382	0.051	0	0	0.556	0.351	0	0.187	0.211	0.552
ACSF2	MRPL15	9606.ENSP00000401831	9606.ENSP00000260102	0	0	0	0	0.044	0.408	0	0	0.409
ACSF2	LPCAT3	9606.ENSP00000401831	9606.ENSP00000261407	0	0	0	0	0.067	0	0	0.399	0.415
ACSF2	SLC2A4	9606.ENSP00000401831	9606.ENSP00000320935	0	0	0	0	0	0	0	0.568	0.568
ACSF2	CYP2U1	9606.ENSP00000401831	9606.ENSP00000333212	0	0	0	0	0.060	0.128	0.175	0.219	0.401
ACSF2	ECI2	9606.ENSP00000401831	9606.ENSP00000369461	0.053	0	0	0	0.234	0.060	0.193	0.210	0.486
ACSF2	PPIAL4A	9606.ENSP00000401831	9606.ENSP00000485206	0	0	0	0	0.062	0.402	0	0.081	0.439
ACSL1	ABCD1	9606.ENSP00000422607	9606.ENSP00000218104	0	0	0	0	0.100	0.100	0	0.662	0.703
ACSL1	PLIN3	9606.ENSP00000422607	9606.ENSP00000221957	0	0	0	0	0.098	0.071	0	0.485	0.531
ACSL1	LIPE	9606.ENSP00000422607	9606.ENSP00000244289	0	0	0	0	0.096	0	0	0.532	0.559
ACSL1	ABHD8	9606.ENSP00000422607	9606.ENSP00000247706	0	0	0	0	0.044	0.071	0.151	0.308	0.408
ACSL1	ACSS2	9606.ENSP00000422607	9606.ENSP00000253382	0	0	0	0	0.141	0	0	0.632	0.671
ACSL1	LIPG	9606.ENSP00000422607	9606.ENSP00000261292	0	0	0	0	0.042	0.051	0.600	0.273	0.700
ACSL1	LPCAT3	9606.ENSP00000422607	9606.ENSP00000261407	0	0	0	0	0.062	0	0	0.420	0.432
ACSL1	SMARCD3	9606.ENSP00000422607	9606.ENSP00000262188	0	0	0	0	0.062	0	0.400	0	0.413
ACSL1	CREBBP	9606.ENSP00000422607	9606.ENSP00000262367	0	0	0	0	0.110	0	0.400	0.108	0.482
ACSL1	CPT1A	9606.ENSP00000422607	9606.ENSP00000265641	0	0	0	0	0.055	0	0.650	0.932	0.975
ACSL1	PLIN2	9606.ENSP00000422607	9606.ENSP00000276914	0	0	0	0	0.069	0.071	0	0.743	0.758
ACSL1	NFIL3	9606.ENSP00000422607	9606.ENSP00000297689	0	0	0	0	0.261	0.070	0	0.211	0.411
ACSL1	MBOAT2	9606.ENSP00000422607	9606.ENSP00000302177	0	0	0	0	0.063	0	0.123	0.455	0.514
ACSL1	ACOT1	9606.ENSP00000422607	9606.ENSP00000311224	0.044	0	0	0	0.055	0	0	0.406	0.417
ACSL1	SLC2A4	9606.ENSP00000422607	9606.ENSP00000320935	0	0	0	0	0.067	0	0	0.401	0.417
ACSL1	INSIG1	9606.ENSP00000422607	9606.ENSP00000344741	0	0	0	0	0.114	0	0	0.454	0.496
ACSL1	ACSL3	9606.ENSP00000422607	9606.ENSP00000350012	0	0	0.140	0.783	0.095	0.066	0.600	0.590	0.859
ACSL1	AGPAT2	9606.ENSP00000422607	9606.ENSP00000360761	0.046	0	0	0	0.106	0	0.187	0.430	0.553
ACSL1	ECI2	9606.ENSP00000422607	9606.ENSP00000369461	0.053	0	0	0	0.103	0.096	0.101	0.508	0.599
ACSL1	PLIN5	9606.ENSP00000422607	9606.ENSP00000371272	0	0	0	0	0.104	0.087	0	0.417	0.481
ACSL1	CASP5	9606.ENSP00000422607	9606.ENSP00000376849	0	0	0	0	0.117	0.057	0	0.380	0.439
ACSL1	CYP1A1	9606.ENSP00000422607	9606.ENSP00000378488	0	0	0	0	0.094	0.064	0.098	0.392	0.473
ACSL1	ACOXL	9606.ENSP00000422607	9606.ENSP00000407761	0.050	0	0	0	0.142	0.071	0.189	0.276	0.474
ACSL1	NNMT	9606.ENSP00000422607	9606.ENSP00000441434	0	0	0	0	0.047	0	0	0.423	0.426
ACSL1	TXNIP	9606.ENSP00000422607	9606.ENSP00000462521	0	0	0	0	0.059	0	0	0.421	0.431
ACSL1	PLIN4	9606.ENSP00000422607	9606.ENSP00000488481	0	0	0	0	0.136	0.071	0	0.358	0.440
ACSL1	GCDH	9606.ENSP00000422607	9606.ENSP00000466845	0.050	0	0	0	0.140	0.071	0.189	0.315	0.502
ACSL1	DGAT1	9606.ENSP00000422607	9606.ENSP00000482264	0	0	0	0	0.058	0	0	0.851	0.854
ACSL3	ABCD1	9606.ENSP00000350012	9606.ENSP00000218104	0	0	0	0	0.067	0.100	0	0.721	0.745
ACSL3	PLIN3	9606.ENSP00000350012	9606.ENSP00000221957	0	0	0	0	0.058	0.071	0	0.438	0.465
ACSL3	LIPE	9606.ENSP00000350012	9606.ENSP00000244289	0	0	0	0	0.070	0	0	0.406	0.424
ACSL3	ACSS2	9606.ENSP00000350012	9606.ENSP00000253382	0	0	0	0	0.130	0	0	0.440	0.492
ACSL3	LIPG	9606.ENSP00000350012	9606.ENSP00000261292	0	0	0	0	0.045	0.051	0.600	0.222	0.680
ACSL3	LPCAT3	9606.ENSP00000350012	9606.ENSP00000261407	0	0	0	0	0	0	0	0.611	0.611
ACSL3	LPCAT2	9606.ENSP00000350012	9606.ENSP00000262134	0.046	0	0	0	0.048	0	0.187	0.397	0.495
ACSL3	CPT1A	9606.ENSP00000350012	9606.ENSP00000265641	0	0	0	0	0.062	0	0.650	0.874	0.955
ACSL3	TMPO	9606.ENSP00000350012	9606.ENSP00000266732	0	0	0	0	0.059	0.429	0	0.069	0.457
ACSL3	PLIN2	9606.ENSP00000350012	9606.ENSP00000276914	0	0	0	0	0.060	0.071	0	0.539	0.563
ACSL3	ANGPTL4	9606.ENSP00000350012	9606.ENSP00000301455	0	0	0	0	0.086	0	0	0.496	0.519
ACSL3	MBOAT2	9606.ENSP00000350012	9606.ENSP00000302177	0	0	0	0	0.066	0	0.163	0.565	0.630
ACSL3	AGPAT4	9606.ENSP00000350012	9606.ENSP00000314036	0.046	0	0	0	0.067	0	0.187	0.378	0.489
ACSL3	PLIN5	9606.ENSP00000350012	9606.ENSP00000371272	0	0	0	0	0.058	0.071	0	0.370	0.400
ACSL3	PLIN4	9606.ENSP00000350012	9606.ENSP00000488481	0	0	0	0	0.058	0.071	0	0.371	0.401
ACSL3	NDRG1	9606.ENSP00000350012	9606.ENSP00000404854	0	0	0	0	0.042	0.292	0	0.195	0.406
ACSL3	HSD17B11	9606.ENSP00000350012	9606.ENSP00000351035	0	0	0	0	0.062	0.085	0.098	0.364	0.443
ACSL3	GCDH	9606.ENSP00000350012	9606.ENSP00000466845	0.050	0	0	0	0.140	0.071	0.189	0.271	0.469
ACSL3	ABCC1	9606.ENSP00000350012	9606.ENSP00000382342	0	0	0	0	0.103	0.068	0	0.454	0.504
ACSL3	ECI2	9606.ENSP00000350012	9606.ENSP00000369461	0.053	0	0	0	0.110	0.090	0.101	0.425	0.531
ACSL3	ACOXL	9606.ENSP00000350012	9606.ENSP00000407761	0.050	0	0	0	0.140	0.071	0.189	0.364	0.537
ACSL3	SLC1A5	9606.ENSP00000350012	9606.ENSP00000444408	0.042	0	0	0	0.044	0.229	0	0.424	0.538
ACSL3	AGPAT2	9606.ENSP00000350012	9606.ENSP00000360761	0.046	0	0	0	0	0	0.187	0.456	0.541
ACSL3	ACSL1	9606.ENSP00000350012	9606.ENSP00000422607	0	0	0.140	0.783	0.095	0.066	0.600	0.590	0.859
ACSL3	DGAT1	9606.ENSP00000350012	9606.ENSP00000482264	0	0	0	0	0.045	0	0	0.867	0.867
ACSS2	SIRT4	9606.ENSP00000253382	9606.ENSP00000202967	0	0	0	0	0	0	0	0.418	0.418
ACSS2	SIRT2	9606.ENSP00000253382	9606.ENSP00000249396	0	0	0	0	0.048	0	0	0.437	0.442
ACSS2	PFKP	9606.ENSP00000253382	9606.ENSP00000370517	0	0	0	0	0.102	0	0	0.377	0.417
ACSS2	CPT1A	9606.ENSP00000253382	9606.ENSP00000265641	0	0	0	0	0.045	0	0	0.429	0.431
ACSS2	DIP2C	9606.ENSP00000253382	9606.ENSP00000280886	0.051	0	0	0	0.291	0	0.187	0.103	0.443
ACSS2	METAP1D	9606.ENSP00000253382	9606.ENSP00000315152	0.078	0	0	0	0.093	0	0.344	0.131	0.459
ACSS2	MLXIPL	9606.ENSP00000253382	9606.ENSP00000320886	0	0	0	0	0.106	0	0	0.429	0.468
ACSS2	HK2	9606.ENSP00000253382	9606.ENSP00000290573	0	0	0	0	0.101	0	0	0.433	0.468
ACSS2	ACOXL	9606.ENSP00000253382	9606.ENSP00000407761	0.044	0	0	0	0.189	0	0.187	0.272	0.479
ACSS2	ECI2	9606.ENSP00000253382	9606.ENSP00000369461	0.045	0	0	0	0.192	0	0.188	0.279	0.488
ACSS2	ACSL3	9606.ENSP00000253382	9606.ENSP00000350012	0	0	0	0	0.130	0	0	0.440	0.492
ACSS2	GCDH	9606.ENSP00000253382	9606.ENSP00000466845	0.044	0	0	0	0.195	0	0.187	0.294	0.499
ACSS2	INSIG1	9606.ENSP00000253382	9606.ENSP00000344741	0	0	0	0	0.175	0	0	0.459	0.535
ACSS2	DGAT1	9606.ENSP00000253382	9606.ENSP00000482264	0	0	0	0	0.138	0	0	0.493	0.544
ACSS2	ACSF2	9606.ENSP00000253382	9606.ENSP00000401831	0.051	0	0	0.556	0.351	0	0.187	0.211	0.552
ACSS2	TP53	9606.ENSP00000253382	9606.ENSP00000269305	0	0	0	0	0.060	0	0	0.548	0.556
ACSS2	EP300	9606.ENSP00000253382	9606.ENSP00000263253	0	0	0	0	0.057	0	0	0.590	0.597
ACSS2	PHGDH	9606.ENSP00000253382	9606.ENSP00000493382	0	0	0	0	0.058	0	0	0.603	0.610
ACSS2	ACSL1	9606.ENSP00000253382	9606.ENSP00000422607	0	0	0	0	0.141	0	0	0.632	0.671
ACSS2	ALDH1A3	9606.ENSP00000253382	9606.ENSP00000332256	0.041	0	0	0	0.207	0.060	0.185	0.529	0.676
ACSS2	PC	9606.ENSP00000253382	9606.ENSP00000498994	0.080	0	0	0	0.136	0	0.800	0.572	0.923
ACTR3C	VCL	9606.ENSP00000252071	9606.ENSP00000211998	0	0	0	0	0.087	0.067	0	0.543	0.576
ACTR3C	LRRC61	9606.ENSP00000252071	9606.ENSP00000352642	0	0	0	0	0	0.095	0	0.583	0.607
ACTR3C	TPPP	9606.ENSP00000252071	9606.ENSP00000353785	0	0	0	0	0	0	0	0.847	0.847
ACTR3C	DCTN4	9606.ENSP00000252071	9606.ENSP00000414906	0	0	0	0	0	0.274	0	0.864	0.897
ADA	ARG2	9606.ENSP00000361965	9606.ENSP00000261783	0	0	0	0	0.061	0	0	0.447	0.459
ADA	IL1B	9606.ENSP00000361965	9606.ENSP00000263341	0	0	0	0	0.110	0	0	0.405	0.448
ADA	DCK	9606.ENSP00000361965	9606.ENSP00000286648	0	0	0	0	0.044	0	0.900	0.522	0.950
ADA	METTL3	9606.ENSP00000361965	9606.ENSP00000298717	0	0	0	0	0.055	0	0	0.528	0.535
ADA	PA2G4	9606.ENSP00000361965	9606.ENSP00000302886	0	0	0	0	0.416	0	0	0.137	0.475
ADA	ADORA2B	9606.ENSP00000361965	9606.ENSP00000304501	0	0	0	0	0.088	0	0	0.555	0.577
ADA	HNRNPM	9606.ENSP00000361965	9606.ENSP00000325376	0	0	0	0	0.042	0	0	0.415	0.416
ADA	MYB	9606.ENSP00000361965	9606.ENSP00000339992	0	0	0	0	0.114	0.292	0	0.140	0.414
ADA	ENTPD2	9606.ENSP00000361965	9606.ENSP00000347213	0	0	0	0	0	0	0	0.415	0.415
ADA	ADARB1	9606.ENSP00000361965	9606.ENSP00000353920	0	0	0	0	0.048	0	0	0.832	0.833
ADA	RNASEL	9606.ENSP00000361965	9606.ENSP00000356530	0.042	0	0	0	0.067	0.063	0	0.445	0.473
ADA	ENTPD8	9606.ENSP00000361965	9606.ENSP00000360561	0	0	0	0	0	0	0	0.593	0.593
ADA	TREX1	9606.ENSP00000361965	9606.ENSP00000486676	0	0	0	0	0.115	0	0	0.349	0.400
ADA	XPO1	9606.ENSP00000361965	9606.ENSP00000384863	0	0	0	0	0.063	0	0	0.410	0.423
ADA	MBNL2	9606.ENSP00000361965	9606.ENSP00000365861	0	0	0	0	0	0	0	0.430	0.430
ADA	SLC29A2	9606.ENSP00000361965	9606.ENSP00000440329	0	0	0	0	0	0	0	0.592	0.592
ADA	CDA	9606.ENSP00000361965	9606.ENSP00000364212	0.102	0	0	0	0	0	0	0.669	0.690
ADARB1	TARBP2	9606.ENSP00000353920	9606.ENSP00000266987	0	0	0	0.597	0	0.547	0	0.194	0.619
ADARB1	POFUT2	9606.ENSP00000353920	9606.ENSP00000339613	0	0	0	0	0.073	0	0	0.801	0.808
ADARB1	CYFIP2	9606.ENSP00000353920	9606.ENSP00000479719	0	0	0	0	0.069	0	0	0.396	0.415
ADARB1	REC8	9606.ENSP00000353920	9606.ENSP00000482546	0	0	0	0	0.058	0	0	0.776	0.779
ADARB1	ADA	9606.ENSP00000353920	9606.ENSP00000361965	0	0	0	0	0.048	0	0	0.832	0.833
ADH5	LDHAL6A	9606.ENSP00000296412	9606.ENSP00000280706	0	0	0	0	0.052	0.092	0	0.544	0.573
ADH5	GLRX	9606.ENSP00000296412	9606.ENSP00000369314	0	0	0	0	0.094	0	0	0.417	0.449
ADH5	MANBA	9606.ENSP00000296412	9606.ENSP00000495247	0	0	0	0	0	0	0	0.648	0.648
ADH5	ALDH1A3	9606.ENSP00000296412	9606.ENSP00000332256	0.048	0.001	0	0	0.109	0	0.706	0.331	0.811
ADH5	DGAT1	9606.ENSP00000296412	9606.ENSP00000482264	0	0	0	0	0.067	0	0.900	0.152	0.913
ADIPOR2	LIPE	9606.ENSP00000349616	9606.ENSP00000244289	0.041	0	0	0	0.119	0.052	0	0.373	0.430
ADIPOR2	PRKAB2	9606.ENSP00000349616	9606.ENSP00000254101	0	0	0	0	0	0.095	0.500	0.175	0.594
ADIPOR2	CDH1	9606.ENSP00000349616	9606.ENSP00000261769	0	0	0	0	0	0.045	0	0.461	0.463
ADIPOR2	IL1B	9606.ENSP00000349616	9606.ENSP00000263341	0	0	0	0	0.045	0	0	0.400	0.402
ADIPOR2	PRKAG2	9606.ENSP00000349616	9606.ENSP00000287878	0.042	0	0	0	0	0	0.500	0.154	0.559
ADIPOR2	TLCD1	9606.ENSP00000349616	9606.ENSP00000292090	0	0	0	0	0	0	0	0.409	0.409
ADIPOR2	IRS1	9606.ENSP00000349616	9606.ENSP00000304895	0	0	0	0	0	0.049	0	0.484	0.489
ADIPOR2	RNF181	9606.ENSP00000349616	9606.ENSP00000306906	0	0	0	0	0.047	0.472	0	0	0.475
ADIPOR2	MLXIPL	9606.ENSP00000349616	9606.ENSP00000320886	0	0	0	0	0	0	0.400	0.270	0.543
ADIPOR2	SLC2A4	9606.ENSP00000349616	9606.ENSP00000320935	0	0	0	0	0	0.057	0	0.507	0.515
ADIPOR2	PAQR3	9606.ENSP00000349616	9606.ENSP00000421981	0	0	0.095	0.763	0	0	0	0.382	0.418
ADIPOR2	AGT	9606.ENSP00000349616	9606.ENSP00000355627	0	0	0	0	0	0	0	0.557	0.557
ADM	SERPINE1	9606.ENSP00000436607	9606.ENSP00000223095	0	0	0	0	0.173	0	0	0.414	0.494
ADM	GDF15	9606.ENSP00000436607	9606.ENSP00000252809	0	0	0	0	0.072	0	0	0.523	0.538
ADM	IL1B	9606.ENSP00000436607	9606.ENSP00000263341	0	0	0	0	0.109	0	0	0.468	0.505
ADM	EPAS1	9606.ENSP00000436607	9606.ENSP00000263734	0	0	0	0	0.084	0	0	0.376	0.403
ADM	ANGPTL4	9606.ENSP00000436607	9606.ENSP00000301455	0	0	0	0	0.229	0	0	0.318	0.451
ADM	ADORA2B	9606.ENSP00000436607	9606.ENSP00000304501	0	0	0	0	0.115	0	0.400	0.178	0.525
ADM	ADRB2	9606.ENSP00000436607	9606.ENSP00000305372	0	0	0	0	0	0	0	0.530	0.530
